"Status","Year","Region_ITL1","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East of England","G6/G7","Declared non-disabled","980","940","59210","55610"
"In post","2022","East of England","G6/G7","Undeclared","70","70","58360","55260"
"In post","2022","East of England","G6/G7","Unknown","300","290","59260","55210"
"In post","2022","East of England","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Declared non-disabled","90","80","94510","93000"
"In post","2022","East of England","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS","Unknown","30","30","[c]","[c]"
"In post","2022","East of England","SEO/HEO","Declared disabled","540","510","37460","35980"
"In post","2022","East of England","SEO/HEO","Declared non-disabled","3540","3380","36900","35900"
"In post","2022","East of England","SEO/HEO","Undeclared","420","400","38120","36630"
"In post","2022","East of England","SEO/HEO","Unknown","720","690","36830","36160"
"In post","2022","East of England","Unknown","Declared disabled","260","240","29010","28200"
"In post","2022","East of England","Unknown","Declared non-disabled","1040","970","29630","28200"
"In post","2022","East of England","Unknown","Undeclared","60","50","28570","28200"
"In post","2022","East of England","Unknown","Unknown","370","330","26410","24800"
"In post","2022","London","AA/AO","Declared disabled","1320","1200","25410","25110"
"In post","2022","London","AA/AO","Declared non-disabled","7490","6900","25920","25110"
"In post","2022","London","AA/AO","Undeclared","880","810","27390","25630"
"In post","2022","London","AA/AO","Unknown","2180","2090","26420","25330"
"In post","2022","London","EO","Declared disabled","2470","2320","30330","30750"
"In post","2022","London","EO","Declared non-disabled","13880","13150","30120","30470"
"In post","2022","London","EO","Undeclared","1030","980","30730","30840"
"In post","2022","London","EO","Unknown","3750","3640","30250","29970"
"In post","2022","London","G6/G7","Declared disabled","2270","2190","60450","59160"
"In post","2022","London","G6/G7","Declared non-disabled","19380","18710","60770","58940"
"In post","2022","London","G6/G7","Undeclared","1370","1340","61310","59850"
"In post","2022","London","G6/G7","Unknown","6310","6160","60410","58130"
"In post","2022","London","SCS","Declared disabled","300","290","89650","80670"
"In post","2022","London","SCS","Declared non-disabled","3150","3040","89880","81780"
"In post","2022","London","SCS","Undeclared","170","170","85540","80000"
"In post","2022","London","SCS","Unknown","860","830","97470","90100"
"In post","2022","London","SEO/HEO","Declared disabled","3150","3060","38910","38240"
"In post","2022","London","SEO/HEO","Declared non-disabled","21970","21460","39110","38540"
"In post","2022","London","SEO/HEO","Undeclared","1780","1740","39570","38750"
"In post","2022","London","SEO/HEO","Unknown","8700","8560","37570","37930"
"In post","2022","London","Unknown","Declared disabled","420","400","35340","34100"
"In post","2022","London","Unknown","Declared non-disabled","1500","1440","34990","34100"
"In post","2022","London","Unknown","Undeclared","130","120","35070","33700"
"In post","2022","London","Unknown","Unknown","390","360","32230","28650"
"In post","2022","North East (England)","AA/AO","Declared disabled","1590","1340","21710","21260"
"In post","2022","North East (England)","AA/AO","Declared non-disabled","8410","7250","21990","21260"
"In post","2022","North East (England)","AA/AO","Undeclared","780","670","24170","21840"
"In post","2022","North East (England)","AA/AO","Unknown","2430","2120","21780","21250"
"In post","2022","North East (England)","EO","Declared disabled","1100","970","27260","27570"
"In post","2022","North East (England)","EO","Declared non-disabled","5600","5090","27130","27570"
"In post","2022","North East (England)","EO","Undeclared","440","400","27980","27570"
"In post","2022","North East (England)","EO","Unknown","1290","1230","26690","26820"
"In post","2022","North East (England)","G6/G7","Declared disabled","210","200","55570","54500"
"In post","2022","North East (England)","G6/G7","Declared non-disabled","1980","1930","56390","55210"
"In post","2022","North East (England)","G6/G7","Undeclared","140","130","56530","55210"
"In post","2022","North East (England)","G6/G7","Unknown","390","380","56810","55210"
"In post","2022","North East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Declared non-disabled","100","100","86360","78300"
"In post","2022","North East (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO/HEO","Declared disabled","710","670","35010","33370"
"In post","2022","North East (England)","SEO/HEO","Declared non-disabled","5160","4920","35730","33840"
"In post","2022","North East (England)","SEO/HEO","Undeclared","400","390","36240","33840"
"In post","2022","North East (England)","SEO/HEO","Unknown","1170","1130","35170","33370"
"In post","2022","North East (England)","Unknown","Declared disabled","210","200","30280","28200"
"In post","2022","North East (England)","Unknown","Declared non-disabled","770","720","29610","28200"
"In post","2022","North East (England)","Unknown","Undeclared","60","50","30900","28200"
"In post","2022","North East (England)","Unknown","Unknown","150","140","28330","27980"
"In post","2022","North West (England)","AA/AO","Declared disabled","2670","2330","21650","21260"
"In post","2022","North West (England)","AA/AO","Declared non-disabled","13580","12130","21860","21260"
"In post","2022","North West (England)","AA/AO","Undeclared","1370","1230","23880","21410"
"In post","2022","North West (England)","AA/AO","Unknown","3310","3050","21830","21250"
"In post","2022","North West (England)","EO","Declared disabled","2440","2190","27200","27570"
"In post","2022","North West (England)","EO","Declared non-disabled","12860","11880","26980","27570"
"In post","2022","North West (England)","EO","Undeclared","910","850","27880","27570"
"In post","2022","North West (England)","EO","Unknown","2860","2770","27460","26820"
"In post","2022","North West (England)","G6/G7","Declared disabled","520","500","56510","55210"
"In post","2022","North West (England)","G6/G7","Declared non-disabled","3910","3790","57300","55210"
"In post","2022","North West (England)","G6/G7","Undeclared","250","240","56760","55210"
"In post","2022","North West (England)","G6/G7","Unknown","910","880","57140","55210"
"In post","2022","North West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Declared non-disabled","210","200","86240","79780"
"In post","2022","North West (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS","Unknown","50","50","95710","90390"
"In post","2022","North West (England)","SEO/HEO","Declared disabled","1540","1450","35520","33840"
"In post","2022","North West (England)","SEO/HEO","Declared non-disabled","10200","9760","35780","33840"
"In post","2022","North West (England)","SEO/HEO","Undeclared","830","790","36570","35310"
"In post","2022","North West (England)","SEO/HEO","Unknown","2580","2530","35560","33370"
"In post","2022","North West (England)","Unknown","Declared disabled","500","470","30700","28200"
"In post","2022","North West (England)","Unknown","Declared non-disabled","1970","1850","30850","28200"
"In post","2022","North West (England)","Unknown","Undeclared","120","110","31260","28960"
"In post","2022","North West (England)","Unknown","Unknown","680","620","27100","24800"
"In post","2022","Northern Ireland","AA/AO","Declared disabled","130","110","21920","21250"
"In post","2022","Northern Ireland","AA/AO","Declared non-disabled","940","880","21270","21250"
"In post","2022","Northern Ireland","AA/AO","Undeclared","90","80","21280","21250"
"In post","2022","Northern Ireland","AA/AO","Unknown","490","460","21210","21250"
"In post","2022","Northern Ireland","EO","Declared disabled","90","80","27050","26820"
"In post","2022","Northern Ireland","EO","Declared non-disabled","640","610","26900","26820"
"In post","2022","Northern Ireland","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Northern Ireland","EO","Unknown","330","320","26940","26590"
"In post","2022","Northern Ireland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Declared non-disabled","220","210","57650","55210"
"In post","2022","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Unknown","50","50","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","Declared disabled","100","100","35190","33370"
"In post","2022","Northern Ireland","SEO/HEO","Declared non-disabled","750","730","35680","33370"
"In post","2022","Northern Ireland","SEO/HEO","Undeclared","70","70","35270","33370"
"In post","2022","Northern Ireland","SEO/HEO","Unknown","270","260","36340","33370"
"In post","2022","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Declared non-disabled","50","50","22070","21830"
"In post","2022","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Declared non-disabled","210","210","27580","27090"
"In post","2022","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Unknown","30","30","[c]","[c]"
"In post","2022","Overseas","G6/G7","Declared disabled","100","100","59690","58030"
"In post","2022","Overseas","G6/G7","Declared non-disabled","860","860","59480","57370"
"In post","2022","Overseas","G6/G7","Undeclared","60","60","60170","57370"
"In post","2022","Overseas","G6/G7","Unknown","300","290","59910","58030"
"In post","2022","Overseas","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Declared non-disabled","210","210","86410","78680"
"In post","2022","Overseas","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS","Unknown","60","60","83810","75450"
"In post","2022","Overseas","SEO/HEO","Declared disabled","100","100","36500","34350"
"In post","2022","Overseas","SEO/HEO","Declared non-disabled","990","990","38290","34770"
"In post","2022","Overseas","SEO/HEO","Undeclared","60","60","37420","34770"
"In post","2022","Overseas","SEO/HEO","Unknown","370","370","42890","41600"
"In post","2022","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","170","170","[c]","[c]"
"In post","2022","Scotland","AA/AO","Declared disabled","1660","1460","22280","21260"
"In post","2022","Scotland","AA/AO","Declared non-disabled","9160","8300","22430","21260"
"In post","2022","Scotland","AA/AO","Undeclared","550","500","22420","21260"
"In post","2022","Scotland","AA/AO","Unknown","5500","5110","23630","22080"
"In post","2022","Scotland","EO","Declared disabled","1600","1450","28460","27570"
"In post","2022","Scotland","EO","Declared non-disabled","8010","7420","27720","27570"
"In post","2022","Scotland","EO","Undeclared","430","400","27920","27570"
"In post","2022","Scotland","EO","Unknown","4330","4080","30690","30450"
"In post","2022","Scotland","G6/G7","Declared disabled","380","360","60190","57490"
"In post","2022","Scotland","G6/G7","Declared non-disabled","3400","3270","61600","62170"
"In post","2022","Scotland","G6/G7","Undeclared","130","120","62390","62170"
"In post","2022","Scotland","G6/G7","Unknown","1500","1450","61840","62170"
"In post","2022","Scotland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Declared non-disabled","270","260","87830","83230"
"In post","2022","Scotland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","SCS","Unknown","90","90","89910","83230"
