"Status","Year","Sexual_orientation","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","FCDO Services","260","260","38610","35120"
"In post","2021","Heterosexual / straight","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","55190","54900"
"In post","2021","Heterosexual / straight","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","HM Courts and Tribunals Service","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","HM Revenue and Customs (excl. agencies)","140","130","41280","38630"
"In post","2021","Heterosexual / straight","Property","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Ministry of Defence (excl. agencies)","1900","1850","31740","33300"
"In post","2021","Heterosexual / straight","Property","Ministry of Justice (excl. agencies)","90","90","41760","35760"
"In post","2021","Heterosexual / straight","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Valuation Office Agency","1170","1070","36840","33250"
"In post","2021","Heterosexual / straight","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Welsh Government (excl. agencies)","60","50","40720","37410"
"In post","2021","Heterosexual / straight","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Psychology","HM Prison and Probation Service","1010","970","35440","30450"
"In post","2021","Heterosexual / straight","Psychology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Psychology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Animal and Plant Health Agency","460","440","31430","28270"
"In post","2021","Heterosexual / straight","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","170","160","32800","29270"
"In post","2021","Heterosexual / straight","Science and Engineering","Defence Electronics and Components Agency","70","60","24730","27460"
"In post","2021","Heterosexual / straight","Science and Engineering","Defence Equipment and Support","1950","1910","37400","36880"
"In post","2021","Heterosexual / straight","Science and Engineering","Defence Science and Technology Laboratory","1610","1560","39870","37320"
"In post","2021","Heterosexual / straight","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Department for Environment, Food and Rural Affairs (excl. agencies)","110","110","44210","39910"
"In post","2021","Heterosexual / straight","Science and Engineering","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Department for Transport (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Food Standards Agency","60","60","40300","37910"
"In post","2021","Heterosexual / straight","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Health and Safety Executive","320","290","39340","39330"
"In post","2021","Heterosexual / straight","Science and Engineering","Home Office (incl. agencies)","100","90","45240","40090"
"In post","2021","Heterosexual / straight","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","150","150","49870","41950"
"In post","2021","Heterosexual / straight","Science and Engineering","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Ministry of Defence (excl. agencies)","1390","1360","33200","27370"
"In post","2021","Heterosexual / straight","Science and Engineering","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Public Health England","1510","1390","39280","36330"
"In post","2021","Heterosexual / straight","Science and Engineering","Submarine Delivery Agency","520","520","41520","40830"
"In post","2021","Heterosexual / straight","Science and Engineering","UK Intellectual Property Office","190","180","48130","43020"
"In post","2021","Heterosexual / straight","Science and Engineering","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Vehicle Certification Agency","80","80","41590","39110"
"In post","2021","Heterosexual / straight","Science and Engineering","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Science and Engineering","Welsh Government (excl. agencies)","60","60","50140","47000"
"In post","2021","Heterosexual / straight","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Department for Transport (excl. agencies)","110","110","47460","44480"
"In post","2021","Heterosexual / straight","Security","Driver and Vehicle Licensing Agency","70","70","31150","26640"
"In post","2021","Heterosexual / straight","Security","FCDO Services","150","150","34700","29170"
"In post","2021","Heterosexual / straight","Security","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","40030","34450"
"In post","2021","Heterosexual / straight","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","HM Prison and Probation Service","450","440","38390","35630"
"In post","2021","Heterosexual / straight","Security","HM Revenue and Customs (excl. agencies)","90","90","41300","38630"
