"Status","Year","Parent_department","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Female","930","890","28490","24880"
"New entrant CS","2022","Home Office","Unknown","Male","1020","950","30720","25770"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Female","1150","1100","29510","26350"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Male","1680","1660","32030","29000"
"New entrant CS","2022","Ministry of Defence","LGBO","Female","100","100","27070","25530"
"New entrant CS","2022","Ministry of Defence","LGBO","Male","80","80","32440","28700"
"New entrant CS","2022","Ministry of Defence","Undeclared","Female","60","50","29590","26350"
"New entrant CS","2022","Ministry of Defence","Undeclared","Male","90","90","33470","32350"
"New entrant CS","2022","Ministry of Defence","Unknown","Female","700","670","28620","26030"
"New entrant CS","2022","Ministry of Defence","Unknown","Male","1140","1130","29360","25540"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Female","6350","6050","26890","24190"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Male","3600","3510","27640","24800"
"New entrant CS","2022","Ministry of Justice","LGBO","Female","700","680","26300","23170"
"New entrant CS","2022","Ministry of Justice","LGBO","Male","290","290","27810","24430"
"New entrant CS","2022","Ministry of Justice","Undeclared","Female","370","350","27970","24800"
"New entrant CS","2022","Ministry of Justice","Undeclared","Male","210","200","30890","28140"
"New entrant CS","2022","Ministry of Justice","Unknown","Female","4200","3910","26300","24620"
"New entrant CS","2022","Ministry of Justice","Unknown","Male","2470","2340","26800","24800"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Female","190","180","35720","32890"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Male","220","220","38130","36410"
"New entrant CS","2022","National Crime Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Female","160","160","48120","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Male","60","60","51580","51360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Female","180","180","35900","30950"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Male","180","180","37330","29040"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Female","30","30","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Female","1340","1300","30030","27230"
"New entrant CS","2022","Scottish Government","Heterosexual / straight","Male","810","800","30520","27230"
"New entrant CS","2022","Scottish Government","LGBO","Female","190","190","29530","27230"
"New entrant CS","2022","Scottish Government","LGBO","Male","130","130","29330","27230"
"New entrant CS","2022","Scottish Government","Undeclared","Female","80","80","31220","27230"
"New entrant CS","2022","Scottish Government","Undeclared","Male","60","60","30440","27230"
"New entrant CS","2022","Scottish Government","Unknown","Female","1110","1060","29000","27230"
"New entrant CS","2022","Scottish Government","Unknown","Male","800","790","29450","27020"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Female","30","30","[c]","[c]"
"New entrant CS","2022","The National Archives","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Female","60","60","40800","33180"
"New entrant CS","2022","UK Export Finance","Heterosexual / straight","Male","50","50","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Female","420","370","28650","27030"
"New entrant CS","2022","UK Statistics Authority","Heterosexual / straight","Male","330","310","30700","30210"
"New entrant CS","2022","UK Statistics Authority","LGBO","Female","50","40","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","LGBO","Male","40","40","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Female","40","30","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Unknown","Female","70","50","25320","19860"
"New entrant CS","2022","UK Statistics Authority","Unknown","Male","60","50","26260","19860"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Female","170","160","35260","31210"
"New entrant CS","2022","Welsh Government","Heterosexual / straight","Male","110","100","37150","31210"
"New entrant CS","2022","Welsh Government","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
