"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Attorney General's Departments","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Westminster","60","60","43790","39750"
"In post","2021","Communications","Attorney General's Departments","York","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Devon CC","30","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Westminster","160","150","47740","45100"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Westminster","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Darlington","30","30","[c]","[c]"
"In post","2021","Communications","Department for Education","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Manchester","50","50","30690","29360"
"In post","2021","Communications","Department for Education","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Sheffield","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Westminster","160","150","43380","40940"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Westminster","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","York","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Westminster","140","130","43380","38540"
"In post","2021","Communications","Department for Transport","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Bristol, City of","30","30","[c]","[c]"
"In post","2021","Communications","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Nottingham","40","30","[c]","[c]"
"In post","2021","Communications","Department for Transport","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Swansea","70","60","29840","26780"
"In post","2021","Communications","Department for Transport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Westminster","110","110","47780","43360"
"In post","2021","Communications","Department for Work and Pensions","Sefton","30","30","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Lambeth","40","40","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Tower Hamlets","50","50","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Westminster","160","160","41300","32790"
"In post","2021","Communications","ESTYN","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Westminster","130","130","48720","45840"
"In post","2021","Communications","HM Land Registry","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Sheffield","[c]","[c]","[c]","[c]"
