"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Berkshire","Department for Environment, Food and Rural Affairs","G6/G7","70","70","53130","49480"
"In post","2022","Berkshire","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Environment, Food and Rural Affairs","SEO/HEO","130","130","35460","35900"
"In post","2022","Berkshire","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Work and Pensions","AA/AO","70","50","24160","24250"
"In post","2022","Berkshire","Department for Work and Pensions","EO","340","310","29650","29290"
"In post","2022","Berkshire","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department for Work and Pensions","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Berkshire","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","HM Revenue and Customs","AA/AO","40","30","[c]","[c]"
"In post","2022","Berkshire","HM Revenue and Customs","EO","90","80","29780","28920"
"In post","2022","Berkshire","HM Revenue and Customs","G6/G7","40","30","[c]","[c]"
"In post","2022","Berkshire","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","HM Revenue and Customs","SEO/HEO","130","120","37960","37930"
"In post","2022","Berkshire","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence","AA/AO","640","640","30340","27680"
"In post","2022","Berkshire","Ministry of Defence","EO","120","120","37010","43840"
"In post","2022","Berkshire","Ministry of Defence","G6/G7","40","40","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Defence","SEO/HEO","190","180","42560","40580"
"In post","2022","Berkshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice","AA/AO","70","60","20970","21490"
"In post","2022","Berkshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Ministry of Justice","Unknown","240","230","29200","25190"
"In post","2022","Berkshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","National Crime Agency","EO","70","70","37320","37560"
"In post","2022","Berkshire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","National Crime Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Berkshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Transport","EO","40","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions","AA/AO","40","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions","EO","300","270","31170","31060"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","AA/AO","40","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice","AA/AO","810","780","29130","30280"
"In post","2022","Bexley and Greenwich","Ministry of Justice","EO","190","180","34020","35450"
"In post","2022","Bexley and Greenwich","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Ministry of Justice","SEO/HEO","130","130","43220","41500"
"In post","2022","Bexley and Greenwich","Ministry of Justice","Unknown","80","80","33170","32890"
"In post","2022","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Attorney General's Departments","AA/AO","100","90","22250","22200"
"In post","2022","Birmingham","Attorney General's Departments","EO","100","100","26950","26160"
"In post","2022","Birmingham","Attorney General's Departments","G6/G7","230","220","54870","54200"
"In post","2022","Birmingham","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Attorney General's Departments","SEO/HEO","70","60","34250","34480"
"In post","2022","Birmingham","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office","G6/G7","70","70","63330","60500"
"In post","2022","Birmingham","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Cabinet Office","SEO/HEO","100","100","33500","32000"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy","AA/AO","170","150","20790","21130"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy","EO","120","110","25370","24570"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy","G6/G7","120","110","54400","51510"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Business, Energy and Industrial Strategy","SEO/HEO","310","300","36290","36170"
"In post","2022","Birmingham","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Environment, Food and Rural Affairs","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities","G6/G7","50","40","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Levelling Up, Housing and Communities","SEO/HEO","60","60","33780","33950"
"In post","2022","Birmingham","Department for Transport","AA/AO","90","90","22230","21840"
"In post","2022","Birmingham","Department for Transport","EO","130","130","26560","26130"
"In post","2022","Birmingham","Department for Transport","G6/G7","40","30","[c]","[c]"
"In post","2022","Birmingham","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Transport","SEO/HEO","100","100","33870","30790"
"In post","2022","Birmingham","Department for Work and Pensions","AA/AO","540","460","20900","21260"
"In post","2022","Birmingham","Department for Work and Pensions","EO","1470","1320","27400","27570"
"In post","2022","Birmingham","Department for Work and Pensions","G6/G7","50","40","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department for Work and Pensions","SEO/HEO","270","260","35500","33180"
"In post","2022","Birmingham","Department of Health and Social Care","AA/AO","70","60","20550","19880"
"In post","2022","Birmingham","Department of Health and Social Care","EO","50","50","24770","23390"
"In post","2022","Birmingham","Department of Health and Social Care","G6/G7","70","70","57000","50930"
"In post","2022","Birmingham","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Department of Health and Social Care","SEO/HEO","140","130","35480","36330"
"In post","2022","Birmingham","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs","AA/AO","900","820","21400","21250"
"In post","2022","Birmingham","HM Revenue and Customs","EO","990","930","26940","26820"
"In post","2022","Birmingham","HM Revenue and Customs","G6/G7","390","380","58180","55210"
"In post","2022","Birmingham","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Revenue and Customs","SEO/HEO","1570","1510","35640","33370"
"In post","2022","Birmingham","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Home Office","EO","80","80","25320","24890"
"In post","2022","Birmingham","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Home Office","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence","AA/AO","60","60","20730","21170"
"In post","2022","Birmingham","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice","AA/AO","1760","1610","22100","20970"
"In post","2022","Birmingham","Ministry of Justice","EO","470","450","25670","25120"
"In post","2022","Birmingham","Ministry of Justice","G6/G7","120","120","57770","56530"
"In post","2022","Birmingham","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Ministry of Justice","SEO/HEO","450","440","35010","34110"
