"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","30-39","HM Land Registry","430","400","22690","22600"
"In post","2022","AA/AO","30-39","HM Revenue and Customs","3560","3200","21400","21250"
"In post","2022","AA/AO","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Home Office","1520","1340","22030","21680"
"In post","2022","AA/AO","30-39","Ministry of Defence","2150","2060","24750","21170"
"In post","2022","AA/AO","30-39","Ministry of Justice","8880","8360","25270","24690"
"In post","2022","AA/AO","30-39","National Crime Agency","40","40","[c]","[c]"
"In post","2022","AA/AO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","AA/AO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Scottish Government","1480","1410","23830","23230"
"In post","2022","AA/AO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","UK Statistics Authority","160","120","20140","19860"
"In post","2022","AA/AO","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","30-39","Welsh Government","180","170","24090","24630"
"In post","2022","AA/AO","40-49","Attorney General's Departments","300","260","22820","22200"
"In post","2022","AA/AO","40-49","Cabinet Office","70","70","21500","21050"
"In post","2022","AA/AO","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Department for Business, Energy and Industrial Strategy","280","250","21620","21130"
"In post","2022","AA/AO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Department for Environment, Food and Rural Affairs","550","490","21550","21300"
"In post","2022","AA/AO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","AA/AO","40-49","Department for Transport","1260","1110","22040","21840"
"In post","2022","AA/AO","40-49","Department for Work and Pensions","6250","5300","21360","21260"
"In post","2022","AA/AO","40-49","Department of Health and Social Care","110","90","21730","21820"
"In post","2022","AA/AO","40-49","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Foreign, Commonwealth and Development Office","90","80","25750","25000"
"In post","2022","AA/AO","40-49","HM Land Registry","300","280","22710","22600"
"In post","2022","AA/AO","40-49","HM Revenue and Customs","3750","3260","21690","21250"
"In post","2022","AA/AO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Home Office","1450","1270","22320","21680"
"In post","2022","AA/AO","40-49","Ministry of Defence","2710","2600","24040","21170"
"In post","2022","AA/AO","40-49","Ministry of Justice","7120","6620","25150","23720"
"In post","2022","AA/AO","40-49","National Crime Agency","40","40","[c]","[c]"
"In post","2022","AA/AO","40-49","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","AA/AO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","Scottish Government","1090","1020","24210","23780"
"In post","2022","AA/AO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","40-49","UK Statistics Authority","190","140","20500","20350"
"In post","2022","AA/AO","40-49","Welsh Government","150","140","24450","24630"
"In post","2022","AA/AO","50-59","Attorney General's Departments","370","330","22860","22200"
"In post","2022","AA/AO","50-59","Cabinet Office","120","110","21860","21170"
"In post","2022","AA/AO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Department for Business, Energy and Industrial Strategy","350","310","22070","21810"
"In post","2022","AA/AO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Department for Environment, Food and Rural Affairs","540","490","21800","21300"
"In post","2022","AA/AO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Department for Levelling Up, Housing and Communities","50","50","23310","22560"
"In post","2022","AA/AO","50-59","Department for Transport","1300","1160","22410","21840"
"In post","2022","AA/AO","50-59","Department for Work and Pensions","9840","8520","21330","21260"
"In post","2022","AA/AO","50-59","Department of Health and Social Care","130","110","22050","22160"
"In post","2022","AA/AO","50-59","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Foreign, Commonwealth and Development Office","140","130","26260","25570"
"In post","2022","AA/AO","50-59","HM Land Registry","330","300","22750","22600"
"In post","2022","AA/AO","50-59","HM Revenue and Customs","5610","4770","21990","22080"
"In post","2022","AA/AO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Home Office","1770","1590","22330","21680"
"In post","2022","AA/AO","50-59","Ministry of Defence","5720","5560","23060","21170"
"In post","2022","AA/AO","50-59","Ministry of Justice","9770","9040","25300","23720"
"In post","2022","AA/AO","50-59","National Crime Agency","60","50","24870","25130"
"In post","2022","AA/AO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","AA/AO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Scottish Government","1530","1410","24240","23780"
"In post","2022","AA/AO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","UK Statistics Authority","480","330","20370","20350"
"In post","2022","AA/AO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","50-59","Welsh Government","190","170","24600","24630"
"In post","2022","AA/AO","60-64","Attorney General's Departments","110","100","23050","23720"
"In post","2022","AA/AO","60-64","Cabinet Office","50","40","[c]","[c]"
"In post","2022","AA/AO","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Department for Business, Energy and Industrial Strategy","150","130","22070","22740"
"In post","2022","AA/AO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Department for Environment, Food and Rural Affairs","180","160","21880","21300"
"In post","2022","AA/AO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Department for Transport","620","470","22150","21840"
"In post","2022","AA/AO","60-64","Department for Work and Pensions","3810","3000","21390","21260"
"In post","2022","AA/AO","60-64","Department of Health and Social Care","50","40","21760","21820"
"In post","2022","AA/AO","60-64","Foreign, Commonwealth and Development Office","50","50","26260","25680"
"In post","2022","AA/AO","60-64","HM Land Registry","90","80","22750","22600"
"In post","2022","AA/AO","60-64","HM Revenue and Customs","2250","1700","22010","22080"
"In post","2022","AA/AO","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Home Office","790","650","22270","21680"
"In post","2022","AA/AO","60-64","Ministry of Defence","2190","2040","21820","21170"
"In post","2022","AA/AO","60-64","Ministry of Justice","3430","2750","23980","21790"
"In post","2022","AA/AO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Scottish Government","550","470","24220","23780"
"In post","2022","AA/AO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","UK Statistics Authority","280","190","20490","20350"
"In post","2022","AA/AO","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","60-64","Welsh Government","70","60","24490","24630"
"In post","2022","AA/AO","65+","Attorney General's Departments","40","30","[c]","[c]"
"In post","2022","AA/AO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Department for Business, Energy and Industrial Strategy","50","40","22460","22740"
"In post","2022","AA/AO","65+","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Department for Environment, Food and Rural Affairs","90","80","22410","21300"
"In post","2022","AA/AO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Department for Transport","220","150","22990","21840"
"In post","2022","AA/AO","65+","Department for Work and Pensions","1210","900","21620","21260"
"In post","2022","AA/AO","65+","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","AA/AO","65+","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","HM Revenue and Customs","690","520","22220","22040"
"In post","2022","AA/AO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Home Office","380","300","22580","21680"
"In post","2022","AA/AO","65+","Ministry of Defence","820","740","21400","21170"
"In post","2022","AA/AO","65+","Ministry of Justice","1200","910","22910","21490"
"In post","2022","AA/AO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Scottish Government","210","170","24530","23780"
"In post","2022","AA/AO","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","UK Statistics Authority","190","110","20560","20350"
"In post","2022","AA/AO","65+","Welsh Government","50","40","[c]","[c]"
"In post","2022","AA/AO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","EO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","HM Revenue and Customs","30","30","[c]","[c]"
"In post","2022","EO","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Ministry of Defence","110","110","18840","18030"
"In post","2022","EO","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","20-29","Attorney General's Departments","540","540","27030","26950"
"In post","2022","EO","20-29","Cabinet Office","480","480","26480","27500"
"In post","2022","EO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","EO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","20-29","Department for Business, Energy and Industrial Strategy","570","560","26400","24890"
"In post","2022","EO","20-29","Department for Digital, Culture, Media and Sport","110","110","26610","26180"
"In post","2022","EO","20-29","Department for Education","420","420","26070","25000"
"In post","2022","EO","20-29","Department for Environment, Food and Rural Affairs","590","580","25880","25010"
"In post","2022","EO","20-29","Department for International Trade","140","140","27020","26250"
