"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Counter Fraud","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","City of Edinburgh","110","100","30010","28130"
"In post","2021","Female","Counter Fraud","Croydon","270","250","36130","32520"
"In post","2021","Female","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","East Kent","80","70","28450","27390"
"In post","2021","Female","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Glasgow City","140","110","28630","28130"
"In post","2021","Female","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Greater Manchester South West","330","310","33170","31810"
"In post","2021","Female","Counter Fraud","Hackney and Newham","90","80","37770","36160"
"In post","2021","Female","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Leeds","370","330","31210","30730"
"In post","2021","Female","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Manchester","160","140","31600","31810"
"In post","2021","Female","Counter Fraud","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","North Lanarkshire","130","120","30050","28130"
"In post","2021","Female","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Nottingham","230","210","32000","31810"
"In post","2021","Female","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Portsmouth","60","60","31770","31810"
"In post","2021","Female","Counter Fraud","Sefton","270","240","30740","28130"
"In post","2021","Female","Counter Fraud","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Solihull","60","50","30180","28130"
"In post","2021","Female","Counter Fraud","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","South Lanarkshire","60","50","29180","28130"
"In post","2021","Female","Counter Fraud","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Southend-on-Sea","30","30","[c]","[c]"
"In post","2021","Female","Counter Fraud","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Suffolk","190","170","26510","25560"
"In post","2021","Female","Counter Fraud","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Tyneside","240","220","31520","31810"
"In post","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Westminster","170","170","44700","36160"
"In post","2021","Female","Counter Fraud","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Counter Fraud","York","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Birmingham","250","210","21990","20140"
"In post","2021","Female","Debt","Bradford","190","160","24510","21440"
"In post","2021","Female","Debt","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Cardiff and Vale of Glamorgan","160","150","23090","20140"
"In post","2021","Female","Debt","City of Edinburgh","300","280","21340","20140"
"In post","2021","Female","Debt","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Croydon","160","140","26640","25180"
"In post","2021","Female","Debt","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Glasgow City","50","40","23110","21400"
"In post","2021","Female","Debt","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Hackney and Newham","110","90","26130","25630"
"In post","2021","Female","Debt","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Leeds","40","40","[c]","[c]"
"In post","2021","Female","Debt","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Liverpool","170","150","23160","21440"
"In post","2021","Female","Debt","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","North Lanarkshire","290","230","22690","20640"
"In post","2021","Female","Debt","Nottingham","130","110","21640","20140"
"In post","2021","Female","Debt","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","South Lanarkshire","180","160","21820","20140"
"In post","2021","Female","Debt","Southend-on-Sea","40","30","[c]","[c]"
"In post","2021","Female","Debt","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Female","Debt","Tyneside","320","280","21310","20140"
"In post","2021","Female","Debt","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","West Sussex (South West)","40","30","[c]","[c]"
"In post","2021","Female","Debt","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","32280","29000"
"In post","2021","Female","Digital, Data & Technology","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Berkshire","50","40","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Birmingham","80","80","41430","37740"
"In post","2021","Female","Digital, Data & Technology","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bradford","120","110","35870","31810"
"In post","2021","Female","Digital, Data & Technology","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Bristol, City of","150","150","39760","37300"
"In post","2021","Female","Digital, Data & Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Camden and City of London","50","40","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Cardiff and Vale of Glamorgan","140","130","35090","34950"
"In post","2021","Female","Digital, Data & Technology","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","City of Edinburgh","70","70","38030","34170"
"In post","2021","Female","Digital, Data & Technology","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Coventry","110","110","40630","36960"
"In post","2021","Female","Digital, Data & Technology","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Darlington","40","40","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Devon CC","240","220","37780","39650"
"In post","2021","Female","Digital, Data & Technology","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Greater Manchester South West","40","40","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Digital, Data & Technology","Haringey and Islington","[c]","[c]","[c]","[c]"
