"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","City of Edinburgh","1240","1160","61460","61010"
"In post","2021","Female","G6/G7","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Conwy and Denbighshire","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Coventry","300","290","54270","50630"
"In post","2021","Female","G6/G7","Croydon","710","680","62920","60050"
"In post","2021","Female","G6/G7","Darlington","100","100","53560","50630"
"In post","2021","Female","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Devon CC","250","230","52530","48830"
"In post","2021","Female","G6/G7","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Durham CC","50","50","59820","58610"
"In post","2021","Female","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Kent","50","50","57140","52820"
"In post","2021","Female","G6/G7","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Flintshire and Wrexham","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Glasgow City","660","640","60300","61010"
"In post","2021","Female","G6/G7","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Greater Manchester South West","290","280","55790","52580"
"In post","2021","Female","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Hackney and Newham","140","140","62240","59160"
"In post","2021","Female","G6/G7","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Harrow and Hillingdon","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Heart of Essex","70","60","59540","58970"
"In post","2021","Female","G6/G7","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Hertfordshire","150","140","59670","59730"
"In post","2021","Female","G6/G7","Hounslow and Richmond upon Thames","70","70","54290","52380"
"In post","2021","Female","G6/G7","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Kingston upon Hull, City of","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","Lambeth","490","460","60210","57760"
"In post","2021","Female","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Leeds","860","810","54760","52580"
"In post","2021","Female","G6/G7","Leicester","70","60","53490","52580"
"In post","2021","Female","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Lewisham and Southwark","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Lincolnshire","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Liverpool","470","450","54350","52580"
"In post","2021","Female","G6/G7","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Manchester","710","670","56450","52580"
"In post","2021","Female","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Mid Lancashire","150","140","55120","52770"
"In post","2021","Female","G6/G7","Milton Keynes","60","50","62780","58620"
"In post","2021","Female","G6/G7","Monmouthshire and Newport","410","390","53800","51640"
"In post","2021","Female","G6/G7","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","North Lanarkshire","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","North Yorkshire CC","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Norwich and East Norfolk","60","60","53610","52050"
"In post","2021","Female","G6/G7","Nottingham","470","450","55850","52580"
"In post","2021","Female","G6/G7","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Overseas","550","550","59480","58030"
"In post","2021","Female","G6/G7","Oxfordshire","130","110","60500","57120"
"In post","2021","Female","G6/G7","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Peterborough","50","50","58480","56040"
"In post","2021","Female","G6/G7","Plymouth","60","50","58810","56750"
"In post","2021","Female","G6/G7","Portsmouth","120","110","58980","54540"
"In post","2021","Female","G6/G7","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Sefton","220","210","55110","53360"
"In post","2021","Female","G6/G7","Sheffield","570","530","54800","52070"
"In post","2021","Female","G6/G7","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Somerset","50","50","[c]","[c]"
"In post","2021","Female","G6/G7","South and West Derbyshire","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","South Hampshire","220","210","53700","50090"
"In post","2021","Female","G6/G7","South Lanarkshire","240","230","54460","52580"
"In post","2021","Female","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","South Teesside","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","South West Wales","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","Southampton","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Southend-on-Sea","50","50","[c]","[c]"
"In post","2021","Female","G6/G7","Staffordshire CC","90","80","59960","54540"
"In post","2021","Female","G6/G7","Stoke-on-Trent","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","Suffolk","70","70","55100","52580"
"In post","2021","Female","G6/G7","Sunderland","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Swansea","170","160","60810","55320"
"In post","2021","Female","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Telford and Wrekin","120","110","55570","52580"
"In post","2021","Female","G6/G7","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Tower Hamlets","1180","1120","61140","59160"
"In post","2021","Female","G6/G7","Tyneside","720","680","53900","52580"
"In post","2021","Female","G6/G7","Unknown","110","100","56820","54700"
"In post","2021","Female","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Warrington","80","70","55470","55740"
"In post","2021","Female","G6/G7","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","West Lothian","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","West Surrey","90","90","58880","54920"
"In post","2021","Female","G6/G7","West Sussex (North East)","30","30","[c]","[c]"
"In post","2021","Female","G6/G7","West Sussex (South West)","40","40","[c]","[c]"
"In post","2021","Female","G6/G7","Westminster","10890","10340","59480","57620"
"In post","2021","Female","G6/G7","Wiltshire","630","590","53700","51060"
"In post","2021","Female","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Female","G6/G7","Worcestershire","40","30","[c]","[c]"
"In post","2021","Female","G6/G7","York","320","290","58380","55610"
"In post","2021","Female","SCS","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2021","Female","SCS","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Birmingham","60","50","101480","93050"
"In post","2021","Female","SCS","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Female","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Cardiff and Vale of Glamorgan","80","80","86810","80470"
"In post","2021","Female","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","City of Edinburgh","90","90","90940","83230"
"In post","2021","Female","SCS","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Croydon","40","40","[c]","[c]"
"In post","2021","Female","SCS","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Female","SCS","Dorset CC","[c]","[c]","[c]","[c]"
