"Status","Year","Region_ITL3","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Milton Keynes","HM Revenue and Customs","Heterosexual / straight","60","60","24690","21250"
"In post","2022","Milton Keynes","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","HM Revenue and Customs","Unknown","50","50","23820","21250"
"In post","2022","Milton Keynes","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Ministry of Justice","Heterosexual / straight","470","450","30290","29260"
"In post","2022","Milton Keynes","Ministry of Justice","LGBO","50","50","[c]","[c]"
"In post","2022","Milton Keynes","Ministry of Justice","Undeclared","60","50","30170","30700"
"In post","2022","Milton Keynes","Ministry of Justice","Unknown","130","130","29060","28200"
"In post","2022","Milton Keynes","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Cabinet Office","Heterosexual / straight","90","90","37130","32000"
"In post","2022","Monmouthshire and Newport","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Cabinet Office","Unknown","40","40","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","990","930","38320","31620"
"In post","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","LGBO","70","70","34810","30770"
"In post","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Undeclared","80","80","41810","41440"
"In post","2022","Monmouthshire and Newport","Department for Business, Energy and Industrial Strategy","Unknown","520","490","37170","30770"
"In post","2022","Monmouthshire and Newport","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Work and Pensions","Heterosexual / straight","230","200","26810","27570"
"In post","2022","Monmouthshire and Newport","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department for Work and Pensions","Unknown","80","60","25570","27570"
"In post","2022","Monmouthshire and Newport","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Home Office","Heterosexual / straight","150","130","27100","24880"
"In post","2022","Monmouthshire and Newport","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Justice","Heterosexual / straight","440","400","30460","28550"
"In post","2022","Monmouthshire and Newport","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Justice","Undeclared","40","30","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Ministry of Justice","Unknown","80","70","27130","27120"
"In post","2022","Monmouthshire and Newport","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","UK Statistics Authority","Heterosexual / straight","1930","1830","36290","33140"
"In post","2022","Monmouthshire and Newport","UK Statistics Authority","LGBO","170","160","35120","30810"
"In post","2022","Monmouthshire and Newport","UK Statistics Authority","Undeclared","120","120","37040","33280"
"In post","2022","Monmouthshire and Newport","UK Statistics Authority","Unknown","800","750","34400","30810"
"In post","2022","Monmouthshire and Newport","Welsh Government","Heterosexual / straight","60","60","38190","41980"
"In post","2022","Monmouthshire and Newport","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Monmouthshire and Newport","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Work and Pensions","Heterosexual / straight","70","70","23660","21260"
"In post","2022","Na h-Eileanan Siar","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Ministry of Defence","Heterosexual / straight","60","50","21420","20560"
"In post","2022","Newry, Mourne and Down","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Work and Pensions","Heterosexual / straight","330","280","25850","27570"
"In post","2022","North and North East Lincolnshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Department for Work and Pensions","Unknown","100","80","26010","27570"
"In post","2022","North and North East Lincolnshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Home Office","Heterosexual / straight","90","90","27190","25220"
"In post","2022","North and North East Lincolnshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
