"Status","Year","Profession_of_post","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","EO","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6/G7","Office for Standards in Education, Children's Services and Skills","60","50","73480","75500"
"New entrant CS","2021","Inspector of Education and Training","SEO/HEO","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Home Office (incl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
