"Status","Year","Function_of_post","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Policy","Department of Health and Social Care (excl. agencies)","170","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","HM Treasury (excl. agencies)","110","110","[c]","[c]"
"Leaver CS","2022","No function","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Policy","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Defence Equipment and Support","40","40","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Psychology","HM Prison and Probation Service","90","90","[c]","[c]"
"Leaver CS","2022","No function","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Animal and Plant Health Agency","30","30","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Defence Equipment and Support","70","70","33230","32290"
"Leaver CS","2022","No function","Science and Engineering","Defence Science and Technology Laboratory","180","170","34250","29230"
"Leaver CS","2022","No function","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","60","60","48600","40450"
"Leaver CS","2022","No function","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Public Health England","320","290","43120","40060"
"Leaver CS","2022","No function","Science and Engineering","UK Health Security Agency","180","160","36210","34270"
"Leaver CS","2022","No function","Science and Engineering","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Statistics","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Cabinet Office (excl. agencies)","190","190","41500","32000"
"Leaver CS","2022","No function","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Department for Transport (excl. agencies)","230","220","45050","42470"
"Leaver CS","2022","No function","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","HM Prison and Probation Service","730","630","[c]","[c]"
"Leaver CS","2022","No function","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Animal and Plant Health Agency","40","30","[c]","[c]"
"Leaver CS","2022","No function","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Commercial","Defence Equipment and Support","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Knowledge and Information Management","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Medicine","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Operational Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Defence Equipment and Support","160","150","25750","23230"
"Leaver CS","2022","Project Delivery","Other","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","UK Space Agency","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Defence Equipment and Support","130","120","34280","31600"
"Leaver CS","2022","Project Delivery","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Department for Work and Pensions (excl. agencies)","60","50","37280","34290"
"Leaver CS","2022","Project Delivery","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
