"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Attorney General's Departments","80","80","46620","40270"
"In post","2021","Counter Fraud","Unknown","Department for Business, Energy and Industrial Strategy","50","50","34590","34390"
"In post","2021","Counter Fraud","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Business, Energy and Industrial Strategy","60","60","36830","35540"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Education","80","80","37080","36500"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Environment, Food and Rural Affairs","70","70","42980","40660"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Transport","80","70","37550","33350"
"In post","2021","Digital, Data and Technology","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","HM Revenue and Customs","160","150","39070","35000"
"In post","2021","Digital, Data and Technology","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Home Office","80","80","51960","47940"
"In post","2021","Digital, Data and Technology","Declared disabled","Ministry of Defence","180","170","33660","31940"
"In post","2021","Digital, Data and Technology","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Ministry of Justice","90","90","43060","40480"
"In post","2021","Digital, Data and Technology","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Attorney General's Departments","130","130","41520","38780"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Competition and Markets Authority","60","60","57480","55860"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Business, Energy and Industrial Strategy","750","740","40900","38490"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Education","620","600","40230","36980"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Environment, Food and Rural Affairs","500","490","43310","42540"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Transport","800","780","39800","37250"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Department of Health and Social Care","150","150","44950","41310"
"In post","2021","Digital, Data and Technology","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Foreign, Commonwealth and Development Office","190","180","43840","40670"
"In post","2021","Digital, Data and Technology","Declared non-disabled","HM Land Registry","370","340","40640","38450"
"In post","2021","Digital, Data and Technology","Declared non-disabled","HM Revenue and Customs","1110","1050","40360","38630"
"In post","2021","Digital, Data and Technology","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Home Office","940","920","50050","45220"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Ministry of Defence","910","890","37090","33300"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Ministry of Housing, Communities and Local Government","90","90","46390","41610"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Ministry of Justice","680","670","45370","42320"
"In post","2021","Digital, Data and Technology","Declared non-disabled","National Crime Agency","100","90","44750","43450"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Office for Standards in Education","60","60","46330","39850"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Office of Gas and Electricity Markets","90","90","51440","46160"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Scottish Government","80","80","42230","36780"
"In post","2021","Digital, Data and Technology","Declared non-disabled","The National Archives","70","70","39170","37750"
"In post","2021","Digital, Data and Technology","Declared non-disabled","UK Export Finance","40","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","United Kingdom Statistics Authority","230","220","43760","49100"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Welsh Government","180","180","38180","37410"
"In post","2021","Digital, Data and Technology","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Education","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Transport","120","120","40520","40080"
"In post","2021","Digital, Data and Technology","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","HM Land Registry","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","HM Revenue and Customs","100","100","37840","35000"
"In post","2021","Digital, Data and Technology","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Home Office","60","60","49620","46140"
"In post","2021","Digital, Data and Technology","Undeclared","Ministry of Defence","120","120","36320","33300"
"In post","2021","Digital, Data and Technology","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Ministry of Justice","70","60","43090","40950"
"In post","2021","Digital, Data and Technology","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
