"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Land Registry","HM Land Registry","20-29","1110","1090","25370","22350"
"In post","2021","HM Land Registry","HM Land Registry","30-39","900","850","29860","27130"
"In post","2021","HM Land Registry","HM Land Registry","40-49","1270","1180","33640","27130"
"In post","2021","HM Land Registry","HM Land Registry","50-59","2440","2200","32470","27130"
"In post","2021","HM Land Registry","HM Land Registry","60-64","500","350","32510","30600"
"In post","2021","HM Land Registry","HM Land Registry","65+","130","80","33450","30600"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","16-19","100","90","22620","22850"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","20-29","10470","10340","26120","25380"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","30-39","12950","12360","29440","28200"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","40-49","11450","10920","32410","31650"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","50-59","14180","13470","32510","31650"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","60-64","3800","3050","29750","28200"
"In post","2021","HM Prison and Probation Service","Ministry of Justice","65+","1100","800","28600","26630"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","16-19","230","210","20500","20140"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","20-29","9850","9640","26860","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","30-39","13350","12680","31130","25560"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40-49","13890","12950","32550","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","50-59","18870","17290","33000","29570"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","60-64","5320","4020","30060","27230"
"In post","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","65+","1450","1020","29880","25630"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","20-29","980","970","38620","32960"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","30-39","620","610","56220","58050"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","40-49","220","210","60480","63410"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","50-59","140","140","49450","42250"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury (excl. agencies)","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2021","Home Office (incl. agencies)","Home Office","16-19","80","70","22340","21430"
"In post","2021","Home Office (incl. agencies)","Home Office","20-29","5280","5150","28310","24890"
"In post","2021","Home Office (incl. agencies)","Home Office","30-39","8580","8090","32030","26910"
"In post","2021","Home Office (incl. agencies)","Home Office","40-49","9040","8470","33870","28850"
"In post","2021","Home Office (incl. agencies)","Home Office","50-59","9440","8760","32950","28650"
"In post","2021","Home Office (incl. agencies)","Home Office","60-64","2200","1770","30300","27080"
"In post","2021","Home Office (incl. agencies)","Home Office","65+","750","560","28140","25630"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","20-29","220","210","23780","20880"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","30-39","390","370","30950","28280"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","40-49","500","480","34450","34050"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","50-59","540","520","35730","32060"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","60-64","120","100","33500","29710"
"In post","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","65+","40","30","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","30-39","70","70","47570","50470"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","40-49","50","50","51420","50470"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","50-59","60","60","54580","50590"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Ministry of Justice","20-29","110","100","20840","19930"
"In post","2021","Legal Aid Agency","Ministry of Justice","30-39","360","330","25040","21900"
"In post","2021","Legal Aid Agency","Ministry of Justice","40-49","320","300","30790","25670"
"In post","2021","Legal Aid Agency","Ministry of Justice","50-59","290","270","32140","27540"
"In post","2021","Legal Aid Agency","Ministry of Justice","60-64","80","80","29960","24000"
"In post","2021","Legal Aid Agency","Ministry of Justice","65+","30","30","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","20-29","190","190","29010","26590"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","30-39","320","310","35130","31780"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","40-49","310","300","39100","36110"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","50-59","290","280","40170","36180"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","60-64","80","70","42230","39040"
"In post","2021","Maritime and Coastguard Agency","Department for Transport","65+","30","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","20-29","220","220","32840","32640"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30-39","350","340","44190","40900"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40-49","330","320","53990","53810"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","50-59","310","300","52470","46460"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","60-64","80","70","61190","54470"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","65+","40","30","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","20-29","290","290","30860","31580"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","30-39","610","590","38150","39650"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","40-49","550","520","43150","41900"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","50-59","520","510","43990","41900"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","60-64","80","70","40620","39650"
"In post","2021","Met Office","Department for Business, Energy and Industrial Strategy","65+","30","20","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","16-19","50","50","21850","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","20-29","3750","3720","29360","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","30-39","6150","5920","33810","33180"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","40-49","7870","7600","34160","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","50-59","14030","13730","32280","28210"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","60-64","4340","4060","29940","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","65+","1500","1350","28900","23120"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20-29","650","650","37660","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","30-39","690","670","47980","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","40-49","550","530","51750","51660"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","50-59","500","490","47980","44460"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","60-64","100","90","45720","39600"
