"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Submarine Delivery Agency","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Caithness and Sutherland and Ross and Cromarty","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Derby","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","60","60","36770","39100"
"In post","2021","Submarine Delivery Agency","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Plymouth","Project Delivery","90","90","37230","37810"
"In post","2021","Submarine Delivery Agency","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","West Cumbria","Project Delivery","130","120","43530","41610"
"In post","2021","Submarine Delivery Agency","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Coventry","No function","70","70","30230","26000"
"In post","2021","Teaching Regulation Agency","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Commercial","40","40","[c]","[c]"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Communications","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Digital, Data & Technology","100","100","40120","39390"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","No function","340","320","34280","30830"
"In post","2021","The National Archives","Hounslow and Richmond upon Thames","Property","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","City of Edinburgh","Unknown","100","100","44930","39660"
"In post","2021","Transport Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Glasgow City","Unknown","390","380","44020","42190"
"In post","2021","Transport Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Commercial","190","190","53960","49790"
"In post","2021","UK Export Finance","Westminster","Communications","40","40","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Debt","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Finance","50","50","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Digital, Data & Technology","190","190","38770","35340"
"In post","2021","UK Hydrographic Office","Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","No function","560","530","32390","33290"
"In post","2021","UK Hydrographic Office","Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Digital, Data & Technology","210","200","44100","41600"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Human Resources","50","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Legal","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","No function","1040","970","35700","29890"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Project Delivery","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Property","40","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Swindon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Swindon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Swindon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Swindon","Project Delivery","100","100","46440","49080"
"In post","2021","UK Space Agency","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Westminster","Project Delivery","110","110","47120","40220"
"In post","2021","UK Supreme Court","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Westminster","Legal","40","40","[c]","[c]"
"In post","2021","UK Supreme Court","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Dorset CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Analysis","1020","980","36210","36030"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Communications","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Digital, Data & Technology","430","420","40030","36180"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Finance","50","50","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Human Resources","130","120","35650","31090"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","No function","890","820","28190","23520"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Project Delivery","110","100","42290","38750"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Monmouthshire and Newport","Security","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Analysis","440","420","37170","36030"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Communications","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Digital, Data & Technology","130","120","41330","36840"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Human Resources","60","50","37960","36030"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","No function","1630","1210","24090","19520"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Project Delivery","110","110","38510","36030"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","South Lanarkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Analysis","230","220","40680","32540"
"In post","2021","United Kingdom Statistics Authority","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Human Resources","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","No function","50","50","42110","33370"
"In post","2021","United Kingdom Statistics Authority","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Aberdeen City and Aberdeenshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Birmingham","Property","180","160","33530","31100"
"In post","2021","Valuation Office Agency","Brent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Brent","Project Delivery","[c]","[c]","[c]","[c]"
