"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","160","150","39250","36560"
"In post","2021","Female","South East (England)","Department for International Trade","50","50","47890","51970"
"In post","2021","Female","South East (England)","Department for Transport (excl. agencies)","110","90","35830","30890"
"In post","2021","Female","South East (England)","Department for Work and Pensions (excl. agencies)","4500","3930","27390","27570"
"In post","2021","Female","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Driver and Vehicle Standards Agency","100","100","28330","26780"
"In post","2021","Female","South East (England)","FCDO Services","260","240","37330","31390"
"In post","2021","Female","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","170","160","29130","26250"
"In post","2021","Female","South East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Health and Safety Executive","50","40","[c]","[c]"
"In post","2021","Female","South East (England)","HM Courts and Tribunals Service","1000","860","24310","21180"
"In post","2021","Female","South East (England)","HM Prison and Probation Service","3870","3590","29320","28200"
"In post","2021","Female","South East (England)","HM Revenue and Customs (excl. agencies)","1240","1070","28850","27230"
"In post","2021","Female","South East (England)","Home Office (incl. agencies)","1520","1330","27210","25990"
"In post","2021","Female","South East (England)","Insolvency Service","90","80","30020","26290"
"In post","2021","Female","South East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Maritime and Coastguard Agency","310","290","33780","31040"
"In post","2021","Female","South East (England)","Met Office","40","40","[c]","[c]"
"In post","2021","Female","South East (England)","Ministry of Defence (excl. agencies)","3830","3640","31370","26930"
"In post","2021","Female","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Ministry of Justice (excl. agencies)","80","70","40800","36840"
"In post","2021","Female","South East (England)","National Crime Agency","180","170","37630","37560"
"In post","2021","Female","South East (England)","Public Health England","350","310","44120","39380"
"In post","2021","Female","South East (England)","Rural Payments Agency","100","90","28630","25190"
"In post","2021","Female","South East (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","United Kingdom Statistics Authority","1380","1120","28560","23520"
"In post","2021","Female","South East (England)","Valuation Office Agency","90","80","32680","28500"
"In post","2021","Female","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Veterinary Medicines Directorate","100","100","39100","36590"
"In post","2021","Female","South East (England)","Wilton Park","60","50","33030","28640"
"In post","2021","Female","South West (England)","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2021","Female","South West (England)","Animal and Plant Health Agency","260","240","28670","24920"
"In post","2021","Female","South West (England)","Cabinet Office (excl. agencies)","80","70","54100","49620"
"In post","2021","Female","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","70","60","30970","29270"
"In post","2021","Female","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Crown Prosecution Service","180","160","37680","32050"
"In post","2021","Female","South West (England)","Defence Equipment and Support","3160","2950","34870","32570"
"In post","2021","Female","South West (England)","Defence Science and Technology Laboratory","1030","970","37810","37320"
"In post","2021","Female","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Department for Education (excl. agencies)","90","80","44150","41590"
"In post","2021","Female","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","560","510","38330","36520"
"In post","2021","Female","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Department for Work and Pensions (excl. agencies)","3850","3210","25990","27570"
"In post","2021","Female","South West (England)","Driver and Vehicle Standards Agency","200","190","34230","30730"
"In post","2021","Female","South West (England)","Education and Skills Funding Agency","40","40","[c]","[c]"
"In post","2021","Female","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Health and Safety Executive","40","30","[c]","[c]"
"In post","2021","Female","South West (England)","HM Courts and Tribunals Service","710","610","22830","20100"
"In post","2021","Female","South West (England)","HM Land Registry","860","740","30940","27130"
"In post","2021","Female","South West (England)","HM Prison and Probation Service","1890","1720","28410","25790"
"In post","2021","Female","South West (England)","HM Revenue and Customs (excl. agencies)","560","520","34110","31810"
"In post","2021","Female","South West (England)","Home Office (incl. agencies)","160","140","27030","25310"
"In post","2021","Female","South West (England)","Insolvency Service","80","70","28630","20940"
"In post","2021","Female","South West (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Legal Aid Agency","50","40","[c]","[c]"
"In post","2021","Female","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Met Office","660","610","38170","38200"
"In post","2021","Female","South West (England)","Ministry of Defence (excl. agencies)","3660","3420","31640","26930"
"In post","2021","Female","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","38780","36340"
"In post","2021","Female","South West (England)","Ministry of Justice (excl. agencies)","60","60","39160","38590"
"In post","2021","Female","South West (England)","National Crime Agency","250","240","33760","32770"
"In post","2021","Female","South West (England)","Office for Standards in Education, Children's Services and Skills","180","170","43000","39850"
"In post","2021","Female","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Planning Inspectorate","370","330","40030","34860"
"In post","2021","Female","South West (England)","Public Health England","840","760","36140","31230"
"In post","2021","Female","South West (England)","Rural Payments Agency","140","120","26930","25480"
"In post","2021","Female","South West (England)","Submarine Delivery Agency","480","460","38250","35630"
"In post","2021","Female","South West (England)","UK Hydrographic Office","290","270","33920","33290"
"In post","2021","Female","South West (England)","UK Space Agency","60","60","43140","37500"
"In post","2021","Female","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Valuation Office Agency","300","260","26950","22050"
"In post","2021","Female","South West (England)","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Cabinet Office (excl. agencies)","330","320","36050","32000"
"In post","2021","Female","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Department for Work and Pensions (excl. agencies)","570","520","30000","27570"
"In post","2021","Female","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Ministry of Defence (excl. agencies)","70","60","35170","33300"
"In post","2021","Female","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Female","Unknown","Royal Fleet Auxiliary","160","160","33120","32700"
