"Status","Year","Profession_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Nottingham","50","50","37180","36590"
"In post","2021","Communications","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Swansea","40","40","[c]","[c]"
"In post","2021","Communications","Female","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Tower Hamlets","90","90","44530","39550"
"In post","2021","Communications","Female","Tyneside","50","40","32940","30590"
"In post","2021","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Westminster","1060","1030","45930","42710"
"In post","2021","Communications","Female","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","York","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Communications","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cardiff and Vale of Glamorgan","80","70","39380","37410"
"In post","2021","Communications","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Central Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Swansea","30","30","[c]","[c]"
"In post","2021","Communications","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Tower Hamlets","60","60","50310","42170"
"In post","2021","Communications","Male","Tyneside","30","30","[c]","[c]"
"In post","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Westminster","730","730","46800","42840"
"In post","2021","Communications","Male","Wiltshire","30","30","[c]","[c]"
"In post","2021","Communications","Male","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","York","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
