"Status","Year","Region_ITL2","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","60-64","Unknown","150","130","24980","23110"
"In post","2021","Cornwall and Isles of Scilly","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","65+","Unknown","40","30","[c]","[c]"
"In post","2021","Cumbria","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","16-19","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Grants Management","80","80","21380","21050"
"In post","2021","Cumbria","20-29","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","No function","70","60","24190","22920"
"In post","2021","Cumbria","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Grants Management","120","100","23110","21050"
"In post","2021","Cumbria","30-39","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","No function","120","100","26710","24800"
"In post","2021","Cumbria","30-39","Project Delivery","40","40","[c]","[c]"
"In post","2021","Cumbria","30-39","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","30-39","Unknown","30","30","[c]","[c]"
"In post","2021","Cumbria","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Grants Management","240","210","24720","21050"
"In post","2021","Cumbria","40-49","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","No function","150","140","28520","25580"
"In post","2021","Cumbria","40-49","Project Delivery","70","60","38210","36520"
"In post","2021","Cumbria","40-49","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","40-49","Unknown","80","70","25980","27570"
"In post","2021","Cumbria","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Grants Management","160","140","25520","21050"
"In post","2021","Cumbria","50-59","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","No function","210","190","28420","25200"
"In post","2021","Cumbria","50-59","Project Delivery","100","100","35460","30630"
"In post","2021","Cumbria","50-59","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","50-59","Security","30","30","[c]","[c]"
"In post","2021","Cumbria","50-59","Unknown","120","110","26960","27570"
"In post","2021","Cumbria","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Grants Management","50","40","[c]","[c]"
"In post","2021","Cumbria","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","No function","60","50","28710","26720"
"In post","2021","Cumbria","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Communications","160","160","26830","25560"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Counter Fraud","70","70","29140","25560"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Debt","70","60","20690","20140"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Human Resources","70","70","30310","29730"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Legal","60","60","26200","23470"
"In post","2021","Derbyshire and Nottinghamshire","20-29","No function","1090","1070","25390","24440"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","20-29","Unknown","200","200","25460","27570"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Communications","150","140","28730","25560"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Counter Fraud","90","90","32160","31810"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Debt","60","50","20900","20140"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Digital, Data & Technology","50","50","42680","40200"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Finance","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Human Resources","100","90","36130","31810"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Legal","80","70","36700","31810"
"In post","2021","Derbyshire and Nottinghamshire","30-39","No function","1380","1300","29180","27150"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Project Delivery","60","50","37340","35290"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Property","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","30-39","Unknown","360","330","26020","27570"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Commercial","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Communications","90","90","33090","31810"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Counter Fraud","150","140","33760","31810"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Debt","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Digital, Data & Technology","70","70","40170","36740"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Finance","50","50","40470","38630"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Human Resources","140","130","39410","38400"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Legal","100","90","40160","37240"
"In post","2021","Derbyshire and Nottinghamshire","40-49","No function","1420","1320","32550","30350"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Project Delivery","90","90","45000","42200"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Property","70","60","34880","32100"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","40-49","Unknown","600","540","26530","27570"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Commercial","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Communications","70","70","33030","31810"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Counter Fraud","160","150","35020","31810"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Debt","50","50","22110","20140"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Finance","60","60","41740","38630"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Human Resources","120","110","40880","38630"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Legal","150","130","38940","31810"
"In post","2021","Derbyshire and Nottinghamshire","50-59","No function","1930","1810","33500","30950"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Project Delivery","110","100","45500","39470"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Property","160","150","39320","38520"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","50-59","Unknown","940","850","26670","27570"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","No function","460","370","30130","27130"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","60-64","Unknown","250","190","25770","27570"
"In post","2021","Derbyshire and Nottinghamshire","65+","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","No function","120","80","31580","26950"
"In post","2021","Derbyshire and Nottinghamshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","65+","Unknown","70","60","24050","21010"
"In post","2021","Devon","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","16-19","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","16-19","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","20-29","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","20-29","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","20-29","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
