"Status","Year","Sex","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","120","110","25980","25770"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","170","160","28200","26670"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","180","170","29630","27570"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","300","270","28390","26670"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","50","40","24210","21600"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Kent","20-29","260","260","24930","24880"
"In post","2021","Female","East Kent","30-39","370","320","26960","25310"
"In post","2021","Female","East Kent","40-49","530","470","28950","27370"
"In post","2021","Female","East Kent","50-59","700","630","29010","27370"
"In post","2021","Female","East Kent","60-64","160","130","27850","26920"
"In post","2021","Female","East Kent","65+","40","20","[c]","[c]"
"In post","2021","Female","East Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lancashire","30-39","60","50","26230","27570"
"In post","2021","Female","East Lancashire","40-49","90","80","25930","27570"
"In post","2021","Female","East Lancashire","50-59","100","90","25850","27240"
"In post","2021","Female","East Lancashire","60-64","30","20","[c]","[c]"
"In post","2021","Female","East Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","50-59","30","30","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","20-29","50","50","[c]","[c]"
"In post","2021","Female","East Merseyside","30-39","110","100","27600","27570"
"In post","2021","Female","East Merseyside","40-49","190","160","26360","27570"
"In post","2021","Female","East Merseyside","50-59","270","230","27780","27570"
"In post","2021","Female","East Merseyside","60-64","90","60","25910","27570"
"In post","2021","Female","East Merseyside","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Riding of Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Riding of Yorkshire","20-29","120","120","23580","23970"
"In post","2021","Female","East Riding of Yorkshire","30-39","140","130","27240","26250"
"In post","2021","Female","East Riding of Yorkshire","40-49","140","130","27650","26670"
"In post","2021","Female","East Riding of Yorkshire","50-59","230","210","27410","26910"
"In post","2021","Female","East Riding of Yorkshire","60-64","40","30","[c]","[c]"
"In post","2021","Female","East Riding of Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Surrey","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Surrey","20-29","110","110","30360","30720"
"In post","2021","Female","East Surrey","30-39","100","90","33050","33590"
"In post","2021","Female","East Surrey","40-49","100","90","36220","33590"
"In post","2021","Female","East Surrey","50-59","150","140","33310","30110"
"In post","2021","Female","East Surrey","60-64","50","40","31910","29460"
"In post","2021","Female","East Surrey","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Sussex CC","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Sussex CC","20-29","150","140","24390","25320"
"In post","2021","Female","East Sussex CC","30-39","200","160","26080","27570"
"In post","2021","Female","East Sussex CC","40-49","300","250","27540","27570"
"In post","2021","Female","East Sussex CC","50-59","390","330","26160","26180"
"In post","2021","Female","East Sussex CC","60-64","110","90","24740","21010"
"In post","2021","Female","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Enfield","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Enfield","20-29","50","40","[c]","[c]"
"In post","2021","Female","Enfield","30-39","40","40","[c]","[c]"
"In post","2021","Female","Enfield","40-49","40","30","[c]","[c]"
"In post","2021","Female","Enfield","50-59","90","80","30520","31060"
"In post","2021","Female","Enfield","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Enfield","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","20-29","60","60","24970","24340"
"In post","2021","Female","Essex Haven Gateway","30-39","100","90","29890","29240"
"In post","2021","Female","Essex Haven Gateway","40-49","140","130","29990","29290"
"In post","2021","Female","Essex Haven Gateway","50-59","200","190","30760","29290"
"In post","2021","Female","Essex Haven Gateway","60-64","60","50","28030","27130"
"In post","2021","Female","Essex Haven Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","20-29","90","90","25550","24180"
"In post","2021","Female","Essex Thames Gateway","30-39","100","80","27470","25310"
"In post","2021","Female","Essex Thames Gateway","40-49","160","140","28000","29290"
"In post","2021","Female","Essex Thames Gateway","50-59","250","220","27800","29290"
"In post","2021","Female","Essex Thames Gateway","60-64","70","50","28150","25110"
"In post","2021","Female","Essex Thames Gateway","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Falkirk","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Falkirk","20-29","180","170","23420","21010"
"In post","2021","Female","Falkirk","30-39","250","210","26040","22220"
"In post","2021","Female","Falkirk","40-49","330","280","26480","25870"
"In post","2021","Female","Falkirk","50-59","290","250","27830","27570"
"In post","2021","Female","Falkirk","60-64","90","70","26580","25390"
"In post","2021","Female","Falkirk","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","20-29","150","150","23770","22850"
"In post","2021","Female","Flintshire and Wrexham","30-39","230","220","27060","25560"
"In post","2021","Female","Flintshire and Wrexham","40-49","250","230","28610","27570"
"In post","2021","Female","Flintshire and Wrexham","50-59","360","320","28130","26220"
"In post","2021","Female","Flintshire and Wrexham","60-64","80","60","25870","21010"
"In post","2021","Female","Flintshire and Wrexham","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Glasgow City","20-29","880","860","26200","24890"
"In post","2021","Female","Glasgow City","30-39","1400","1290","31530","27570"
"In post","2021","Female","Glasgow City","40-49","1480","1340","34110","27570"
"In post","2021","Female","Glasgow City","50-59","1920","1740","32130","27570"
"In post","2021","Female","Glasgow City","60-64","490","380","28480","26120"
"In post","2021","Female","Glasgow City","65+","120","90","25930","22080"
"In post","2021","Female","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gloucestershire","20-29","100","100","25500","23140"
"In post","2021","Female","Gloucestershire","30-39","130","110","28370","27570"
"In post","2021","Female","Gloucestershire","40-49","180","150","29230","27570"
"In post","2021","Female","Gloucestershire","50-59","300","270","28660","27570"
"In post","2021","Female","Gloucestershire","60-64","90","60","27530","27350"
"In post","2021","Female","Gloucestershire","65+","30","20","[c]","[c]"
"In post","2021","Female","Greater Manchester North East","20-29","120","110","26150","27570"
"In post","2021","Female","Greater Manchester North East","30-39","130","120","28120","27570"
"In post","2021","Female","Greater Manchester North East","40-49","160","150","28140","27570"
"In post","2021","Female","Greater Manchester North East","50-59","260","240","27260","27570"
"In post","2021","Female","Greater Manchester North East","60-64","60","40","27080","27570"
"In post","2021","Female","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester North West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester North West","20-29","130","120","23600","22850"
"In post","2021","Female","Greater Manchester North West","30-39","190","170","24690","23840"
"In post","2021","Female","Greater Manchester North West","40-49","340","290","25510","23240"
"In post","2021","Female","Greater Manchester North West","50-59","530","470","25040","23240"
"In post","2021","Female","Greater Manchester North West","60-64","130","90","23910","21010"
"In post","2021","Female","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester South East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester South East","20-29","90","90","24620","21920"
"In post","2021","Female","Greater Manchester South East","30-39","150","130","25890","23840"
"In post","2021","Female","Greater Manchester South East","40-49","180","160","26530","22920"
"In post","2021","Female","Greater Manchester South East","50-59","340","310","25350","21920"
"In post","2021","Female","Greater Manchester South East","60-64","90","70","24310","21010"
"In post","2021","Female","Greater Manchester South East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester South West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Greater Manchester South West","20-29","550","540","25580","25220"
"In post","2021","Female","Greater Manchester South West","30-39","690","640","30200","26030"
"In post","2021","Female","Greater Manchester South West","40-49","670","610","32090","27570"
"In post","2021","Female","Greater Manchester South West","50-59","900","820","31340","27570"
"In post","2021","Female","Greater Manchester South West","60-64","220","170","28580","25860"
"In post","2021","Female","Greater Manchester South West","65+","50","30","[c]","[c]"
"In post","2021","Female","Gwent Valleys","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gwent Valleys","20-29","70","60","24040","23830"
"In post","2021","Female","Gwent Valleys","30-39","170","140","26180","27570"
"In post","2021","Female","Gwent Valleys","40-49","200","180","29170","27570"
"In post","2021","Female","Gwent Valleys","50-59","240","220","28170","27570"
"In post","2021","Female","Gwent Valleys","60-64","60","50","28470","27570"
"In post","2021","Female","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gwynedd","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gwynedd","20-29","60","60","22410","21010"
"In post","2021","Female","Gwynedd","30-39","90","80","24870","21050"
"In post","2021","Female","Gwynedd","40-49","110","90","26030","22110"
"In post","2021","Female","Gwynedd","50-59","150","130","24900","21050"
"In post","2021","Female","Gwynedd","60-64","40","30","[c]","[c]"
"In post","2021","Female","Gwynedd","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hackney and Newham","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hackney and Newham","20-29","220","220","31440","31060"
"In post","2021","Female","Hackney and Newham","30-39","250","220","34860","31060"
"In post","2021","Female","Hackney and Newham","40-49","390","340","33450","31060"
"In post","2021","Female","Hackney and Newham","50-59","700","650","34010","31490"
"In post","2021","Female","Hackney and Newham","60-64","190","160","31300","30330"
"In post","2021","Female","Hackney and Newham","65+","70","50","30560","25630"
"In post","2021","Female","Haringey and Islington","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Haringey and Islington","20-29","190","190","28200","30220"
"In post","2021","Female","Haringey and Islington","30-39","190","170","30460","31060"
"In post","2021","Female","Haringey and Islington","40-49","170","160","31710","31060"
"In post","2021","Female","Haringey and Islington","50-59","210","200","30580","31060"
"In post","2021","Female","Haringey and Islington","60-64","50","40","30590","30330"
"In post","2021","Female","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"In post","2021","Female","Harrow and Hillingdon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Female","Harrow and Hillingdon","20-29","190","190","29110","28670"
"In post","2021","Female","Harrow and Hillingdon","30-39","310","290","30160","29070"
"In post","2021","Female","Harrow and Hillingdon","40-49","470","410","31660","29410"
"In post","2021","Female","Harrow and Hillingdon","50-59","480","440","32060","30500"
"In post","2021","Female","Harrow and Hillingdon","60-64","160","130","29710","29080"
"In post","2021","Female","Harrow and Hillingdon","65+","70","40","28110","27130"
