"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Cheshire East","Department for Environment, Food and Rural Affairs","90","90","34080","29180"
"In post","2021","Heterosexual / straight","Cheshire East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Department for Work and Pensions","120","110","29620","27570"
"In post","2021","Heterosexual / straight","Cheshire East","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Ministry of Justice","220","210","31080","27680"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Department for Work and Pensions","210","200","24920","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Ministry of Justice","100","90","26800","23840"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Department for Work and Pensions","70","60","27610","27570"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Ministry of Justice","740","690","29890","27380"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","National Crime Agency","50","50","34660","33690"
"In post","2021","Heterosexual / straight","City of Edinburgh","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Competition and Markets Authority","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for Business, Energy and Industrial Strategy","50","50","26390","23490"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Department for Work and Pensions","240","220","29640","27570"
"In post","2021","Heterosexual / straight","City of Edinburgh","HM Revenue and Customs","1060","1000","30580","28130"
"In post","2021","Heterosexual / straight","City of Edinburgh","Home Office","120","110","27900","25440"
"In post","2021","Heterosexual / straight","City of Edinburgh","Ministry of Defence","180","170","26850","21830"
"In post","2021","Heterosexual / straight","City of Edinburgh","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Scotland Office","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Scottish Government","5250","5030","42450","38540"
"In post","2021","Heterosexual / straight","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Department for Work and Pensions","280","250","26440","27570"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Ministry of Defence","320","310","32120","30410"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Scottish Government","200","190","33490","33650"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Department for Work and Pensions","100","90","27490","27570"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Ministry of Justice","80","80","28210","23970"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Welsh Government","350","330","39400","37410"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","60","60","33690","29180"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Transport","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department for Work and Pensions","500","450","26030","27570"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Defence","360","340","24670","21580"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Justice","100","90","26730","22260"
"In post","2021","Heterosexual / straight","Coventry","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","Department for Education","820","800","40780","36780"
"In post","2021","Heterosexual / straight","Coventry","Department for Work and Pensions","290","260","26290","27570"
"In post","2021","Heterosexual / straight","Coventry","HM Land Registry","150","140","31720","27130"
"In post","2021","Heterosexual / straight","Coventry","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","Ministry of Justice","90","80","26310","22920"
"In post","2021","Heterosexual / straight","Coventry","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","Office of Qualifications and Examinations Regulation","170","160","44970","40250"
"In post","2021","Heterosexual / straight","Croydon","Attorney General's Departments","60","50","40180","34460"
"In post","2021","Heterosexual / straight","Croydon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Department for Education","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Department for Work and Pensions","170","160","30370","31060"
"In post","2021","Heterosexual / straight","Croydon","HM Land Registry","210","200","42830","37290"
"In post","2021","Heterosexual / straight","Croydon","HM Revenue and Customs","1410","1340","40410","36160"
"In post","2021","Heterosexual / straight","Croydon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Home Office","4270","4030","38290","35070"
"In post","2021","Heterosexual / straight","Croydon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Croydon","Ministry of Justice","670","640","37810","31600"
"In post","2021","Heterosexual / straight","Darlington","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Department for Education","580","560","38000","36620"
"In post","2021","Heterosexual / straight","Darlington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Ministry of Justice","100","90","26160","22920"
"In post","2021","Heterosexual / straight","Darlington","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Department for Transport","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Department for Work and Pensions","370","330","24870","26120"
"In post","2021","Heterosexual / straight","Derby","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Ministry of Justice","190","160","26230","22920"
"In post","2021","Heterosexual / straight","Derry City and Strabane","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Attorney General's Departments","80","80","39080","34480"
"In post","2021","Heterosexual / straight","Devon CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Department for Environment, Food and Rural Affairs","360","330","30300","25910"
"In post","2021","Heterosexual / straight","Devon CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Department for Work and Pensions","910","780","25420","27570"
"In post","2021","Heterosexual / straight","Devon CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Home Office","[c]","[c]","[c]","[c]"
