"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Stoke-on-Trent","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Stoke-on-Trent","SEO/HEO","Female","70","70","35090","34290"
"In post","2022","Stoke-on-Trent","SEO/HEO","Male","40","40","[c]","[c]"
"In post","2022","Stoke-on-Trent","Unknown","Female","120","110","29020","28200"
"In post","2022","Stoke-on-Trent","Unknown","Male","40","30","[c]","[c]"
"In post","2022","Suffolk CC","AA/AO","Female","830","740","22350","21380"
"In post","2022","Suffolk CC","AA/AO","Male","780","760","24590","21850"
"In post","2022","Suffolk CC","EO","Female","660","590","27120","27570"
"In post","2022","Suffolk CC","EO","Male","560","550","27850","27380"
"In post","2022","Suffolk CC","G6/G7","Female","110","100","56300","53210"
"In post","2022","Suffolk CC","G6/G7","Male","130","130","57360","55210"
"In post","2022","Suffolk CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Suffolk CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Suffolk CC","SEO/HEO","Female","480","440","35290","33430"
"In post","2022","Suffolk CC","SEO/HEO","Male","540","520","35940","34390"
"In post","2022","Suffolk CC","Unknown","Female","180","160","29200","26310"
"In post","2022","Suffolk CC","Unknown","Male","60","50","29850","28200"
"In post","2022","Sunderland","AA/AO","Female","1680","1280","21460","21260"
"In post","2022","Sunderland","AA/AO","Male","590","540","21360","21260"
"In post","2022","Sunderland","EO","Female","910","790","27450","27570"
"In post","2022","Sunderland","EO","Male","440","420","27780","27570"
"In post","2022","Sunderland","G6/G7","Female","60","50","57390","55210"
"In post","2022","Sunderland","G6/G7","Male","50","50","57920","55210"
"In post","2022","Sunderland","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Sunderland","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Sunderland","SEO/HEO","Female","300","270","34860","33370"
"In post","2022","Sunderland","SEO/HEO","Male","210","200","36220","33400"
"In post","2022","Sunderland","Unknown","Female","80","70","28600","27600"
"In post","2022","Sunderland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","AA/AO","Female","3280","2670","21030","21840"
"In post","2022","Swansea","AA/AO","Male","1790","1690","21690","21840"
"In post","2022","Swansea","EO","Female","1000","890","26860","26780"
"In post","2022","Swansea","EO","Male","720","700","27180","26780"
"In post","2022","Swansea","G6/G7","Female","210","200","59570","55320"
"In post","2022","Swansea","G6/G7","Male","290","290","61980","59900"
"In post","2022","Swansea","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Swansea","SEO/HEO","Female","820","770","36400","33840"
"In post","2022","Swansea","SEO/HEO","Male","890","860","38740","38650"
"In post","2022","Swansea","Unknown","Female","150","140","28740","26310"
"In post","2022","Swansea","Unknown","Male","50","50","29640","28200"
"In post","2022","Swindon","AA/AO","Female","70","60","21150","20970"
"In post","2022","Swindon","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","Swindon","EO","Female","100","80","27440","27570"
"In post","2022","Swindon","EO","Male","60","60","27400","27570"
"In post","2022","Swindon","G6/G7","Female","40","40","[c]","[c]"
"In post","2022","Swindon","G6/G7","Male","40","40","[c]","[c]"
"In post","2022","Swindon","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Swindon","SEO/HEO","Female","60","50","35880","36720"
"In post","2022","Swindon","SEO/HEO","Male","40","40","[c]","[c]"
"In post","2022","Swindon","Unknown","Female","50","50","26970","25000"
"In post","2022","Swindon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","AA/AO","Female","260","220","21630","21260"
"In post","2022","Telford and Wrekin","AA/AO","Male","170","170","23170","21960"
"In post","2022","Telford and Wrekin","EO","Female","360","310","27110","27570"
"In post","2022","Telford and Wrekin","EO","Male","190","180","27020","27130"
"In post","2022","Telford and Wrekin","G6/G7","Female","130","120","57180","55210"
"In post","2022","Telford and Wrekin","G6/G7","Male","170","170","59620","55210"
"In post","2022","Telford and Wrekin","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Telford and Wrekin","SEO/HEO","Female","370","340","36880","35980"
"In post","2022","Telford and Wrekin","SEO/HEO","Male","270","260","36970","35980"
"In post","2022","Telford and Wrekin","Unknown","Female","50","50","30650","25700"
"In post","2022","Telford and Wrekin","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","AA/AO","Female","40","40","[c]","[c]"
"In post","2022","Thurrock","AA/AO","Male","50","50","22160","21680"
"In post","2022","Thurrock","EO","Female","120","110","27720","27370"
"In post","2022","Thurrock","EO","Male","100","100","26750","25310"
"In post","2022","Thurrock","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Thurrock","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","AA/AO","Female","100","70","21040","21260"
"In post","2022","Torbay","AA/AO","Male","50","40","[c]","[c]"
"In post","2022","Torbay","EO","Female","70","60","27320","27570"
"In post","2022","Torbay","EO","Male","30","30","[c]","[c]"
"In post","2022","Torbay","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Torbay","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Torbay","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tower Hamlets","AA/AO","Female","250","220","24250","23770"
"In post","2022","Tower Hamlets","AA/AO","Male","140","140","23830","23720"
"In post","2022","Tower Hamlets","EO","Female","500","470","29310","28950"
"In post","2022","Tower Hamlets","EO","Male","360","360","29040","28760"
"In post","2022","Tower Hamlets","G6/G7","Female","1080","1030","61250","59290"
"In post","2022","Tower Hamlets","G6/G7","Male","1230","1210","62140","60640"
"In post","2022","Tower Hamlets","SCS","Female","190","170","95240","91670"
"In post","2022","Tower Hamlets","SCS","Male","210","210","99580","95750"
"In post","2022","Tower Hamlets","SEO/HEO","Female","1100","1080","38610","38580"
"In post","2022","Tower Hamlets","SEO/HEO","Male","900","890","39780","39780"
"In post","2022","Tower Hamlets","Unknown","Female","70","70","31610","28690"
"In post","2022","Tower Hamlets","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Tyneside","AA/AO","Female","3830","3100","21340","21260"
"In post","2022","Tyneside","AA/AO","Male","2490","2350","21320","21260"
"In post","2022","Tyneside","EO","Female","2530","2260","26750","26820"
"In post","2022","Tyneside","EO","Male","1870","1800","26780","26820"
"In post","2022","Tyneside","G6/G7","Female","840","800","55760","55210"
"In post","2022","Tyneside","G6/G7","Male","1180","1170","56750","55210"
"In post","2022","Tyneside","SCS","Female","40","40","[c]","[c]"
"In post","2022","Tyneside","SCS","Male","50","50","90910","86790"
"In post","2022","Tyneside","SEO/HEO","Female","2620","2460","35240","33370"
"In post","2022","Tyneside","SEO/HEO","Male","2560","2500","35710","33370"
"In post","2022","Tyneside","Unknown","Female","320","300","28430","26310"
"In post","2022","Tyneside","Unknown","Male","110","110","31560","28320"
"In post","2022","Unknown","AA/AO","Female","140","120","22580","21300"
"In post","2022","Unknown","AA/AO","Male","60","60","21980","21260"
"In post","2022","Unknown","EO","Female","270","240","28560","27570"
"In post","2022","Unknown","EO","Male","170","170","27890","27570"
"In post","2022","Unknown","G6/G7","Female","90","80","56860","54700"
"In post","2022","Unknown","G6/G7","Male","80","80","58030","54700"
"In post","2022","Unknown","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Female","320","310","34030","32000"
"In post","2022","Unknown","SEO/HEO","Male","280","270","35070","33300"
"In post","2022","Unknown","Unknown","Female","210","200","32530","30780"
"In post","2022","Unknown","Unknown","Male","1680","1670","37530","33600"
"In post","2022","Wakefield","AA/AO","Female","360","320","24430","23140"
"In post","2022","Wakefield","AA/AO","Male","370","350","26650","26610"
"In post","2022","Wakefield","EO","Female","280","250","28590","27570"
"In post","2022","Wakefield","EO","Male","230","220","30950","32040"
"In post","2022","Wakefield","G6/G7","Female","30","30","[c]","[c]"
"In post","2022","Wakefield","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wakefield","SEO/HEO","Female","170","160","36860","36480"
"In post","2022","Wakefield","SEO/HEO","Male","160","150","40470","38180"
"In post","2022","Wakefield","Unknown","Female","140","130","30220","28200"
"In post","2022","Wakefield","Unknown","Male","40","40","[c]","[c]"
"In post","2022","Walsall","AA/AO","Female","190","150","21010","21260"
"In post","2022","Walsall","AA/AO","Male","90","80","20970","21260"
"In post","2022","Walsall","EO","Female","180","150","27280","27570"
"In post","2022","Walsall","EO","Male","80","80","27430","27570"
"In post","2022","Walsall","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Unknown","Female","70","60","29100","28200"
"In post","2022","Walsall","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","AA/AO","Female","310","280","28250","26930"
"In post","2022","Wandsworth","AA/AO","Male","320","310","30920","31850"
"In post","2022","Wandsworth","EO","Female","110","110","32030","31060"
"In post","2022","Wandsworth","EO","Male","100","90","33690","31530"
"In post","2022","Wandsworth","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","SEO/HEO","Female","50","50","42050","40200"
"In post","2022","Wandsworth","SEO/HEO","Male","50","40","[c]","[c]"
"In post","2022","Wandsworth","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Wandsworth","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","AA/AO","Female","420","360","22520","21260"
"In post","2022","Warrington","AA/AO","Male","310","290","25500","24730"
"In post","2022","Warrington","EO","Female","500","480","30260","30480"
"In post","2022","Warrington","EO","Male","400","390","32000","32770"
"In post","2022","Warrington","G6/G7","Female","90","90","56400","55740"
"In post","2022","Warrington","G6/G7","Male","100","90","57330","54860"
"In post","2022","Warrington","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","SEO/HEO","Female","360","340","38410","36970"
"In post","2022","Warrington","SEO/HEO","Male","400","390","40900","40210"
"In post","2022","Warrington","Unknown","Female","60","50","29630","29540"
"In post","2022","Warrington","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","AA/AO","Female","260","210","21000","21260"
"In post","2022","Warwickshire CC","AA/AO","Male","170","160","21730","21260"
"In post","2022","Warwickshire CC","EO","Female","250","220","26700","27570"
"In post","2022","Warwickshire CC","EO","Male","210","200","25320","26750"
"In post","2022","Warwickshire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","SEO/HEO","Female","140","130","36830","34860"
"In post","2022","Warwickshire CC","SEO/HEO","Male","120","110","35690","34190"
"In post","2022","Warwickshire CC","Unknown","Female","120","110","27960","25560"
"In post","2022","Warwickshire CC","Unknown","Male","40","40","[c]","[c]"
"In post","2022","West Cumbria","AA/AO","Female","380","320","21750","21300"
"In post","2022","West Cumbria","AA/AO","Male","230","220","23870","21300"
"In post","2022","West Cumbria","EO","Female","190","170","26580","26350"
"In post","2022","West Cumbria","EO","Male","90","90","28130","27380"
"In post","2022","West Cumbria","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","SEO/HEO","Female","80","80","33440","31990"
"In post","2022","West Cumbria","SEO/HEO","Male","70","70","36340","35900"
"In post","2022","West Cumbria","Unknown","Female","90","80","33380","31500"
"In post","2022","West Cumbria","Unknown","Male","130","130","43640","41920"
"In post","2022","West Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","AA/AO","Male","50","40","[c]","[c]"
"In post","2022","West Essex","EO","Female","190","160","28010","27370"
"In post","2022","West Essex","EO","Male","200","170","28330","27370"
"In post","2022","West Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","SEO/HEO","Female","90","80","35180","33900"
"In post","2022","West Essex","SEO/HEO","Male","70","70","33680","30980"
"In post","2022","West Essex","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","AA/AO","Male","30","30","[c]","[c]"
"In post","2022","West Kent","EO","Female","40","40","[c]","[c]"
"In post","2022","West Kent","EO","Male","50","50","29530","29290"
"In post","2022","West Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","G6/G7","Male","60","50","51960","47920"
"In post","2022","West Kent","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2022","West Kent","SEO/HEO","Male","70","60","37380","38070"
"In post","2022","West Kent","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","AA/AO","Female","90","80","22580","21920"
"In post","2022","West Lothian","AA/AO","Male","50","50","24320","23630"
"In post","2022","West Lothian","EO","Female","90","80","27890","27570"
"In post","2022","West Lothian","EO","Male","60","60","29230","27570"
"In post","2022","West Lothian","G6/G7","Female","40","40","[c]","[c]"
