"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Home Office (incl. agencies)","110","100","25620","25310"
"In post","2021","Counter Fraud","Female","Insolvency Service","110","100","38790","39170"
"In post","2021","Counter Fraud","Female","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Serious Fraud Office","110","110","42550","35480"
"In post","2021","Counter Fraud","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Home Office (incl. agencies)","70","60","29190","25580"
"In post","2021","Counter Fraud","Male","Insolvency Service","150","150","39530","38510"
"In post","2021","Counter Fraud","Male","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Serious Fraud Office","170","170","47030","41140"
"In post","2021","Digital, Data and Technology","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Companies House","80","70","36690","36440"
"In post","2021","Digital, Data and Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Crown Prosecution Service","60","60","39230","38180"
"In post","2021","Digital, Data and Technology","Female","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Defence Equipment and Support","100","90","36080","33200"
"In post","2021","Digital, Data and Technology","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Department for Education (excl. agencies)","260","240","41960","39090"
"In post","2021","Digital, Data and Technology","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","280","260","42320","39810"
"In post","2021","Digital, Data and Technology","Female","Department for International Trade","60","60","44730","43000"
"In post","2021","Digital, Data and Technology","Female","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Department of Health and Social Care (excl. agencies)","90","90","42970","36820"
"In post","2021","Digital, Data and Technology","Female","Driver and Vehicle Licensing Agency","200","190","34730","32100"
"In post","2021","Digital, Data and Technology","Female","Driver and Vehicle Standards Agency","60","60","35330","32180"
"In post","2021","Digital, Data and Technology","Female","Education and Skills Funding Agency","140","130","37240","36500"
"In post","2021","Digital, Data and Technology","Female","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","FCDO Services","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Foreign, Commonwealth and Development Office (excl. agencies)","60","60","40370","39630"
"In post","2021","Digital, Data and Technology","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","HM Courts and Tribunals Service","50","50","36070","31210"
"In post","2021","Digital, Data and Technology","Female","HM Land Registry","240","210","37460","38450"
"In post","2021","Digital, Data and Technology","Female","HM Revenue and Customs (excl. agencies)","700","660","40000","38630"
"In post","2021","Digital, Data and Technology","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Home Office (incl. agencies)","380","370","48730","44970"
"In post","2021","Digital, Data and Technology","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Maritime and Coastguard Agency","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Met Office","90","80","35140","33860"
"In post","2021","Digital, Data and Technology","Female","Ministry of Defence (excl. agencies)","280","260","30370","26930"
"In post","2021","Digital, Data and Technology","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Ministry of Justice (excl. agencies)","330","320","46450","43960"
"In post","2021","Digital, Data and Technology","Female","National Crime Agency","110","100","38090","36740"
"In post","2021","Digital, Data and Technology","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","The National Archives","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","UK Hydrographic Office","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","UK Intellectual Property Office","60","60","44290","39540"
"In post","2021","Digital, Data and Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","United Kingdom Statistics Authority","200","200","40370","36310"
"In post","2021","Digital, Data and Technology","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Welsh Government (excl. agencies)","60","60","40330","37410"
"In post","2021","Digital, Data and Technology","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Companies House","180","180","39770","38000"
"In post","2021","Digital, Data and Technology","Male","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Crown Commercial Service","80","70","40390","35470"
"In post","2021","Digital, Data and Technology","Male","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Crown Prosecution Service","60","60","40430","38180"
"In post","2021","Digital, Data and Technology","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Defence Equipment and Support","270","270","42830","42950"
"In post","2021","Digital, Data and Technology","Male","Defence Science and Technology Laboratory","100","100","46270","46080"
"In post","2021","Digital, Data and Technology","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","70","46500","40220"
