"Status","Year","Organisation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Suffolk","220","200","31780","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Dorset CC","70","70","34900","29750"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Suffolk","250","240","37130","32770"
"In post","2021","Charity Commission","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Sefton","180","160","32560","29160"
"In post","2021","Charity Commission","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Westminster","50","50","[c]","[c]"
"In post","2021","Charity Commission","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Sefton","130","130","33070","29160"
"In post","2021","Charity Commission","Male","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Cardiff and Vale of Glamorgan","570","490","29340","24500"
"In post","2021","Companies House","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Cardiff and Vale of Glamorgan","460","450","33330","30720"
"In post","2021","Companies House","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Tower Hamlets","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","Male","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Tower Hamlets","390","380","62910","59170"
"In post","2021","Criminal Injuries Compensation Authority","Female","Glasgow City","160","140","26500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Male","Glasgow City","140","140","25680","22860"
"In post","2021","Crown Commercial Service","Female","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Liverpool","230","220","36320","34800"
"In post","2021","Crown Commercial Service","Female","Monmouthshire and Newport","50","50","33860","31680"
"In post","2021","Crown Commercial Service","Female","Norwich and East Norfolk","80","70","34840","34800"
"In post","2021","Crown Commercial Service","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Liverpool","180","170","40710","35040"
"In post","2021","Crown Commercial Service","Male","Monmouthshire and Newport","60","60","33490","31300"
"In post","2021","Crown Commercial Service","Male","Norwich and East Norfolk","90","90","35180","32640"
"In post","2021","Crown Commercial Service","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Aberdeen City and Aberdeenshire","80","70","32540","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Angus and Dundee City","70","60","33900","30380"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","City of Edinburgh","320","300","37630","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Clackmannanshire and Fife","60","60","32270","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Dumfries and Galloway","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","50","24650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Falkirk","50","50","34850","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Glasgow City","380","350","35690","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Inverclyde, East Renfrewshire and Renfrewshire","80","70","36500","31300"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","North Lanarkshire","60","50","40180","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","South Lanarkshire","110","100","36320","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","City of Edinburgh","160","160","40020","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Glasgow City","190","180","35460","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","South Lanarkshire","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Berkshire","100","90","41740","36240"
"In post","2021","Crown Prosecution Service","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Birmingham","330","300","38170","32290"
"In post","2021","Crown Prosecution Service","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Brighton and Hove","80","70","41200","32020"
"In post","2021","Crown Prosecution Service","Female","Bristol, City of","90","90","38230","30930"
"In post","2021","Crown Prosecution Service","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Cardiff and Vale of Glamorgan","140","130","38430","38000"
"In post","2021","Crown Prosecution Service","Female","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Devon CC","50","50","38720","36240"
"In post","2021","Crown Prosecution Service","Female","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","East Kent","80","70","37110","30110"
"In post","2021","Crown Prosecution Service","Female","Flintshire and Wrexham","50","50","39110","34480"
"In post","2021","Crown Prosecution Service","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Heart of Essex","130","120","40170","34140"
"In post","2021","Crown Prosecution Service","Female","Hertfordshire","120","100","38990","30110"
"In post","2021","Crown Prosecution Service","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Kingston upon Hull, City of","50","50","37270","28430"
"In post","2021","Crown Prosecution Service","Female","Leeds","230","210","38350","34480"
"In post","2021","Crown Prosecution Service","Female","Leicester","100","90","37020","33310"
"In post","2021","Crown Prosecution Service","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Liverpool","240","220","35850","28430"
"In post","2021","Crown Prosecution Service","Female","Manchester","240","210","39260","33310"
"In post","2021","Crown Prosecution Service","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Mid Lancashire","110","100","38190","32890"
"In post","2021","Crown Prosecution Service","Female","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Norwich and East Norfolk","50","40","31690","26960"
"In post","2021","Crown Prosecution Service","Female","Nottingham","180","160","36680","28430"
"In post","2021","Crown Prosecution Service","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Portsmouth","70","70","36650","30110"
"In post","2021","Crown Prosecution Service","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Sheffield","100","80","34320","28430"
"In post","2021","Crown Prosecution Service","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","South Hampshire","100","90","46040","45530"
"In post","2021","Crown Prosecution Service","Female","South Teesside","70","60","36990","28430"
"In post","2021","Crown Prosecution Service","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Stoke-on-Trent","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Swansea","50","50","39220","33310"
"In post","2021","Crown Prosecution Service","Female","Tyneside","160","140","36090","28430"
"In post","2021","Crown Prosecution Service","Female","Wakefield","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","West Surrey","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","Westminster","1020","940","44120","40000"
"In post","2021","Crown Prosecution Service","Female","Wiltshire","[c]","[c]","[c]","[c]"
