"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon CC","Heterosexual / straight","170","160","32090","27910"
"Leaver CS","2022","Male","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Devon CC","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Male","Devon CC","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Male","Dorset","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2022","Male","Dorset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dorset","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Dudley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dudley","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Durham","Heterosexual / straight","100","90","[c]","[c]"
"Leaver CS","2022","Male","Durham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Durham","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Ealing","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ealing","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Cumbria","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","80","80","34830","38540"
"Leaver CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Kent","Heterosexual / straight","80","70","28780","25020"
"Leaver CS","2022","Male","East Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Riding of Yorkshire","Heterosexual / straight","110","110","[c]","[c]"
"Leaver CS","2022","Male","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Sussex CC","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2022","Male","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Enfield","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Haven Gateway","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Falkirk","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Flintshire and Wrexham","Heterosexual / straight","110","110","[c]","[c]"
"Leaver CS","2022","Male","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Flintshire and Wrexham","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Glasgow City","Heterosexual / straight","200","180","32140","27570"
"Leaver CS","2022","Male","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Glasgow City","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Glasgow City","Unknown","140","120","35270","30950"
"Leaver CS","2022","Male","Gloucestershire CC","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North West","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South West","Heterosexual / straight","70","60","34130","27570"
"Leaver CS","2022","Male","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Greater Manchester South West","Unknown","170","150","[c]","[c]"
"Leaver CS","2022","Male","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hackney and Newham","Unknown","120","110","[c]","[c]"
"Leaver CS","2022","Male","Haringey and Islington","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Haringey and Islington","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Harrow and Hillingdon","Heterosexual / straight","90","70","32000","31060"
"Leaver CS","2022","Male","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hartlepool and Stockton-on-Tees","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heart of Essex","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, County of","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hertfordshire CC","Heterosexual / straight","110","110","34110","31860"
"Leaver CS","2022","Male","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hounslow and Richmond upon Thames","Heterosexual / straight","70","60","29890","29250"
"Leaver CS","2022","Male","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Hounslow and Richmond upon Thames","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Wight","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Male","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent Thames Gateway","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2022","Male","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kingston upon Hull, City of","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Male","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lambeth","Heterosexual / straight","190","190","47120","40070"
"Leaver CS","2022","Male","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lambeth","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Male","Lambeth","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Lancaster and Wyre","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Male","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Heterosexual / straight","250","220","32760","27570"
"Leaver CS","2022","Male","Leeds","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Undeclared","60","30","[c]","[c]"
"Leaver CS","2022","Male","Leeds","Unknown","230","220","38360","29250"
"Leaver CS","2022","Male","Leicester","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","Male","Leicester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicester","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Heterosexual / straight","100","100","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Heterosexual / straight","60","60","40740","31060"
"Leaver CS","2022","Male","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Heterosexual / straight","120","120","29710","27570"
"Leaver CS","2022","Male","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
