"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","South Yorkshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Legal","Southern Scotland","110","100","21680","22820"
"In post","2021","AA/AO","Legal","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","AA/AO","Legal","Tees Valley and Durham","30","20","[c]","[c]"
"In post","2021","AA/AO","Legal","West Central Scotland","180","160","21480","20850"
"In post","2021","AA/AO","Legal","West Midlands","130","110","21610","21950"
"In post","2021","AA/AO","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Legal","West Yorkshire","90","80","21650","21950"
"In post","2021","AA/AO","No function","Bedfordshire and Hertfordshire","760","710","25670","25720"
"In post","2021","AA/AO","No function","Berkshire, Buckinghamshire and Oxfordshire","1770","1680","26260","25400"
"In post","2021","AA/AO","No function","Cheshire","780","730","24420","23240"
"In post","2021","AA/AO","No function","Cornwall and Isles of Scilly","80","70","20930","20260"
"In post","2021","AA/AO","No function","Cumbria","300","270","22490","21050"
"In post","2021","AA/AO","No function","Derbyshire and Nottinghamshire","2450","2250","22650","21440"
"In post","2021","AA/AO","No function","Devon","1180","1080","23400","22350"
"In post","2021","AA/AO","No function","Dorset and Somerset","980","910","23750","22350"
"In post","2021","AA/AO","No function","East Anglia","2860","2670","24860","23240"
"In post","2021","AA/AO","No function","East Wales","3450","3130","21530","20600"
"In post","2021","AA/AO","No function","East Yorkshire and Northern Lincolnshire","1440","1330","25020","24440"
"In post","2021","AA/AO","No function","Eastern Scotland","1820","1700","22350","21490"
"In post","2021","AA/AO","No function","Essex","540","490","24080","21440"
"In post","2021","AA/AO","No function","Gloucestershire, Wiltshire and Bath/Bristol area","1950","1810","22320","21270"
"In post","2021","AA/AO","No function","Greater Manchester","3230","2960","21670","20600"
"In post","2021","AA/AO","No function","Hampshire and Isle of Wight","2610","2080","21940","20140"
"In post","2021","AA/AO","No function","Herefordshire, Worcestershire and Warwickshire","1000","960","24120","22850"
"In post","2021","AA/AO","No function","Highlands and Islands","110","100","23540","22220"
"In post","2021","AA/AO","No function","Inner London - East","1530","1440","27150","25450"
"In post","2021","AA/AO","No function","Inner London - West","2600","2480","26060","24370"
"In post","2021","AA/AO","No function","Kent","1840","1740","26210","27610"
"In post","2021","AA/AO","No function","Lancashire","2680","2380","23170","21440"
"In post","2021","AA/AO","No function","Leicestershire, Rutland and Northamptonshire","1970","1790","22420","21440"
"In post","2021","AA/AO","No function","Lincolnshire","580","540","24370","24120"
"In post","2021","AA/AO","No function","Merseyside","2770","2450","21380","20640"
"In post","2021","AA/AO","No function","North Eastern Scotland","200","190","22820","21590"
"In post","2021","AA/AO","No function","North Yorkshire","230","200","22050","21050"
"In post","2021","AA/AO","No function","Northern Ireland","710","640","20550","20140"
"In post","2021","AA/AO","No function","Northumberland and Tyne and Wear","4420","3590","20610","20140"
"In post","2021","AA/AO","No function","Outer London - East and North East","930","880","27730","27240"
"In post","2021","AA/AO","No function","Outer London - South","660","610","23000","22910"
"In post","2021","AA/AO","No function","Outer London - West and North West","1060","980","26420","24340"
"In post","2021","AA/AO","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Shropshire and Staffordshire","2310","2150","23360","22350"
"In post","2021","AA/AO","No function","South Yorkshire","1050","960","23730","22850"
"In post","2021","AA/AO","No function","Southern Scotland","1150","960","20860","20140"
"In post","2021","AA/AO","No function","Surrey, East and West Sussex","1640","1540","26830","25720"
"In post","2021","AA/AO","No function","Tees Valley and Durham","2720","2490","24400","22850"
"In post","2021","AA/AO","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","West Central Scotland","1510","1390","21640","20810"
"In post","2021","AA/AO","No function","West Midlands","2680","2440","21080","20140"
"In post","2021","AA/AO","No function","West Wales and The Valleys","4890","4180","20880","21590"
"In post","2021","AA/AO","No function","West Yorkshire","3070","2800","22790","20880"
"In post","2021","AA/AO","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","East Wales","70","70","19780","21000"
"In post","2021","AA/AO","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Highlands and Islands","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Inner London - West","60","60","25180","25430"
"In post","2021","AA/AO","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Lancashire","30","30","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Southern Scotland","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Berkshire, Buckinghamshire and Oxfordshire","60","60","18940","18240"
"In post","2021","AA/AO","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","AA/AO","Property","Devon","260","230","20640","21100"
"In post","2021","AA/AO","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","East Anglia","70","60","19470","19560"
"In post","2021","AA/AO","Property","East Wales","80","80","20390","20880"
"In post","2021","AA/AO","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Eastern Scotland","220","210","24160","24130"
"In post","2021","AA/AO","Property","Essex","50","40","[c]","[c]"
"In post","2021","AA/AO","Property","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","AA/AO","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Hampshire and Isle of Wight","80","80","19470","19850"
"In post","2021","AA/AO","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Highlands and Islands","180","170","25130","25140"
"In post","2021","AA/AO","Property","Inner London - East","50","40","[c]","[c]"
"In post","2021","AA/AO","Property","Inner London - West","40","40","[c]","[c]"
"In post","2021","AA/AO","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Leicestershire, Rutland and Northamptonshire","70","70","18960","18760"
"In post","2021","AA/AO","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","North Eastern Scotland","50","50","26060","26530"
"In post","2021","AA/AO","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Northern Ireland","50","50","[c]","[c]"
"In post","2021","AA/AO","Property","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"In post","2021","AA/AO","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Southern Scotland","120","110","25070","26200"
"In post","2021","AA/AO","Property","Surrey, East and West Sussex","40","30","[c]","[c]"
"In post","2021","AA/AO","Property","Tees Valley and Durham","190","180","20700","20880"
"In post","2021","AA/AO","Property","West Central Scotland","110","110","22920","21580"
"In post","2021","AA/AO","Property","West Midlands","40","40","[c]","[c]"
"In post","2021","AA/AO","Property","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","AA/AO","Property","West Yorkshire","120","110","20700","21100"
"In post","2021","AA/AO","Security","Bedfordshire and Hertfordshire","60","60","21490","22650"
"In post","2021","AA/AO","Security","Berkshire, Buckinghamshire and Oxfordshire","710","710","30170","27680"
"In post","2021","AA/AO","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","AA/AO","Security","Cumbria","80","80","26380","23540"
"In post","2021","AA/AO","Security","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"In post","2021","AA/AO","Security","Devon","290","280","27230","21580"
"In post","2021","AA/AO","Security","Dorset and Somerset","100","90","20740","19560"
"In post","2021","AA/AO","Security","East Anglia","170","170","26850","20920"
"In post","2021","AA/AO","Security","East Wales","90","90","20200","19560"
"In post","2021","AA/AO","Security","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Security","Eastern Scotland","70","70","23960","20060"
"In post","2021","AA/AO","Security","Essex","120","120","31030","29890"
"In post","2021","AA/AO","Security","Gloucestershire, Wiltshire and Bath/Bristol area","360","350","26070","20060"
"In post","2021","AA/AO","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Hampshire and Isle of Wight","530","520","26610","20920"
"In post","2021","AA/AO","Security","Herefordshire, Worcestershire and Warwickshire","120","110","29300","26210"
"In post","2021","AA/AO","Security","Highlands and Islands","40","40","[c]","[c]"
"In post","2021","AA/AO","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Inner London - West","250","250","28340","25390"
"In post","2021","AA/AO","Security","Kent","50","50","29420","20920"
"In post","2021","AA/AO","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Lincolnshire","50","50","[c]","[c]"
"In post","2021","AA/AO","Security","Merseyside","40","40","[c]","[c]"
"In post","2021","AA/AO","Security","North Eastern Scotland","80","80","39720","44070"
"In post","2021","AA/AO","Security","North Yorkshire","420","400","25650","20920"
"In post","2021","AA/AO","Security","Northern Ireland","370","360","20710","20310"
"In post","2021","AA/AO","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","AA/AO","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Shropshire and Staffordshire","90","90","23070","19560"
"In post","2021","AA/AO","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Southern Scotland","50","50","24550","19560"
"In post","2021","AA/AO","Security","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","AA/AO","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","West Central Scotland","930","900","28550","24610"
"In post","2021","AA/AO","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","West Wales and The Valleys","100","100","23290","25390"
"In post","2021","AA/AO","Unknown","Bedfordshire and Hertfordshire","350","320","22700","22430"
"In post","2021","AA/AO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","810","760","21470","21130"
"In post","2021","AA/AO","Unknown","Cheshire","370","320","20810","21010"
"In post","2021","AA/AO","Unknown","Cornwall and Isles of Scilly","540","490","20850","21010"
"In post","2021","AA/AO","Unknown","Cumbria","70","60","20840","21010"
"In post","2021","AA/AO","Unknown","Derbyshire and Nottinghamshire","830","710","20840","21010"
"In post","2021","AA/AO","Unknown","Devon","1180","1000","20690","21010"
"In post","2021","AA/AO","Unknown","Dorset and Somerset","560","510","20720","21010"
"In post","2021","AA/AO","Unknown","East Anglia","1530","1350","20870","21010"
"In post","2021","AA/AO","Unknown","East Wales","1530","1370","21640","21010"
"In post","2021","AA/AO","Unknown","East Yorkshire and Northern Lincolnshire","590","500","20850","21010"
"In post","2021","AA/AO","Unknown","Eastern Scotland","2900","2650","21900","21010"
"In post","2021","AA/AO","Unknown","Essex","720","640","23110","24180"
"In post","2021","AA/AO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1130","1020","21020","21010"
"In post","2021","AA/AO","Unknown","Greater Manchester","2080","1840","20760","21010"
"In post","2021","AA/AO","Unknown","Hampshire and Isle of Wight","1160","1050","20790","21010"
"In post","2021","AA/AO","Unknown","Herefordshire, Worcestershire and Warwickshire","590","520","20770","21010"
