"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Oxfordshire","No function","760","700","31940","30400"
"In post","2021","Declared non-disabled","Oxfordshire","Project Delivery","160","150","37430","34310"
"In post","2021","Declared non-disabled","Oxfordshire","Property","70","70","33420","32910"
"In post","2021","Declared non-disabled","Oxfordshire","Security","90","80","27640","20920"
"In post","2021","Declared non-disabled","Oxfordshire","Unknown","590","560","27720","26670"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","No function","60","60","30950","26780"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Property","110","100","29450","28120"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Perth and Kinross and Stirling","Unknown","240","220","30030","27570"
"In post","2021","Declared non-disabled","Peterborough","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Finance","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","No function","300","270","30000","27130"
"In post","2021","Declared non-disabled","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Peterborough","Unknown","710","620","24870","21430"
"In post","2021","Declared non-disabled","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Digital, Data & Technology","280","270","41230","38450"
"In post","2021","Declared non-disabled","Plymouth","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Plymouth","No function","400","350","30620","27130"
"In post","2021","Declared non-disabled","Plymouth","Project Delivery","210","200","35110","33300"
"In post","2021","Declared non-disabled","Plymouth","Property","230","220","26840","21100"
"In post","2021","Declared non-disabled","Plymouth","Security","170","160","27970","21580"
"In post","2021","Declared non-disabled","Plymouth","Unknown","630","570","29980","27570"
"In post","2021","Declared non-disabled","Portsmouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Portsmouth","Commercial","60","60","33730","33150"
"In post","2021","Declared non-disabled","Portsmouth","Communications","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Portsmouth","Counter Fraud","80","70","33050","31810"
"In post","2021","Declared non-disabled","Portsmouth","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Portsmouth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Portsmouth","Finance","90","80","38040","33300"
"In post","2021","Declared non-disabled","Portsmouth","Human Resources","60","50","32580","26670"
"In post","2021","Declared non-disabled","Portsmouth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Portsmouth","Legal","90","90","42320","38980"
"In post","2021","Declared non-disabled","Portsmouth","No function","510","450","26990","25560"
"In post","2021","Declared non-disabled","Portsmouth","Project Delivery","240","240","39830","40000"
"In post","2021","Declared non-disabled","Portsmouth","Property","80","70","34650","33300"
"In post","2021","Declared non-disabled","Portsmouth","Security","270","260","29790","26670"
"In post","2021","Declared non-disabled","Portsmouth","Unknown","1010","940","29270","27370"
"In post","2021","Declared non-disabled","Powys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Powys","Unknown","320","290","29560","27570"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","No function","140","120","28880","26840"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Redbridge and Waltham Forest","Unknown","620","560","29170","31060"
"In post","2021","Declared non-disabled","Sandwell","No function","60","60","27100","26780"
"In post","2021","Declared non-disabled","Sandwell","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sandwell","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sandwell","Unknown","270","240","27160","27570"
"In post","2021","Declared non-disabled","Scottish Borders","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Borders","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Borders","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Borders","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Borders","Unknown","220","200","30290","27570"
"In post","2021","Declared non-disabled","Sefton","Analysis","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Communications","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Counter Fraud","330","300","33180","31810"
"In post","2021","Declared non-disabled","Sefton","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Digital, Data & Technology","90","90","37870","31810"
"In post","2021","Declared non-disabled","Sefton","Finance","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Human Resources","90","80","36720","32720"
"In post","2021","Declared non-disabled","Sefton","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","No function","1320","1200","31180","25560"
"In post","2021","Declared non-disabled","Sefton","Project Delivery","90","90","37530","37910"
"In post","2021","Declared non-disabled","Sefton","Property","90","80","33620","30160"
"In post","2021","Declared non-disabled","Sefton","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sefton","Unknown","1790","1620","26210","25050"
"In post","2021","Declared non-disabled","Sheffield","Analysis","90","90","45600","45290"
"In post","2021","Declared non-disabled","Sheffield","Commercial","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Digital, Data & Technology","140","140","43840","40630"
"In post","2021","Declared non-disabled","Sheffield","Finance","60","60","42910","42660"
"In post","2021","Declared non-disabled","Sheffield","Human Resources","50","50","40820","37300"
"In post","2021","Declared non-disabled","Sheffield","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Legal","120","100","36840","28430"
"In post","2021","Declared non-disabled","Sheffield","No function","880","810","35900","33600"
"In post","2021","Declared non-disabled","Sheffield","Project Delivery","90","90","42070","40300"
"In post","2021","Declared non-disabled","Sheffield","Property","70","60","42190","40800"
"In post","2021","Declared non-disabled","Sheffield","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Sheffield","Unknown","3530","3220","30920","27570"
"In post","2021","Declared non-disabled","Shetland Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shetland Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","No function","340","320","29120","26750"
"In post","2021","Declared non-disabled","Shropshire CC","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Shropshire CC","Unknown","390","380","28650","27570"
"In post","2021","Declared non-disabled","Solihull","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","Counter Fraud","80","80","30670","26870"
"In post","2021","Declared non-disabled","Solihull","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Solihull","Project Delivery","[c]","[c]","[c]","[c]"
