"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Greater Manchester South East","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South East","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","50","25410","27570"
"Leaver CS","2022","Greater Manchester South West","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","HM Courts and Tribunals Service","Ministry of Justice","50","40","21450","20970"
"Leaver CS","2022","Greater Manchester South West","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","300","270","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Home Office","Home Office","60","50","40780","37450"
"Leaver CS","2022","Greater Manchester South West","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Greater Manchester South West","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwent Valleys","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Gwynedd","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","70","30270","31060"
"Leaver CS","2022","Hackney and Newham","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","250","230","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hackney and Newham","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","50","30700","31060"
"Leaver CS","2022","Haringey and Islington","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","HM Courts and Tribunals Service","Ministry of Justice","60","50","24210","23720"
"Leaver CS","2022","Haringey and Islington","HM Prison and Probation Service","Ministry of Justice","90","90","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Haringey and Islington","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","50","30810","31060"
"Leaver CS","2022","Harrow and Hillingdon","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Home Office","Home Office","140","90","32430","30890"
"Leaver CS","2022","Harrow and Hillingdon","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Harrow and Hillingdon","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","40","25130","21260"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","HM Prison and Probation Service","Ministry of Justice","80","70","[c]","[c]"
"Leaver CS","2022","Hartlepool and Stockton-on-Tees","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","HM Prison and Probation Service","Ministry of Justice","80","80","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Public Health England","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver CS","2022","Heart of Essex","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, County of","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","80","28500","29290"
"Leaver CS","2022","Hertfordshire CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","HM Prison and Probation Service","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","50","50","40600","33090"
"Leaver CS","2022","Hertfordshire CC","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hertfordshire CC","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","HM Prison and Probation Service","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Home Office","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Ministry of Defence (excl. agencies)","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Hounslow and Richmond upon Thames","The National Archives","The National Archives","70","60","31730","28460"
"Leaver CS","2022","Hounslow and Richmond upon Thames","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
