"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Dumfries and Galloway","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dumfries and Galloway","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Tees Valley and Durham","AA/AO","430","430","22160","22010"
"New entrant CS","2022","Durham","Tees Valley and Durham","EO","50","50","26310","27130"
"New entrant CS","2022","Durham","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Durham","Tees Valley and Durham","Unknown","80","80","28060","26070"
"New entrant CS","2022","Ealing","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Outer London - West and North West","EO","30","30","[c]","[c]"
"New entrant CS","2022","Ealing","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ealing","Outer London - West and North West","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Southern Scotland","AA/AO","70","70","21320","21260"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Southern Scotland","EO","70","70","25410","27230"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Ayrshire and North Ayrshire mainland","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Cumbria","AA/AO","60","60","21220","21300"
"New entrant CS","2022","East Cumbria","Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Cumbria","Cumbria","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Derbyshire","Derbyshire and Nottinghamshire","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","AA/AO","180","180","22810","21640"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Kent","AA/AO","250","250","23430","24250"
"New entrant CS","2022","East Kent","Kent","EO","140","130","27350","24920"
"New entrant CS","2022","East Kent","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Kent","Kent","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","East Lancashire","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lancashire","Lancashire","Unknown","60","60","27120","24800"
"New entrant CS","2022","East Lothian and Midlothian","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Lothian and Midlothian","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Merseyside","EO","40","40","[c]","[c]"
"New entrant CS","2022","East Merseyside","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Merseyside","Merseyside","Unknown","100","90","29290","24900"
"New entrant CS","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","AA/AO","190","190","22370","23140"
"New entrant CS","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","EO","30","30","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","AA/AO","130","130","28420","31020"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Surrey","Surrey, East and West Sussex","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Surrey, East and West Sussex","AA/AO","190","190","22620","21260"
"New entrant CS","2022","East Sussex CC","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Sussex CC","Surrey, East and West Sussex","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Enfield","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Enfield","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Enfield","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Enfield","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Enfield","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Haven Gateway","Essex","Unknown","60","60","31550","26310"
"New entrant CS","2022","Essex Thames Gateway","Essex","AA/AO","100","100","24130","24250"
"New entrant CS","2022","Essex Thames Gateway","Essex","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Thames Gateway","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Thames Gateway","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex Thames Gateway","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Falkirk","Eastern Scotland","AA/AO","120","120","21660","21640"
"New entrant CS","2022","Falkirk","Eastern Scotland","EO","30","30","[c]","[c]"
"New entrant CS","2022","Falkirk","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Falkirk","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Fermanagh and Omagh","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","East Wales","AA/AO","200","200","21910","21260"
"New entrant CS","2022","Flintshire and Wrexham","East Wales","EO","40","30","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Flintshire and Wrexham","East Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Glasgow City","West Central Scotland","AA/AO","860","830","21260","21050"
"New entrant CS","2022","Glasgow City","West Central Scotland","EO","720","710","26540","27230"
"New entrant CS","2022","Glasgow City","West Central Scotland","G6/G7","200","200","56350","53480"
"New entrant CS","2022","Glasgow City","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Glasgow City","West Central Scotland","SEO/HEO","730","720","35140","33080"
"New entrant CS","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","EO","50","50","26490","27130"
"New entrant CS","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","80","70","28070","26310"
"New entrant CS","2022","Greater Manchester North East","Greater Manchester","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Greater Manchester North East","Greater Manchester","EO","30","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester North East","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester North East","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester North East","Greater Manchester","Unknown","80","80","26310","24800"
"New entrant CS","2022","Greater Manchester North West","Greater Manchester","AA/AO","130","130","21760","21260"
"New entrant CS","2022","Greater Manchester North West","Greater Manchester","EO","50","40","[c]","[c]"
"New entrant CS","2022","Greater Manchester North West","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester North West","Greater Manchester","Unknown","90","90","28250","27150"
"New entrant CS","2022","Greater Manchester South East","Greater Manchester","AA/AO","50","50","21320","21260"
"New entrant CS","2022","Greater Manchester South East","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester South East","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester South East","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester South East","Greater Manchester","Unknown","50","50","27120","24800"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","AA/AO","590","560","21200","21250"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","EO","340","330","26120","26590"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","G6/G7","90","90","56020","52080"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","SEO/HEO","290","290","33380","33080"
"New entrant CS","2022","Greater Manchester South West","Greater Manchester","Unknown","120","110","26710","23970"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","EO","30","30","[c]","[c]"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwent Valleys","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwynedd","West Wales and The Valleys","AA/AO","60","60","21200","21260"
"New entrant CS","2022","Gwynedd","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwynedd","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwynedd","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gwynedd","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hackney and Newham","Inner London - East","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Hackney and Newham","Inner London - East","EO","270","260","30750","30750"
"New entrant CS","2022","Hackney and Newham","Inner London - East","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Hackney and Newham","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hackney and Newham","Inner London - East","SEO/HEO","190","190","38360","37610"
"New entrant CS","2022","Hackney and Newham","Inner London - East","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Haringey and Islington","Inner London - East","AA/AO","120","120","28290","30520"
"New entrant CS","2022","Haringey and Islington","Inner London - East","EO","70","60","30440","31060"
"New entrant CS","2022","Haringey and Islington","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Haringey and Islington","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Haringey and Islington","Inner London - East","Unknown","120","110","33980","32890"
"New entrant CS","2022","Harrow and Hillingdon","Outer London - West and North West","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Harrow and Hillingdon","Outer London - West and North West","EO","140","130","29530","28650"
"New entrant CS","2022","Harrow and Hillingdon","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Harrow and Hillingdon","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Harrow and Hillingdon","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","AA/AO","90","90","21920","21260"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","EO","50","40","[c]","[c]"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Unknown","110","100","29140","27610"
"New entrant CS","2022","Heart of Essex","Essex","AA/AO","110","110","23060","20970"
"New entrant CS","2022","Heart of Essex","Essex","EO","50","50","[c]","[c]"
"New entrant CS","2022","Heart of Essex","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heart of Essex","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heart of Essex","Essex","Unknown","90","80","26810","24060"
"New entrant CS","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","AA/AO","150","150","24680","24250"
"New entrant CS","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","EO","120","120","29050","29290"
"New entrant CS","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","SEO/HEO","50","50","39080","37000"
"New entrant CS","2022","Hertfordshire CC","Bedfordshire and Hertfordshire","Unknown","90","90","28700","27770"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","AA/AO","190","190","27130","29560"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","EO","140","130","28420","28650"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","SEO/HEO","80","80","36430","34300"
"New entrant CS","2022","Hounslow and Richmond upon Thames","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","AA/AO","50","50","21460","21260"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","EO","50","40","[c]","[c]"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","AA/AO","60","60","21640","21170"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","EO","60","50","27390","27570"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Hampshire and Isle of Wight","AA/AO","90","90","22280","21260"
"New entrant CS","2022","Isle of Wight","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","AA/AO","110","110","29160","30520"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","Kent","AA/AO","130","130","25620","28140"
"New entrant CS","2022","Kent Thames Gateway","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","Kent","Unknown","60","50","28020","25480"
"New entrant CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","AA/AO","130","120","21760","21260"
"New entrant CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Unknown","80","80","28240","26080"
"New entrant CS","2022","Lambeth","Inner London - East","AA/AO","90","90","26580","25110"
"New entrant CS","2022","Lambeth","Inner London - East","EO","230","220","30190","31060"
"New entrant CS","2022","Lambeth","Inner London - East","G6/G7","70","70","59090","55450"
"New entrant CS","2022","Lambeth","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Inner London - East","SEO/HEO","270","260","37120","37640"
"New entrant CS","2022","Lambeth","Inner London - East","Unknown","110","100","45630","36580"
"New entrant CS","2022","Lancaster and Wyre","Lancashire","AA/AO","80","80","21600","21260"
"New entrant CS","2022","Lancaster and Wyre","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","West Yorkshire","AA/AO","620","610","21640","21260"
"New entrant CS","2022","Leeds","West Yorkshire","EO","650","620","26240","26590"
"New entrant CS","2022","Leeds","West Yorkshire","G6/G7","240","230","55120","52080"
"New entrant CS","2022","Leeds","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","West Yorkshire","SEO/HEO","650","580","34020","33080"
"New entrant CS","2022","Leeds","West Yorkshire","Unknown","160","140","27590","24800"
"New entrant CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","AA/AO","250","250","21440","21260"
"New entrant CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","EO","30","30","[c]","[c]"
"New entrant CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","Unknown","140","130","27810","24800"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","AA/AO","230","220","21950","20970"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","EO","30","30","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","EO","90","80","29690","30130"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Inner London - East","Unknown","160","150","34670","33700"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","AA/AO","190","180","21910","21260"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","EO","100","90","26750","27570"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","SEO/HEO","60","60","34770","33000"
"New entrant CS","2022","Lincolnshire CC","Lincolnshire","Unknown","100","90","28760","26310"
"New entrant CS","2022","Lisburn and Castlereagh","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Merseyside","AA/AO","820","790","21200","21250"
"New entrant CS","2022","Liverpool","Merseyside","EO","450","450","26400","26590"
"New entrant CS","2022","Liverpool","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Merseyside","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Merseyside","SEO/HEO","210","210","33510","33080"
"New entrant CS","2022","Liverpool","Merseyside","Unknown","180","170","26530","24800"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Bedfordshire and Hertfordshire","EO","50","50","29380","27570"
"New entrant CS","2022","Luton","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Luton","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Greater Manchester","AA/AO","320","310","21300","21260"
"New entrant CS","2022","Manchester","Greater Manchester","EO","430","420","26680","26590"
"New entrant CS","2022","Manchester","Greater Manchester","G6/G7","140","130","56100","53370"
"New entrant CS","2022","Manchester","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Manchester","Greater Manchester","SEO/HEO","390","390","34280","33080"
"New entrant CS","2022","Manchester","Greater Manchester","Unknown","150","140","27740","23170"
"New entrant CS","2022","Medway","Kent","AA/AO","160","150","26230","27430"
"New entrant CS","2022","Medway","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medway","Kent","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
