"Status","Year","Parent_department","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Transport","Operational Delivery","Declared non-disabled","570","540","23750","21840"
"New entrant CS","2022","Department for Transport","Operational Delivery","Undeclared","50","50","23250","21840"
"New entrant CS","2022","Department for Transport","Operational Delivery","Unknown","610","580","24000","23940"
"New entrant CS","2022","Department for Transport","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Policy","Declared non-disabled","110","110","42530","38650"
"New entrant CS","2022","Department for Transport","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Policy","Unknown","60","60","42130","38650"
"New entrant CS","2022","Department for Transport","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Declared non-disabled","110","110","40590","34710"
"New entrant CS","2022","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","110","110","42210","36850"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Declared disabled","80","70","26420","27570"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Declared non-disabled","500","480","25940","27570"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Counter Fraud","Unknown","60","60","26320","27570"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data and Technology","Declared non-disabled","250","250","41510","38500"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Digital, Data and Technology","Unknown","100","100","37530","33000"
"New entrant CS","2022","Department for Work and Pensions","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Declared non-disabled","70","70","32630","31530"
"New entrant CS","2022","Department for Work and Pensions","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Operational Delivery","Declared disabled","820","800","25280","27570"
"New entrant CS","2022","Department for Work and Pensions","Operational Delivery","Declared non-disabled","5280","5160","25650","27570"
"New entrant CS","2022","Department for Work and Pensions","Operational Delivery","Undeclared","300","290","26170","27570"
"New entrant CS","2022","Department for Work and Pensions","Operational Delivery","Unknown","750","730","25410","25110"
"New entrant CS","2022","Department for Work and Pensions","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other","Declared disabled","90","90","23620","21260"
"New entrant CS","2022","Department for Work and Pensions","Other","Declared non-disabled","490","480","22880","21260"
"New entrant CS","2022","Department for Work and Pensions","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Policy","Declared non-disabled","70","70","35930","36650"
"New entrant CS","2022","Department for Work and Pensions","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Science and Engineering","Declared non-disabled","60","50","27330","26370"
"New entrant CS","2022","Department for Work and Pensions","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Declared disabled","110","100","26860","24250"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Declared non-disabled","510","500","27570","25110"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","Unknown","590","580","25980","27570"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
