"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Health Security Agency","Female","320","290","25690","26710"
"New entrant CS","2022","EO","UK Health Security Agency","Male","120","110","25890","26880"
"New entrant CS","2022","EO","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Statistics Authority","Female","60","50","23910","23880"
"New entrant CS","2022","EO","UK Statistics Authority","Male","60","60","23920","23880"
"New entrant CS","2022","EO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Valuation Office Agency","Female","70","60","25540","25000"
"New entrant CS","2022","EO","Valuation Office Agency","Male","70","70","25830","25000"
"New entrant CS","2022","EO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","EO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Cabinet Office (excl. agencies)","Female","180","180","60250","56520"
"New entrant CS","2022","G6/G7","Cabinet Office (excl. agencies)","Male","210","210","63940","61710"
"New entrant CS","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Crown Prosecution Service","Female","90","90","51620","53050"
"New entrant CS","2022","G6/G7","Crown Prosecution Service","Male","60","60","53550","53050"
"New entrant CS","2022","G6/G7","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Defence Equipment and Support","Male","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Defence Science and Technology Laboratory","Male","60","60","52020","47010"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","50","50","55760","53380"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Male","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Education (excl. agencies)","Female","70","70","53440","49860"
"New entrant CS","2022","G6/G7","Department for Education (excl. agencies)","Male","70","70","54710","49860"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","210","210","52080","52290"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","210","210","52490","52290"
"New entrant CS","2022","G6/G7","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for International Trade","Male","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","60","60","53390","53130"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","50","50","52810","53130"
"New entrant CS","2022","G6/G7","Department for Transport (excl. agencies)","Female","100","100","55700","54110"
"New entrant CS","2022","G6/G7","Department for Transport (excl. agencies)","Male","120","120","56960","54110"
"New entrant CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Female","80","70","54890","53000"
"New entrant CS","2022","G6/G7","Department for Work and Pensions (excl. agencies)","Male","150","150","56810","56000"
"New entrant CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Female","100","70","55150","53360"
"New entrant CS","2022","G6/G7","Department of Health and Social Care (excl. agencies)","Male","60","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Legal Department","Female","90","80","53330","50500"
"New entrant CS","2022","G6/G7","Government Legal Department","Male","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Female","80","80","56390","52080"
"New entrant CS","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Male","110","100","56890","55210"
"New entrant CS","2022","G6/G7","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Home Office","Female","60","60","58630","57430"
"New entrant CS","2022","G6/G7","Home Office","Male","100","100","60710","57470"
"New entrant CS","2022","G6/G7","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Ministry of Defence (excl. agencies)","Female","60","50","63980","63500"
"New entrant CS","2022","G6/G7","Ministry of Defence (excl. agencies)","Male","90","80","62450","57530"
"New entrant CS","2022","G6/G7","Ministry of Justice (excl. agencies)","Female","50","50","56980","55490"
"New entrant CS","2022","G6/G7","Ministry of Justice (excl. agencies)","Male","60","60","57420","56990"
"New entrant CS","2022","G6/G7","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Female","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","Female","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","Male","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
