"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other Cabinet Office Agencies","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","White","EO","90","80","24070","22860"
"In post","2021","Other Cabinet Office Agencies","White","G6/G7","230","220","54300","54700"
"In post","2021","Other Cabinet Office Agencies","White","SCS","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","White","SEO/HEO","360","350","33780","34800"
"In post","2021","Scotland Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Asian","AA/AO","50","40","[c]","[c]"
"In post","2021","Scottish Government","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Asian","SEO/HEO","80","80","39420","38540"
"In post","2021","Scottish Government","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Mixed","SEO/HEO","50","50","38760","37580"
"In post","2021","Scottish Government","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","AA/AO","140","130","24430","25870"
"In post","2021","Scottish Government","Undeclared","EO","270","250","32620","33650"
"In post","2021","Scottish Government","Undeclared","G6/G7","80","70","63770","64060"
"In post","2021","Scottish Government","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","SEO/HEO","180","160","40600","39500"
"In post","2021","Scottish Government","Unknown","AA/AO","2610","2420","22660","22430"
"In post","2021","Scottish Government","Unknown","EO","2010","1890","30670","30080"
"In post","2021","Scottish Government","Unknown","G6/G7","530","510","60620","61010"
"In post","2021","Scottish Government","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","SEO/HEO","1380","1300","38420","38540"
"In post","2021","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","White","AA/AO","3270","3050","23250","22230"
"In post","2021","Scottish Government","White","EO","3150","3010","29790","29190"
"In post","2021","Scottish Government","White","G6/G7","2580","2480","62970","61010"
"In post","2021","Scottish Government","White","SCS","200","200","89280","83230"
"In post","2021","Scottish Government","White","SEO/HEO","5360","5100","39570","38540"
"In post","2021","Scottish Government","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","The National Archives","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","SEO/HEO","60","60","35460","34770"
"In post","2021","The National Archives","White","AA/AO","40","40","[c]","[c]"
"In post","2021","The National Archives","White","EO","50","50","[c]","[c]"
"In post","2021","The National Archives","White","G6/G7","60","60","54420","51990"
"In post","2021","The National Archives","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","SEO/HEO","180","170","35880","34770"
"In post","2021","UK Export Finance","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","SEO/HEO","30","30","[c]","[c]"
"In post","2021","UK Export Finance","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","G6/G7","90","90","68390","67880"
"In post","2021","UK Export Finance","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","SEO/HEO","130","130","42960","42770"
"In post","2021","UK Supreme Court","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","AA/AO","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","SEO/HEO","50","50","33260","32540"
"In post","2021","United Kingdom Statistics Authority","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","SEO/HEO","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","G6/G7","[c]","[c]","[c]","[c]"
