"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Statistics Authority","Unknown","70","50","19820","19860"
"New entrant CS","2022","AA/AO","Welsh Government","Heterosexual / straight","60","50","21990","21300"
"New entrant CS","2022","AA/AO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Attorney General's Departments","Heterosexual / straight","210","210","26860","26950"
"New entrant CS","2022","EO","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office","Heterosexual / straight","180","180","25660","25520"
"New entrant CS","2022","EO","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office","Unknown","70","70","25580","25210"
"New entrant CS","2022","EO","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","230","220","26420","24790"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy","Unknown","80","80","26130","24780"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Heterosexual / straight","70","70","26120","26180"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education","Heterosexual / straight","200","200","25410","25000"
"New entrant CS","2022","EO","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Education","Unknown","70","70","26120","25000"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs","Heterosexual / straight","300","290","25680","24920"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs","Unknown","120","110","25480","25010"
"New entrant CS","2022","EO","Department for International Trade","Heterosexual / straight","60","60","26140","26250"
"New entrant CS","2022","EO","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for International Trade","Unknown","90","80","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities","Heterosexual / straight","90","90","26590","27850"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport","Heterosexual / straight","260","250","26790","26130"
"New entrant CS","2022","EO","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Transport","Unknown","270","260","26580","26130"
"New entrant CS","2022","EO","Department for Work and Pensions","Heterosexual / straight","3710","3620","28230","27570"
"New entrant CS","2022","EO","Department for Work and Pensions","LGBO","360","350","27980","27570"
"New entrant CS","2022","EO","Department for Work and Pensions","Undeclared","220","210","28160","27570"
"New entrant CS","2022","EO","Department for Work and Pensions","Unknown","680","660","28030","27570"
"New entrant CS","2022","EO","Department of Health and Social Care","Heterosexual / straight","410","380","25840","26880"
"New entrant CS","2022","EO","Department of Health and Social Care","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","EO","Department of Health and Social Care","Undeclared","220","140","26020","26880"
"New entrant CS","2022","EO","Department of Health and Social Care","Unknown","90","80","26890","27270"
"New entrant CS","2022","EO","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","Heterosexual / straight","80","80","27630","27130"
"New entrant CS","2022","EO","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Land Registry","Unknown","60","60","27890","27130"
"New entrant CS","2022","EO","HM Revenue and Customs","Heterosexual / straight","1290","1280","26970","26590"
"New entrant CS","2022","EO","HM Revenue and Customs","LGBO","140","140","26930","26590"
"New entrant CS","2022","EO","HM Revenue and Customs","Undeclared","70","70","26940","26590"
"New entrant CS","2022","EO","HM Revenue and Customs","Unknown","920","910","27020","26590"
"New entrant CS","2022","EO","HM Treasury","Heterosexual / straight","50","50","24890","24300"
"New entrant CS","2022","EO","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Home Office","Heterosexual / straight","300","280","26600","24880"
"New entrant CS","2022","EO","Home Office","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","EO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Home Office","Unknown","1140","1050","27450","24880"
"New entrant CS","2022","EO","Ministry of Defence","Heterosexual / straight","700","680","25410","26350"
"New entrant CS","2022","EO","Ministry of Defence","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","EO","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","EO","Ministry of Defence","Unknown","390","380","23790","25660"
"New entrant CS","2022","EO","Ministry of Justice","Heterosexual / straight","330","320","26150","25120"
"New entrant CS","2022","EO","Ministry of Justice","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","EO","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Ministry of Justice","Unknown","230","220","26670","27070"
"New entrant CS","2022","EO","National Crime Agency","Heterosexual / straight","220","220","33230","32770"
"New entrant CS","2022","EO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","26120","25750"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Government","Heterosexual / straight","500","490","27380","27230"
"New entrant CS","2022","EO","Scottish Government","LGBO","80","80","27330","27230"
"New entrant CS","2022","EO","Scottish Government","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","EO","Scottish Government","Unknown","390","380","27420","27230"
"New entrant CS","2022","EO","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Statistics Authority","Heterosexual / straight","90","90","23930","23880"
"New entrant CS","2022","EO","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government","Heterosexual / straight","60","60","26510","25860"
"New entrant CS","2022","EO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Attorney General's Departments","Heterosexual / straight","260","250","52630","50500"
"New entrant CS","2022","G6/G7","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Cabinet Office","Heterosexual / straight","180","170","55530","54700"
"New entrant CS","2022","G6/G7","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Cabinet Office","Unknown","230","220","67730","67880"
"New entrant CS","2022","G6/G7","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","120","120","53650","53380"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Education","Heterosexual / straight","130","120","53470","49860"
"New entrant CS","2022","G6/G7","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Education","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Heterosexual / straight","290","280","52120","51770"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","80","80","53040","52290"
"New entrant CS","2022","G6/G7","Department for International Trade","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Heterosexual / straight","100","100","51470","53130"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Transport","Heterosexual / straight","140","140","55690","54110"
"New entrant CS","2022","G6/G7","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Transport","Unknown","80","70","58020","54110"
"New entrant CS","2022","G6/G7","Department for Work and Pensions","Heterosexual / straight","180","180","56070","55000"
"New entrant CS","2022","G6/G7","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department for Work and Pensions","Unknown","50","50","57310","56060"
"New entrant CS","2022","G6/G7","Department of Health and Social Care","Heterosexual / straight","260","240","56230","52610"
"New entrant CS","2022","G6/G7","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Department of Health and Social Care","Undeclared","130","80","55280","53360"
"New entrant CS","2022","G6/G7","Department of Health and Social Care","Unknown","160","160","56720","53360"
"New entrant CS","2022","G6/G7","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Revenue and Customs","Heterosexual / straight","110","110","56430","54160"
"New entrant CS","2022","G6/G7","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Revenue and Customs","Unknown","70","60","56950","55210"
"New entrant CS","2022","G6/G7","HM Treasury","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Home Office","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Home Office","Unknown","110","110","60720","57430"
"New entrant CS","2022","G6/G7","Ministry of Defence","Heterosexual / straight","170","160","58710","55000"
"New entrant CS","2022","G6/G7","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Ministry of Defence","Unknown","120","110","57980","54000"
"New entrant CS","2022","G6/G7","Ministry of Justice","Heterosexual / straight","90","90","57030","55490"
"New entrant CS","2022","G6/G7","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Ministry of Justice","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","70","70","71130","70500"
"New entrant CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","Heterosexual / straight","70","70","61850","60000"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Scottish Government","Heterosexual / straight","160","160","57560","55980"
"New entrant CS","2022","G6/G7","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Scottish Government","Unknown","140","140","56370","53480"
"New entrant CS","2022","G6/G7","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Statistics Authority","Heterosexual / straight","70","70","52990","50210"
"New entrant CS","2022","G6/G7","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Welsh Government","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
