"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Property","60","50","20300","18760"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","1350","1180","26400","27570"
"In post","2021","Female","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","No function","470","440","27260","24440"
"In post","2021","Female","Lincolnshire","Project Delivery","120","120","32430","30400"
"In post","2021","Female","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lincolnshire","Unknown","720","640","25390","22080"
"In post","2021","Female","Merseyside","Analysis","70","60","39690","38630"
"In post","2021","Female","Merseyside","Commercial","170","170","39660","34800"
"In post","2021","Female","Merseyside","Communications","60","50","39630","35410"
"In post","2021","Female","Merseyside","Counter Fraud","300","270","30990","28130"
"In post","2021","Female","Merseyside","Debt","170","150","23270","21440"
"In post","2021","Female","Merseyside","Digital, Data & Technology","130","120","36730","33300"
"In post","2021","Female","Merseyside","Finance","110","100","34290","28970"
"In post","2021","Female","Merseyside","Human Resources","230","220","33420","30130"
"In post","2021","Female","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merseyside","Legal","280","250","37680","32540"
"In post","2021","Female","Merseyside","No function","3650","3220","27670","23840"
"In post","2021","Female","Merseyside","Project Delivery","350","330","38320","35000"
"In post","2021","Female","Merseyside","Property","90","80","31310","27530"
"In post","2021","Female","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merseyside","Unknown","6050","5220","25690","24890"
"In post","2021","Female","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Legal","80","70","31810","22820"
"In post","2021","Female","North Eastern Scotland","No function","310","290","33790","28410"
"In post","2021","Female","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Eastern Scotland","Unknown","490","440","31780","27570"
"In post","2021","Female","North Yorkshire","Analysis","40","30","[c]","[c]"
"In post","2021","Female","North Yorkshire","Commercial","40","40","[c]","[c]"
"In post","2021","Female","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Digital, Data & Technology","60","60","36960","34680"
"In post","2021","Female","North Yorkshire","Finance","80","70","37730","36520"
"In post","2021","Female","North Yorkshire","Grants Management","60","60","27650","24920"
"In post","2021","Female","North Yorkshire","Human Resources","70","60","38330","33300"
"In post","2021","Female","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire","Legal","150","130","47580","55610"
"In post","2021","Female","North Yorkshire","No function","840","780","35800","31420"
"In post","2021","Female","North Yorkshire","Project Delivery","90","80","34710","33300"
"In post","2021","Female","North Yorkshire","Property","60","60","32790","33300"
"In post","2021","Female","North Yorkshire","Security","270","250","28410","26670"
"In post","2021","Female","North Yorkshire","Unknown","680","620","27500","26670"
"In post","2021","Female","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Counter Fraud","190","170","30810","28130"
"In post","2021","Female","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","No function","910","810","28360","25560"
"In post","2021","Female","Northern Ireland","Project Delivery","30","30","[c]","[c]"
"In post","2021","Female","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Security","30","30","[c]","[c]"
"In post","2021","Female","Northern Ireland","Unknown","470","420","25740","22330"
"In post","2021","Female","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Communications","780","710","27920","25560"
"In post","2021","Female","Northumberland and Tyne and Wear","Counter Fraud","260","240","31380","31810"
"In post","2021","Female","Northumberland and Tyne and Wear","Debt","320","280","21310","20140"
"In post","2021","Female","Northumberland and Tyne and Wear","Digital, Data & Technology","260","240","39410","35290"
"In post","2021","Female","Northumberland and Tyne and Wear","Finance","170","160","33600","31810"
"In post","2021","Female","Northumberland and Tyne and Wear","Grants Management","150","130","25750","22980"
"In post","2021","Female","Northumberland and Tyne and Wear","Human Resources","350","320","27740","25550"
"In post","2021","Female","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Legal","210","180","35830","30610"
"In post","2021","Female","Northumberland and Tyne and Wear","No function","4780","3890","24800","21440"
"In post","2021","Female","Northumberland and Tyne and Wear","Project Delivery","590","540","38610","38630"
"In post","2021","Female","Northumberland and Tyne and Wear","Property","110","100","31070","30000"
"In post","2021","Female","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland and Tyne and Wear","Unknown","4630","3940","26820","27570"
"In post","2021","Female","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","No function","870","810","29240","27050"
"In post","2021","Female","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - East and North East","Unknown","1340","1200","30110","31060"
"In post","2021","Female","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - South","Commercial","70","70","46880","45070"
"In post","2021","Female","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - South","Counter Fraud","270","250","36090","32520"
"In post","2021","Female","Outer London - South","Debt","160","140","26640","25180"
"In post","2021","Female","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - South","Finance","60","60","43340","36160"
"In post","2021","Female","Outer London - South","Human Resources","60","60","48820","50230"
"In post","2021","Female","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - South","Legal","120","110","43180","38010"
"In post","2021","Female","Outer London - South","No function","1440","1340","33220","30600"
"In post","2021","Female","Outer London - South","Project Delivery","100","100","53260","59160"
"In post","2021","Female","Outer London - South","Property","110","100","37120","34810"
"In post","2021","Female","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - South","Unknown","3610","3320","35920","31060"
"In post","2021","Female","Outer London - West and North West","Commercial","40","40","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Communications","50","50","28950","27220"
"In post","2021","Female","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Digital, Data & Technology","50","50","38580","36800"
"In post","2021","Female","Outer London - West and North West","Finance","30","30","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Human Resources","40","30","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Legal","50","40","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","No function","1780","1660","34790","31840"
"In post","2021","Female","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Property","80","70","34270","30000"
"In post","2021","Female","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Outer London - West and North West","Unknown","2770","2490","31030","31060"
"In post","2021","Female","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","No function","690","680","50960","52370"
"In post","2021","Female","Overseas","Project Delivery","300","300","56050","55620"
"In post","2021","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Security","30","30","[c]","[c]"
"In post","2021","Female","Overseas","Unknown","400","400","42780","41600"
"In post","2021","Female","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Commercial","110","100","36000","33300"
"In post","2021","Female","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Female","Shropshire and Staffordshire","Digital, Data & Technology","190","180","38020","35000"
"In post","2021","Female","Shropshire and Staffordshire","Finance","100","90","39950","38630"
