"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","20-29","110","100","25760","24890"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","30-39","90","80","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","40-49","80","80","35670","31740"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","50-59","50","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","20-29","140","130","26000","25000"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","30-39","130","130","31030","27570"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","40-49","120","120","37280","31720"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","50-59","80","70","42410","35310"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","East Anglia","20-29","80","80","25730","25010"
"Leaver Dept.","2022","East of England","East Anglia","30-39","100","100","32870","30760"
"Leaver Dept.","2022","East of England","East Anglia","40-49","120","100","40040","33630"
"Leaver Dept.","2022","East of England","East Anglia","50-59","100","100","47370","38060"
"Leaver Dept.","2022","East of England","East Anglia","60-64","40","30","[c]","[c]"
"Leaver Dept.","2022","East of England","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - East","20-29","610","600","32530","32310"
"Leaver Dept.","2022","London","Inner London - East","30-39","680","650","43120","40070"
"Leaver Dept.","2022","London","Inner London - East","40-49","580","530","50440","50420"
"Leaver Dept.","2022","London","Inner London - East","50-59","450","410","55280","50420"
"Leaver Dept.","2022","London","Inner London - East","60-64","90","70","60420","53500"
"Leaver Dept.","2022","London","Inner London - East","65+","40","30","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - West","20-29","2550","2190","36030","33640"
"Leaver Dept.","2022","London","Inner London - West","30-39","1930","1600","47430","45200"
"Leaver Dept.","2022","London","Inner London - West","40-49","970","750","56050","54700"
"Leaver Dept.","2022","London","Inner London - West","50-59","530","390","55720","53600"
"Leaver Dept.","2022","London","Inner London - West","60-64","50","30","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","20-29","110","110","32850","31060"
"Leaver Dept.","2022","London","Outer London - South","30-39","100","100","37260","32000"
"Leaver Dept.","2022","London","Outer London - South","40-49","80","80","42460","38900"
"Leaver Dept.","2022","London","Outer London - South","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - South","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - West and North West","20-29","320","300","29600","27620"
"Leaver Dept.","2022","London","Outer London - West and North West","30-39","300","280","38480","35250"
"Leaver Dept.","2022","London","Outer London - West and North West","40-49","310","290","48100","42550"
"Leaver Dept.","2022","London","Outer London - West and North West","50-59","250","230","45780","40980"
"Leaver Dept.","2022","London","Outer London - West and North West","60-64","80","70","51050","34550"
"Leaver Dept.","2022","London","Outer London - West and North West","65+","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","20-29","190","190","25580","24880"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","30-39","230","210","30780","27570"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","40-49","210","200","34490","27570"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","50-59","130","120","37680","28820"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","20-29","60","60","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","30-39","70","60","28540","27570"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","40-49","50","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","20-29","300","290","25810","24880"
"Leaver Dept.","2022","North West (England)","Greater Manchester","30-39","280","270","31830","27570"
"Leaver Dept.","2022","North West (England)","Greater Manchester","40-49","230","220","36930","31420"
"Leaver Dept.","2022","North West (England)","Greater Manchester","50-59","160","150","38940","32740"
"Leaver Dept.","2022","North West (England)","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","30-39","60","60","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","40-49","80","70","37190","32210"
"Leaver Dept.","2022","North West (England)","Lancashire","50-59","60","60","36990","33300"
"Leaver Dept.","2022","North West (England)","Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Merseyside","20-29","180","170","25350","24890"
"Leaver Dept.","2022","North West (England)","Merseyside","30-39","200","200","28530","25520"
"Leaver Dept.","2022","North West (England)","Merseyside","40-49","160","150","34570","29160"
"Leaver Dept.","2022","North West (England)","Merseyside","50-59","120","110","35900","27570"
"Leaver Dept.","2022","North West (England)","Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Merseyside","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","20-29","120","110","26200","26470"
"Leaver Dept.","2022","Scotland","Eastern Scotland","30-39","150","140","28110","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","40-49","130","120","32140","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","50-59","80","70","32840","27570"
"Leaver Dept.","2022","Scotland","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","20-29","150","150","25700","24890"
"Leaver Dept.","2022","Scotland","West Central Scotland","30-39","180","180","28980","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","40-49","130","120","30040","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","50-59","110","100","30940","27570"
"Leaver Dept.","2022","Scotland","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20-29","70","70","29110","27570"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30-39","100","90","39770","38200"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40-49","120","110","44940","42380"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50-59","110","100","45450","40560"
"Leaver Dept.","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
