"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Valuation Office Agency","70","60","26180","24500"
"Leaver CS","2021","20-29","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Defence Equipment and Support","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Defence Science and Technology Laboratory","80","80","20840","17180"
"Leaver CS","2021","20-29","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Public Health England","90","90","23820","23370"
"Leaver CS","2021","20-29","Science and Engineering","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Ministry of Defence (excl. agencies)","50","50","26180","25680"
"Leaver CS","2021","20-29","Social Research","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Social Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Cabinet Office (excl. agencies)","140","140","29000","26000"
"Leaver CS","2021","20-29","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Department for Work and Pensions (excl. agencies)","660","640","24870","21010"
"Leaver CS","2021","20-29","Unknown","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","HM Revenue and Customs (excl. agencies)","520","490","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Home Office (incl. agencies)","130","120","24960","21770"
"Leaver CS","2021","20-29","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scottish Government (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
