"Status","Year","Sexual_orientation","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Other ethnicity","Birmingham","80","80","31210","26820"
"In post","2022","Heterosexual / straight","Other ethnicity","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Cardiff and Vale of Glamorgan","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Croydon","70","70","35280","31020"
"In post","2022","Heterosexual / straight","Other ethnicity","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Hackney and Newham","60","60","41600","37610"
"In post","2022","Heterosexual / straight","Other ethnicity","Haringey and Islington","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Harrow and Hillingdon","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lambeth","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Leeds","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Manchester","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Tower Hamlets","50","50","45980","40600"
"In post","2022","Heterosexual / straight","Other ethnicity","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
