"Status","Year","Parent_department","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Transport","Driver and Vehicle Standards Agency","Male","70","70","31550","27570"
"Leaver Dept.","2022","Department for Transport","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Maritime and Coastguard Agency","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Female","1820","1740","29360","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Male","1230","1220","30390","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Health and Safety Executive","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Health and Safety Executive","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Female","750","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Male","560","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Public Health England","Female","4400","3970","41040","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Public Health England","Male","2100","1980","47110","40080"
"Leaver Dept.","2022","Department of Health and Social Care","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Female","230","70","41250","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Male","190","40","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Female","710","680","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Male","630","620","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Valuation Office Agency","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","HM Treasury (excl. agencies)","Female","100","100","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","HM Treasury (excl. agencies)","Male","90","90","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Home Office","Female","740","700","35410","28850"
"Leaver Dept.","2022","Home Office","Home Office","Male","660","660","35710","29610"
"Leaver Dept.","2022","Ministry of Defence","Defence Equipment and Support","Female","180","170","33040","30940"
"Leaver Dept.","2022","Ministry of Defence","Defence Equipment and Support","Male","260","260","35500","32410"
"Leaver Dept.","2022","Ministry of Defence","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Defence Science and Technology Laboratory","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Female","310","300","36060","33300"
"Leaver Dept.","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Male","270","270","39020","36460"
"Leaver Dept.","2022","Ministry of Defence","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","HM Courts and Tribunals Service","Female","350","340","26940","22680"
"Leaver Dept.","2022","Ministry of Justice","HM Courts and Tribunals Service","Male","180","180","25700","21490"
"Leaver Dept.","2022","Ministry of Justice","HM Prison and Probation Service","Female","350","340","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","HM Prison and Probation Service","Male","220","220","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Legal Aid Agency","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Female","270","260","40440","36800"
"Leaver Dept.","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Male","170","170","41080","36800"
"Leaver Dept.","2022","Ministry of Justice","Office of the Public Guardian","Female","80","80","24020","21170"
"Leaver Dept.","2022","Ministry of Justice","Office of the Public Guardian","Male","60","60","24450","20970"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","Female","50","50","42560","39840"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","Male","60","50","43180","40170"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","50","50","37520","34240"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","Female","120","120","33510","30210"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","Male","110","100","37760","33210"
"Leaver Dept.","2022","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Welsh Government (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Crown Prosecution Service","Female","480","470","31630","25480"
