"Status","Year","Region_ITL1","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North West (England)","Unknown","Chorley and West Lancashire","80","80","24610","23140"
"New entrant CS","2022","North West (England)","Unknown","East Cumbria","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","East Lancashire","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","East Merseyside","70","60","31770","26310"
"New entrant CS","2022","North West (England)","Unknown","Greater Manchester North East","70","70","26860","26130"
"New entrant CS","2022","North West (England)","Unknown","Greater Manchester North West","70","60","27260","25590"
"New entrant CS","2022","North West (England)","Unknown","Greater Manchester South East","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Greater Manchester South West","620","600","29300","26310"
"New entrant CS","2022","North West (England)","Unknown","Lancaster and Wyre","60","60","24050","22350"
"New entrant CS","2022","North West (England)","Unknown","Liverpool","650","630","25400","24800"
"New entrant CS","2022","North West (England)","Unknown","Manchester","570","550","30700","27570"
"New entrant CS","2022","North West (England)","Unknown","Mid Lancashire","140","130","26300","24220"
"New entrant CS","2022","North West (England)","Unknown","Sefton","300","290","24900","24880"
"New entrant CS","2022","North West (England)","Unknown","Warrington","160","150","30010","28840"
"New entrant CS","2022","North West (England)","Unknown","West Cumbria","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Wirral","90","90","25850","22600"
"New entrant CS","2022","Northern Ireland","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Belfast","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Belfast","240","240","29030","26590"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Belfast","230","230","26110","21250"
"New entrant CS","2022","Northern Ireland","Unknown","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Lisburn and Castlereagh","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Overseas","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Angus and Dundee City","70","70","24490","22140"
"New entrant CS","2022","Scotland","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","City of Edinburgh","110","100","29540","27230"
"New entrant CS","2022","Scotland","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Glasgow City","190","180","27950","27230"
"New entrant CS","2022","Scotland","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Aberdeen City and Aberdeenshire","140","140","32380","27570"
"New entrant CS","2022","Scotland","Declared non-disabled","Angus and Dundee City","360","350","25200","23230"
"New entrant CS","2022","Scotland","Declared non-disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","City of Edinburgh","1060","1050","31100","27230"
"New entrant CS","2022","Scotland","Declared non-disabled","Clackmannanshire and Fife","70","70","27130","27570"
"New entrant CS","2022","Scotland","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","East Ayrshire and North Ayrshire mainland","110","110","24220","21260"
"New entrant CS","2022","Scotland","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","110","110","27050","23540"
"New entrant CS","2022","Scotland","Declared non-disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Falkirk","80","80","24480","22000"
"New entrant CS","2022","Scotland","Declared non-disabled","Glasgow City","1370","1350","30230","27230"
"New entrant CS","2022","Scotland","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","50","50","25030","22000"
"New entrant CS","2022","Scotland","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","80","80","27250","26790"
"New entrant CS","2022","Scotland","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","North Lanarkshire","170","170","24390","21260"
"New entrant CS","2022","Scotland","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Perth and Kinross, and Stirling","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","South Ayrshire","50","50","25430","27570"
"New entrant CS","2022","Scotland","Declared non-disabled","South Lanarkshire","230","220","24540","21250"
"New entrant CS","2022","Scotland","Declared non-disabled","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","City of Edinburgh","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Glasgow City","50","50","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Aberdeen City and Aberdeenshire","110","110","28410","27230"
"New entrant CS","2022","Scotland","Unknown","Angus and Dundee City","240","230","25420","23230"
"New entrant CS","2022","Scotland","Unknown","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","City of Edinburgh","910","870","33030","30260"
"New entrant CS","2022","Scotland","Unknown","Clackmannanshire and Fife","70","70","24130","21640"
"New entrant CS","2022","Scotland","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","130","120","25460","22630"
