"Status","Year","Profession_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Health and Safety Executive","North West (England)","30","30","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","London","100","100","49640","42540"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","North East (England)","40","40","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","London","40","40","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","London","160","160","49610","44220"
"In post","2021","Communications","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","London","50","50","[c]","[c]"
"In post","2021","Communications","Met Office","South West (England)","30","30","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","East of England","40","40","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","London","110","110","48720","45200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","South East (England)","180","180","31780","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","South West (England)","90","80","29360","29200"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","90","90","42390","39600"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","London","90","90","45860","44290"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
