"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Medway","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","HM Prison and Probation Service","110","110","26480","27560"
"New entrant CS","2022","Female","Medway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medway","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","HM Prison and Probation Service","40","30","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Merton, Kingston upon Thames and Sutton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid and East Antrim","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid and East Antrim","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","HM Prison and Probation Service","90","80","26810","24800"
"New entrant CS","2022","Female","Mid Kent","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Kent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Department for Work and Pensions (excl. agencies)","80","80","22740","21260"
"New entrant CS","2022","Female","Mid Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","HM Prison and Probation Service","110","110","27990","24800"
"New entrant CS","2022","Female","Mid Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Lancashire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mid Ulster","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","HM Prison and Probation Service","90","90","26800","28140"
"New entrant CS","2022","Female","Milton Keynes","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Milton Keynes","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Intellectual Property Office","110","110","27410","24030"
"New entrant CS","2022","Female","Monmouthshire and Newport","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Monmouthshire and Newport","UK Statistics Authority","300","280","30650","30710"
"New entrant CS","2022","Female","Monmouthshire and Newport","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Na h-Eileanan Siar","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Newry, Mourne and Down","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Newry, Mourne and Down","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and North East Lincolnshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North and West Norfolk","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","HM Prison and Probation Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Hampshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Department for Work and Pensions (excl. agencies)","70","70","23890","21260"
"New entrant CS","2022","Female","North Lanarkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Lanarkshire","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Department for Work and Pensions (excl. agencies)","60","60","22060","21260"
"New entrant CS","2022","Female","North Northamptonshire","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","HM Prison and Probation Service","90","80","25280","24090"
"New entrant CS","2022","Female","North Nottinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Nottinghamshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northumberland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","HM Prison and Probation Service","160","150","22620","20890"
"New entrant CS","2022","Female","Norwich and East Norfolk","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Norwich and East Norfolk","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Crown Prosecution Service","40","30","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Department for Work and Pensions (excl. agencies)","50","50","23600","21260"
"New entrant CS","2022","Female","Nottingham","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","HM Prison and Probation Service","120","110","26000","24090"
"New entrant CS","2022","Female","Nottingham","HM Revenue and Customs (excl. agencies)","260","250","26910","26590"
"New entrant CS","2022","Female","Nottingham","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Office of the Public Guardian","30","30","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Nottingham","UK Health Security Agency","50","50","33810","28590"
"New entrant CS","2022","Female","Nottingham","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Orkney Islands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Orkney Islands","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","HM Prison and Probation Service","140","130","28090","26000"
"New entrant CS","2022","Female","Oxfordshire CC","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Ministry of Defence (excl. agencies)","60","60","28310","26350"
"New entrant CS","2022","Female","Oxfordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Oxfordshire CC","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Scottish Prison Service","30","30","[c]","[c]"
"New entrant CS","2022","Female","Perth and Kinross, and Stirling","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","HM Prison and Probation Service","50","40","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Peterborough","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Plymouth","Companies House","[c]","[c]","[c]","[c]"
