"Status","Year","Region_ITL1","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Declared non-disabled","110","100","34040","29860"
"In post","2021","East of England","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Unknown","150","140","41990","38670"
"In post","2021","London","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Animal and Plant Health Agency","Declared non-disabled","80","80","37750","31800"
"In post","2021","London","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office (excl. agencies)","Declared disabled","490","480","48060","43890"
"In post","2021","London","Cabinet Office (excl. agencies)","Declared non-disabled","3430","3370","52450","54700"
"In post","2021","London","Cabinet Office (excl. agencies)","Undeclared","190","190","50830","54700"
"In post","2021","London","Cabinet Office (excl. agencies)","Unknown","2390","2370","46220","34290"
"In post","2021","London","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Charity Commission","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","London","Charity Commission","Unknown","30","30","[c]","[c]"
"In post","2021","London","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Declared disabled","40","40","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Declared non-disabled","660","640","59810","56360"
"In post","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Unknown","80","70","72600","74650"
"In post","2021","London","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Commercial Service","Unknown","40","40","[c]","[c]"
"In post","2021","London","Crown Prosecution Service","Declared disabled","170","160","46850","40800"
"In post","2021","London","Crown Prosecution Service","Declared non-disabled","1150","1080","45900","40800"
"In post","2021","London","Crown Prosecution Service","Unknown","370","360","39170","30110"
"In post","2021","London","Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","Unknown","110","110","58840","51550"
"In post","2021","London","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","Declared non-disabled","130","130","26480","22100"
"In post","2021","London","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","Unknown","30","30","[c]","[c]"
"In post","2021","London","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Science and Technology Laboratory","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","440","430","47670","41750"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","3380","3300","50600","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","260","250","51020","53380"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","820","810","45140","40050"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Declared disabled","110","110","47390","40690"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Declared non-disabled","1270","1250","49920","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","70","70","46430","51440"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Unknown","260","250","48770","51730"
"In post","2021","London","Department for Education (excl. agencies)","Declared disabled","180","170","49060","41320"
"In post","2021","London","Department for Education (excl. agencies)","Declared non-disabled","1460","1400","51480","53760"
"In post","2021","London","Department for Education (excl. agencies)","Undeclared","90","90","52920","53420"
"In post","2021","London","Department for Education (excl. agencies)","Unknown","450","440","45600","40230"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","250","240","41990","38750"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","1730","1680","45400","39920"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","80","70","44130","39800"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","440","420","46800","39910"
"In post","2021","London","Department for International Trade","Declared disabled","170","170","44700","38540"
"In post","2021","London","Department for International Trade","Declared non-disabled","1180","1160","46100","39460"
"In post","2021","London","Department for International Trade","Undeclared","60","60","47060","47870"
"In post","2021","London","Department for International Trade","Unknown","910","900","44080","38540"
"In post","2021","London","Department for Transport (excl. agencies)","Declared disabled","170","170","47100","44250"
"In post","2021","London","Department for Transport (excl. agencies)","Declared non-disabled","2050","2000","50250","46710"
"In post","2021","London","Department for Transport (excl. agencies)","Undeclared","650","640","43080","36880"
"In post","2021","London","Department for Transport (excl. agencies)","Unknown","190","190","46840","43360"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Declared disabled","1540","1420","33160","31060"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Declared non-disabled","7510","7030","33480","31060"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Undeclared","420","400","33300","31060"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Unknown","550","540","36720","31060"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","Declared disabled","80","80","49290","40650"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","Declared non-disabled","530","510","52520","53360"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","Unknown","1830","1810","47170","40650"
"In post","2021","London","Driver and Vehicle Standards Agency","Declared disabled","50","50","31220","30780"
"In post","2021","London","Driver and Vehicle Standards Agency","Declared non-disabled","230","220","32510","30780"
"In post","2021","London","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Driver and Vehicle Standards Agency","Unknown","60","60","31230","30530"
"In post","2021","London","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Education and Skills Funding Agency","Declared non-disabled","250","240","50890","53710"
"In post","2021","London","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","FCDO Services","Declared non-disabled","140","130","48380","44820"
"In post","2021","London","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","London","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Food Standards Agency","Declared non-disabled","260","260","42630","40960"
"In post","2021","London","Food Standards Agency","Undeclared","180","180","42910","40350"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","400","390","45930","38940"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","2660","2600","49670","44580"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","180","170","51240","45160"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","850","830","49950","52430"
"In post","2021","London","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Government Actuary's Department","Declared non-disabled","140","130","69220","65470"
"In post","2021","London","Government Actuary's Department","Unknown","50","40","[c]","[c]"
"In post","2021","London","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","London","Government Internal Audit Agency","Declared non-disabled","140","130","53120","51820"
