"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data and Technology","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","No function","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - West","Unknown","210","200","61100","57740"
"In post","2021","Digital, Data and Technology","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Kent","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lancashire","Digital, Data & Technology","50","50","32560","31810"
"In post","2021","Digital, Data and Technology","Lancashire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","70","70","33810","31190"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","Digital, Data & Technology","240","230","37660","34550"
"In post","2021","Digital, Data and Technology","Merseyside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","Unknown","130","130","39790","37660"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Yorkshire","Digital, Data & Technology","150","150","38720","36970"
"In post","2021","Digital, Data and Technology","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Digital, Data & Technology","550","530","39630","38630"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - South","Digital, Data & Technology","60","60","41710","41760"
"In post","2021","Digital, Data and Technology","Outer London - South","Unknown","520","510","51860","46380"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","Digital, Data & Technology","150","140","41810","41310"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","Unknown","130","130","45200","44510"
"In post","2021","Digital, Data and Technology","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","Digital, Data & Technology","290","280","42320","38630"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South Yorkshire","Analysis","50","50","44750","42420"
"In post","2021","Digital, Data and Technology","South Yorkshire","Digital, Data & Technology","230","220","43770","41990"
"In post","2021","Digital, Data and Technology","South Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","South Yorkshire","Unknown","80","80","47060","46640"
"In post","2021","Digital, Data and Technology","Southern Scotland","Digital, Data & Technology","210","200","40370","38630"
"In post","2021","Digital, Data and Technology","Surrey, East and West Sussex","Digital, Data & Technology","190","180","37360","33370"
"In post","2021","Digital, Data and Technology","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","Digital, Data & Technology","100","100","37030","36960"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","Digital, Data & Technology","130","120","37220","33040"
"In post","2021","Digital, Data and Technology","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands","Digital, Data & Technology","480","470","40810","37100"
"In post","2021","Digital, Data and Technology","West Midlands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","Analysis","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","Digital, Data & Technology","810","790","39600","37300"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","Unknown","70","70","37840","37410"
"In post","2021","Digital, Data and Technology","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Yorkshire","Digital, Data & Technology","340","330","37670","32060"
"In post","2021","Digital, Data and Technology","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Anglia","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Wales","Analysis","120","120","36080","29840"
"In post","2021","Economics","East Wales","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Wales","Unknown","40","40","[c]","[c]"
"In post","2021","Economics","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Inner London - East","Analysis","180","170","56040","55860"
"In post","2021","Economics","Inner London - East","No function","30","30","[c]","[c]"
"In post","2021","Economics","Inner London - West","Analysis","890","880","46090","39640"
"In post","2021","Economics","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Inner London - West","Finance","70","70","44860","40650"
"In post","2021","Economics","Inner London - West","No function","380","370","48580","52290"
"In post","2021","Economics","Inner London - West","Project Delivery","60","60","52580","55340"
"In post","2021","Economics","Inner London - West","Unknown","130","130","45620","35610"
"In post","2021","Economics","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northumberland and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outer London - South","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Overseas","Project Delivery","40","40","[c]","[c]"
"In post","2021","Economics","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Bedfordshire and Hertfordshire","Finance","100","100","43750","37640"
"In post","2021","Finance","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Berkshire, Buckinghamshire and Oxfordshire","Finance","300","290","38400","35000"
"In post","2021","Finance","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Derbyshire and Nottinghamshire","Finance","130","120","38560","34090"
"In post","2021","Finance","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Devon","Analysis","[c]","[c]","[c]","[c]"
