"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Declared non-disabled","190","180","37660","39120"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy","Unknown","90","90","35540","33640"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Declared non-disabled","90","80","36120","36780"
"Leaver CS","2022","SEO/HEO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Education","Unknown","70","70","36220","36500"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Declared non-disabled","240","230","35850","35900"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Declared non-disabled","50","50","37410","36340"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Declared non-disabled","170","160","39170","38650"
"Leaver CS","2022","SEO/HEO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Transport","Unknown","70","70","36470","34930"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Declared disabled","110","90","36900","34290"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Declared non-disabled","490","440","37110","35310"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department for Work and Pensions","Unknown","60","50","37040","36000"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Declared disabled","70","60","36080","36330"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Declared non-disabled","690","610","36110","36330"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Department of Health and Social Care","Unknown","500","280","36510","36820"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Declared non-disabled","80","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Declared non-disabled","90","80","37580","33840"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Land Registry","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Declared disabled","90","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Declared non-disabled","520","430","39540","40520"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Revenue and Customs","Unknown","210","190","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Declared non-disabled","270","250","37410","36950"
"Leaver CS","2022","SEO/HEO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Home Office","Unknown","100","100","37840","37450"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Declared disabled","140","130","38150","37830"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Declared non-disabled","1110","1060","36950","36460"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Undeclared","110","110","38220","37530"
"Leaver CS","2022","SEO/HEO","Ministry of Defence","Unknown","220","200","37850","37370"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Declared disabled","80","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Declared non-disabled","470","430","37960","36800"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Ministry of Justice","Unknown","110","110","34690","33370"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","National Crime Agency","Unknown","80","80","44380","44820"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","60","50","44840","46360"
"Leaver CS","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Declared non-disabled","70","70","37320","36680"
"Leaver CS","2022","SEO/HEO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Declared non-disabled","160","150","41700","39660"
"Leaver CS","2022","SEO/HEO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Scottish Government","Unknown","170","150","40450","40290"
"Leaver CS","2022","SEO/HEO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Declared non-disabled","70","60","33580","32660"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Statistics Authority","Unknown","60","60","33090","32540"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Declared non-disabled","80","70","39760","38160"
"Leaver CS","2022","SEO/HEO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Declared non-disabled","100","100","37650","39250"
"Leaver CS","2022","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","260","260","36150","33270"
"Leaver CS","2022","Unknown","Ministry of Justice","Declared disabled","240","220","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Declared non-disabled","930","830","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Undeclared","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Unknown","570","500","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
