"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","50-59","Unknown","140","120","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","60-64","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","60-64","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","65+","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","20-29","Unknown","100","90","24770","24130"
"Leaver CS","2021","Eastern Scotland","30-39","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","30-39","Unknown","130","110","30940","28090"
"Leaver CS","2021","Eastern Scotland","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","40-49","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","50-59","Heterosexual / straight","90","80","35750","33640"
"Leaver CS","2021","Eastern Scotland","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","50-59","Unknown","150","130","41700","35110"
"Leaver CS","2021","Eastern Scotland","60-64","Heterosexual / straight","80","70","38420","31930"
"Leaver CS","2021","Eastern Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","60-64","Unknown","120","110","41930","33650"
"Leaver CS","2021","Eastern Scotland","65+","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","65+","Unknown","80","60","[c]","[c]"
"Leaver CS","2021","Essex","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","30-39","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Essex","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","50-59","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Essex","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Essex","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Heterosexual / straight","200","200","24330","22560"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Unknown","90","80","25870","24500"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Heterosexual / straight","140","130","33540","31960"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Heterosexual / straight","90","90","38750","33250"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Heterosexual / straight","180","170","41790","39070"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Heterosexual / straight","170","150","42490","38770"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Heterosexual / straight","120","100","32010","30570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","20-29","Heterosexual / straight","80","80","25680","23690"
"Leaver CS","2021","Greater Manchester","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","20-29","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Greater Manchester","30-39","Heterosexual / straight","80","70","27010","23690"
"Leaver CS","2021","Greater Manchester","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","30-39","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester","40-49","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester","50-59","Heterosexual / straight","90","80","34360","26120"
"Leaver CS","2021","Greater Manchester","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","50-59","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Greater Manchester","60-64","Heterosexual / straight","80","70","36790","27570"
"Leaver CS","2021","Greater Manchester","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","60-64","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Greater Manchester","65+","Heterosexual / straight","60","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester","65+","Unknown","60","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","20-29","Heterosexual / straight","80","80","23450","21220"
"Leaver CS","2021","Hampshire and Isle of Wight","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","20-29","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","30-39","Heterosexual / straight","70","60","30710","29540"
"Leaver CS","2021","Hampshire and Isle of Wight","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","40-49","Heterosexual / straight","60","50","31270","28650"
"Leaver CS","2021","Hampshire and Isle of Wight","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","50-59","Heterosexual / straight","100","90","31400","29550"
"Leaver CS","2021","Hampshire and Isle of Wight","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","50-59","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","60-64","Heterosexual / straight","110","90","31310","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","60-64","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","65+","Heterosexual / straight","110","90","27760","22660"
"Leaver CS","2021","Hampshire and Isle of Wight","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","65+","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","65+","Unknown","[c]","[c]","[c]","[c]"
