"Status","Year","Organisation","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","SEO/HEO","70","70","32890","30710"
"Leaver Dept.","2022","UK Statistics Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Male","SEO/HEO","60","60","33980","33210"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Female","EO","70","70","24270","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Male","EO","50","50","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Female","AA/AO","160","150","21990","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Female","EO","110","110","25610","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Male","AA/AO","80","80","22130","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Male","EO","80","80","26490","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Female","AA/AO","90","90","21670","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Female","EO","150","150","26730","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Female","G6/G7","110","110","62740","54700"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Female","SCS","70","70","81270","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Female","SEO/HEO","540","540","30990","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Male","AA/AO","80","80","21530","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Male","EO","110","110","26970","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Male","G6/G7","150","150","62380","55280"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Male","SCS","110","110","85940","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Male","SEO/HEO","330","330","30930","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Female","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Female","AA/AO","70","60","20790","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Female","AA/AO","230","220","20410","20120"
"New entrant CS","2021","Crown Prosecution Service","Female","EO","70","70","26730","26970"
"New entrant CS","2021","Crown Prosecution Service","Female","G6/G7","120","110","51230","50520"
"New entrant CS","2021","Crown Prosecution Service","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Female","SEO/HEO","70","70","38120","38000"
"New entrant CS","2021","Crown Prosecution Service","Male","AA/AO","90","80","20360","20120"
"New entrant CS","2021","Crown Prosecution Service","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Male","G6/G7","110","100","51790","50520"
"New entrant CS","2021","Crown Prosecution Service","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","EO","110","100","20870","20000"
"New entrant CS","2021","Defence Equipment and Support","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Female","SEO/HEO","100","100","35210","36500"
"New entrant CS","2021","Defence Equipment and Support","Male","EO","200","190","21120","19040"
"New entrant CS","2021","Defence Equipment and Support","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Male","SEO/HEO","270","260","35890","34000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Female","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Male","SEO/HEO","70","70","32320","32000"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","EO","70","70","27860","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","SEO/HEO","240","230","35690","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","EO","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","G6/G7","50","50","59160","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","SEO/HEO","240","240","35760","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","EO","60","50","27180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","SEO/HEO","120","120","35820","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","SEO/HEO","100","100","36130","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","EO","140","140","26130","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","G6/G7","60","60","54980","53420"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","SEO/HEO","140","140","34100","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","EO","70","70","26050","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","G6/G7","60","50","55160","53420"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","SEO/HEO","110","110","34580","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","EO","100","100","23910","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","G6/G7","100","90","52920","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","SEO/HEO","330","310","33530","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","EO","80","80","24680","25170"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","G6/G7","110","110","54340","52450"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","SEO/HEO","260","260","33050","32560"
"New entrant CS","2021","Department for International Trade","Female","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Female","EO","40","40","[c]","[c]"
