"Status","Year","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","60","60","37140","29840"
"In post","2021","Finance","Valuation Office Agency","50","40","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Welsh Government (excl. agencies)","330","310","41910","37410"
"In post","2021","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","90","80","33040","27460"
"In post","2021","Human Resources","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","30","30","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","30","30","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","140","140","40720","35610"
"In post","2021","Human Resources","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","190","180","38330","33190"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","80","70","33990","28650"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","140","48590","49080"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","60","60","48880","37990"
"In post","2021","Human Resources","Department for Education (excl. agencies)","140","130","34780","29730"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","260","250","42830","38710"
"In post","2021","Human Resources","Department for International Trade","130","130","43380","38540"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","100","90","48930","48770"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","130","130","39780","32790"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","170","160","32650","31380"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","100","90","35290","33350"
"In post","2021","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","FCDO Services","40","40","[c]","[c]"
"In post","2021","Human Resources","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","220","210","45580","39600"
"In post","2021","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Government Legal Department","70","60","39250","31710"
"In post","2021","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Human Resources","HM Courts and Tribunals Service","110","110","35640","30990"
"In post","2021","Human Resources","HM Land Registry","90","90","40150","33840"
"In post","2021","Human Resources","HM Prison and Probation Service","130","130","47280","48390"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","660","620","41130","38630"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","80","80","45450","50330"
"In post","2021","Human Resources","Home Office (incl. agencies)","570","540","42930","37450"
"In post","2021","Human Resources","Insolvency Service","50","40","[c]","[c]"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","40","30","[c]","[c]"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Met Office","70","70","38220","33350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","1670","1570","30770","26670"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","70","60","42160","36340"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","680","660","41860","37210"
"In post","2021","Human Resources","National Crime Agency","190","180","40160","39240"
"In post","2021","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","60","50","39210","32010"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Public Health England","130","130","45390","40070"
"In post","2021","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","40","40","[c]","[c]"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Human Resources","Scottish Prison Service","100","100","34280","33650"
"In post","2021","Human Resources","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Submarine Delivery Agency","30","30","[c]","[c]"
"In post","2021","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","UK Intellectual Property Office","50","40","[c]","[c]"
"In post","2021","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","160","150","37410","32430"
"In post","2021","Human Resources","Valuation Office Agency","90","80","39390","33250"
"In post","2021","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Government (excl. agencies)","200","180","35490","28850"
"In post","2021","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","ESTYN","60","60","74480","74730"
"In post","2021","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","800","780","65820","64500"
"In post","2021","Intelligence Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Department of Health and Social Care (excl. agencies)","230","230","53190","53360"
"In post","2021","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","200","190","45800","39220"
"In post","2021","Intelligence Analysis","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","HM Prison and Probation Service","460","450","30890","28080"
"In post","2021","Intelligence Analysis","HM Revenue and Customs (excl. agencies)","200","190","37880","36160"
"In post","2021","Intelligence Analysis","Home Office (incl. agencies)","1380","1300","29700","27370"
"In post","2021","Intelligence Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Ministry of Defence (excl. agencies)","860","830","37140","34640"
"In post","2021","Intelligence Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","41070","37480"
"In post","2021","Internal Audit","Government Internal Audit Agency","340","320","50260","48780"
"In post","2021","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","70","60","48010","48800"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","80","70","44180","41350"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","140","130","38580","34610"
"In post","2021","Internal Audit","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Charity Commission","[c]","[c]","[c]","[c]"
