"Status","Year","Ethnicity","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Analysis","50","50","21830","21050"
"New entrant CS","2021","White","AA/AO","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Debt","230","230","20230","20140"
"New entrant CS","2021","White","AA/AO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Finance","50","50","20580","20860"
"New entrant CS","2021","White","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Human Resources","150","140","20760","20920"
"New entrant CS","2021","White","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Legal","190","190","20400","20120"
"New entrant CS","2021","White","AA/AO","No function","4550","4430","21730","20880"
"New entrant CS","2021","White","AA/AO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","White","AA/AO","Property","150","150","20950","20880"
"New entrant CS","2021","White","AA/AO","Security","340","340","23820","20920"
"New entrant CS","2021","White","AA/AO","Unknown","4920","4840","21230","21010"
"New entrant CS","2021","White","EO","Analysis","110","110","26210","26050"
"New entrant CS","2021","White","EO","Commercial","60","60","25710","26350"
"New entrant CS","2021","White","EO","Communications","270","270","25580","25560"
"New entrant CS","2021","White","EO","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","White","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","EO","Digital, Data & Technology","180","180","26100","26130"
"New entrant CS","2021","White","EO","Finance","120","110","24500","25000"
"New entrant CS","2021","White","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","EO","Human Resources","120","110","25710","26130"
"New entrant CS","2021","White","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","EO","Legal","120","120","27230","26950"
"New entrant CS","2021","White","EO","No function","1860","1830","27030","26180"
"New entrant CS","2021","White","EO","Project Delivery","260","250","24480","26130"
"New entrant CS","2021","White","EO","Property","110","100","25640","26150"
"New entrant CS","2021","White","EO","Security","70","70","27880","26300"
"New entrant CS","2021","White","EO","Unknown","6980","6820","27990","27570"
"New entrant CS","2021","White","G6/G7","Analysis","50","50","59410","56590"
"New entrant CS","2021","White","G6/G7","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Communications","40","40","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Digital, Data & Technology","230","220","56380","54700"
"New entrant CS","2021","White","G6/G7","Finance","50","50","59190","59360"
"New entrant CS","2021","White","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Human Resources","60","60","57880","55500"
"New entrant CS","2021","White","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Legal","260","250","53510","50520"
"New entrant CS","2021","White","G6/G7","No function","680","650","57530","54000"
"New entrant CS","2021","White","G6/G7","Project Delivery","170","170","55450","54110"
"New entrant CS","2021","White","G6/G7","Property","50","50","54810","53500"
"New entrant CS","2021","White","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","G6/G7","Unknown","340","330","59010","56120"
"New entrant CS","2021","White","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","No function","100","80","95710","89850"
"New entrant CS","2021","White","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Analysis","500","490","33270","32540"
"New entrant CS","2021","White","SEO/HEO","Commercial","160","150","36810","36000"
"New entrant CS","2021","White","SEO/HEO","Communications","180","170","34800","32780"
"New entrant CS","2021","White","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Digital, Data & Technology","380","380","36520","36340"
"New entrant CS","2021","White","SEO/HEO","Finance","150","150","36440","36010"
"New entrant CS","2021","White","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Human Resources","190","180","33620","32120"
"New entrant CS","2021","White","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Legal","210","200","36180","38000"
"New entrant CS","2021","White","SEO/HEO","No function","2710","2580","34670","33570"
"New entrant CS","2021","White","SEO/HEO","Project Delivery","610","600","36010","35000"
"New entrant CS","2021","White","SEO/HEO","Property","180","180","34800","33300"
"New entrant CS","2021","White","SEO/HEO","Security","60","60","34740","33300"
"New entrant CS","2021","White","SEO/HEO","Unknown","900","880","35660","35050"
"New entrant CS","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","No function","820","760","22870","22920"
"New entrant CS","2021","White","Unknown","Project Delivery","110","110","38460","38000"
"New entrant CS","2021","White","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Counter Fraud","80","80","23870","25110"
"New entrant CS","2022","Asian","AA/AO","Debt","150","150","21270","21250"
"New entrant CS","2022","Asian","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","No function","1070","1010","21930","21260"
"New entrant CS","2022","Asian","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Unknown","150","150","22290","21260"
"New entrant CS","2022","Asian","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Communications","130","120","26610","26590"
"New entrant CS","2022","Asian","EO","Counter Fraud","80","80","28460","27570"
"New entrant CS","2022","Asian","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Digital, Data & Technology","60","60","26830","26590"
"New entrant CS","2022","Asian","EO","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Asian","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Asian","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Legal","50","50","[c]","[c]"
"New entrant CS","2022","Asian","EO","No function","1120","1090","28120","27570"
"New entrant CS","2022","Asian","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","EO","Unknown","120","120","27510","27570"
"New entrant CS","2022","Asian","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Digital, Data & Technology","70","70","56230","54700"
"New entrant CS","2022","Asian","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Legal","60","60","53190","50500"
"New entrant CS","2022","Asian","G6/G7","No function","80","80","56810","53840"
"New entrant CS","2022","Asian","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Analysis","70","70","35150","34610"
"New entrant CS","2022","Asian","SEO/HEO","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Digital, Data & Technology","140","140","36400","36050"
"New entrant CS","2022","Asian","SEO/HEO","Finance","70","60","36010","35950"
"New entrant CS","2022","Asian","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","No function","560","540","34980","33210"
"New entrant CS","2022","Asian","SEO/HEO","Project Delivery","70","70","37080","36500"
"New entrant CS","2022","Asian","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Unknown","70","70","35770","35310"
"New entrant CS","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","No function","260","230","27610","24800"
"New entrant CS","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Debt","40","40","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","No function","500","480","23470","21790"
"New entrant CS","2022","Black","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Black","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Communications","40","30","[c]","[c]"
"New entrant CS","2022","Black","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Black","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","No function","600","590","28650","27680"
"New entrant CS","2022","Black","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Unknown","60","60","28220","27940"
"New entrant CS","2022","Black","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","No function","30","30","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
