"Status","Year","Organisation","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Commercial Service","30-39","East of England","60","50","33650","33950"
"In post","2021","Crown Commercial Service","30-39","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","30-39","North West (England)","120","120","35850","34800"
"In post","2021","Crown Commercial Service","30-39","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","30-39","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","40-49","East of England","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","40-49","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","40-49","North West (England)","100","90","43150","38990"
"In post","2021","Crown Commercial Service","40-49","Wales","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","50-59","East of England","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","50-59","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","50-59","North West (England)","110","100","41930","40160"
"In post","2021","Crown Commercial Service","50-59","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","50-59","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","65+","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","65+","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","65+","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","16-19","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","20-29","Scotland","390","380","26170","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","30-39","Scotland","510","490","36880","33040"
"In post","2021","Crown Office and Procurator Fiscal Service","40-49","Scotland","440","400","42020","34150"
"In post","2021","Crown Office and Procurator Fiscal Service","50-59","Scotland","510","470","37260","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","60-64","Scotland","120","100","35200","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","65+","Scotland","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","20-29","East Midlands (England)","60","60","25320","21950"
"In post","2021","Crown Prosecution Service","20-29","East of England","60","60","28270","25480"
"In post","2021","Crown Prosecution Service","20-29","London","260","250","28300","26970"
"In post","2021","Crown Prosecution Service","20-29","North East (England)","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","20-29","North West (England)","120","120","27140","25480"
"In post","2021","Crown Prosecution Service","20-29","South East (England)","120","110","26790","24590"
"In post","2021","Crown Prosecution Service","20-29","South West (England)","50","50","25440","23470"
"In post","2021","Crown Prosecution Service","20-29","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","20-29","West Midlands (England)","50","50","26580","23470"
"In post","2021","Crown Prosecution Service","20-29","Yorkshire and The Humber","120","120","26790","25480"
"In post","2021","Crown Prosecution Service","30-39","East Midlands (England)","90","90","39050","44740"
"In post","2021","Crown Prosecution Service","30-39","East of England","100","90","37800","36240"
"In post","2021","Crown Prosecution Service","30-39","London","280","270","44710","50520"
"In post","2021","Crown Prosecution Service","30-39","North East (England)","70","70","36500","33610"
"In post","2021","Crown Prosecution Service","30-39","North West (England)","170","150","38140","38000"
"In post","2021","Crown Prosecution Service","30-39","South East (England)","120","110","41300","40000"
"In post","2021","Crown Prosecution Service","30-39","South West (England)","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","30-39","Wales","60","50","37890","38000"
"In post","2021","Crown Prosecution Service","30-39","West Midlands (England)","100","100","37540","38000"
"In post","2021","Crown Prosecution Service","30-39","Yorkshire and The Humber","140","130","38020","38000"
"In post","2021","Crown Prosecution Service","40-49","East Midlands (England)","120","110","41220","48080"
"In post","2021","Crown Prosecution Service","40-49","East of England","140","130","42070","35360"
"In post","2021","Crown Prosecution Service","40-49","London","460","420","47230","50520"
"In post","2021","Crown Prosecution Service","40-49","North East (England)","100","90","38350","34480"
"In post","2021","Crown Prosecution Service","40-49","North West (England)","300","280","41590","38670"
"In post","2021","Crown Prosecution Service","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","40-49","South East (England)","190","180","47030","50520"
"In post","2021","Crown Prosecution Service","40-49","South West (England)","70","70","41570","45080"
"In post","2021","Crown Prosecution Service","40-49","Wales","110","100","42130","48080"
"In post","2021","Crown Prosecution Service","40-49","West Midlands (England)","180","160","42240","48080"
"In post","2021","Crown Prosecution Service","40-49","Yorkshire and The Humber","240","230","42860","48080"
"In post","2021","Crown Prosecution Service","50-59","East Midlands (England)","140","120","41570","34480"
"In post","2021","Crown Prosecution Service","50-59","East of England","140","130","45160","41460"
"In post","2021","Crown Prosecution Service","50-59","London","550","520","49550","50520"
"In post","2021","Crown Prosecution Service","50-59","North East (England)","110","100","41130","33900"
"In post","2021","Crown Prosecution Service","50-59","North West (England)","320","300","41500","34480"
"In post","2021","Crown Prosecution Service","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","50-59","South East (England)","210","190","45580","40720"
"In post","2021","Crown Prosecution Service","50-59","South West (England)","90","90","45110","50530"
"In post","2021","Crown Prosecution Service","50-59","Wales","140","130","42010","34480"
"In post","2021","Crown Prosecution Service","50-59","West Midlands (England)","180","170","43840","43420"
"In post","2021","Crown Prosecution Service","50-59","Yorkshire and The Humber","370","330","46000","51470"
"In post","2021","Crown Prosecution Service","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","London","110","100","47840","51730"
"In post","2021","Crown Prosecution Service","60-64","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","North West (England)","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","South East (England)","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","60-64","Yorkshire and The Humber","60","40","44680","55610"
"In post","2021","Crown Prosecution Service","65+","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","London","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","16-19","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","30-39","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","40-49","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","50-59","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","20-29","London","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","30-39","London","30","30","[c]","[c]"
"In post","2021","Debt Management Office","40-49","London","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","50-59","London","30","30","[c]","[c]"
"In post","2021","Debt Management Office","60-64","London","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","65+","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","16-19","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","20-29","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","30-39","Wales","30","30","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","40-49","Wales","80","80","29200","27460"
"In post","2021","Defence Electronics and Components Agency","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","50-59","Wales","170","160","31420","29400"
"In post","2021","Defence Electronics and Components Agency","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","60-64","Wales","50","40","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","65+","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","16-19","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","16-19","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","16-19","South West (England)","100","100","18210","17780"
"In post","2021","Defence Equipment and Support","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","20-29","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","20-29","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","20-29","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","20-29","Overseas","[c]","[c]","[c]","[c]"
