"Status","Year","Responsibility_level","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Declared non-disabled","South Lanarkshire","600","500","20710","20140"
"In post","2021","AA/AO","Declared non-disabled","South Nottinghamshire","240","220","24070","22080"
"In post","2021","AA/AO","Declared non-disabled","South Teesside","300","270","20610","21010"
"In post","2021","AA/AO","Declared non-disabled","South West Wales","350","320","21610","21010"
"In post","2021","AA/AO","Declared non-disabled","Southampton","180","150","20830","21010"
"In post","2021","AA/AO","Declared non-disabled","Southend-on-Sea","180","150","21640","21440"
"In post","2021","AA/AO","Declared non-disabled","Staffordshire CC","1150","1070","23730","22850"
"In post","2021","AA/AO","Declared non-disabled","Stoke-on-Trent","390","330","19640","18880"
"In post","2021","AA/AO","Declared non-disabled","Suffolk","1090","1010","22990","21260"
"In post","2021","AA/AO","Declared non-disabled","Sunderland","1480","1170","20780","21010"
"In post","2021","AA/AO","Declared non-disabled","Swansea","3310","2830","20940","21590"
"In post","2021","AA/AO","Declared non-disabled","Swindon","70","60","20040","19570"
"In post","2021","AA/AO","Declared non-disabled","Telford and Wrekin","220","200","21630","21010"
"In post","2021","AA/AO","Declared non-disabled","Thurrock","70","70","21850","21430"
"In post","2021","AA/AO","Declared non-disabled","Torbay","120","100","20660","21010"
"In post","2021","AA/AO","Declared non-disabled","Tower Hamlets","320","290","23630","23500"
"In post","2021","AA/AO","Declared non-disabled","Tyneside","3950","3400","20750","21010"
"In post","2021","AA/AO","Declared non-disabled","Unknown","180","150","22340","21010"
"In post","2021","AA/AO","Declared non-disabled","Wakefield","510","460","25700","25300"
"In post","2021","AA/AO","Declared non-disabled","Walsall","210","170","20620","21010"
"In post","2021","AA/AO","Declared non-disabled","Wandsworth","340","320","29460","30220"
"In post","2021","AA/AO","Declared non-disabled","Warrington","440","390","23370","21300"
"In post","2021","AA/AO","Declared non-disabled","Warwickshire","360","320","20910","21010"
"In post","2021","AA/AO","Declared non-disabled","West Cumbria","460","410","21930","21050"
"In post","2021","AA/AO","Declared non-disabled","West Essex","40","40","[c]","[c]"
"In post","2021","AA/AO","Declared non-disabled","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Declared non-disabled","West Lothian","120","110","22520","21010"
"In post","2021","AA/AO","Declared non-disabled","West Northamptonshire","350","310","22140","20600"
"In post","2021","AA/AO","Declared non-disabled","West Surrey","520","490","25040","24370"
"In post","2021","AA/AO","Declared non-disabled","West Sussex (North East)","120","100","22080","22360"
"In post","2021","AA/AO","Declared non-disabled","West Sussex (South West)","240","210","21730","21010"
"In post","2021","AA/AO","Declared non-disabled","Westminster","1620","1540","24490","24370"
"In post","2021","AA/AO","Declared non-disabled","Wiltshire","880","840","21970","20920"
"In post","2021","AA/AO","Declared non-disabled","Wirral","620","510","20860","21010"
"In post","2021","AA/AO","Declared non-disabled","Wolverhampton","270","220","20350","21010"
"In post","2021","AA/AO","Declared non-disabled","Worcestershire","750","700","23150","21650"
"In post","2021","AA/AO","Declared non-disabled","York","350","320","21660","21050"
"In post","2021","AA/AO","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Angus and Dundee City","60","60","20930","21010"
"In post","2021","AA/AO","Undeclared","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Barnsley, Doncaster and Rotherham","130","120","25490","23610"
"In post","2021","AA/AO","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","90","80","25640","23330"
"In post","2021","AA/AO","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Belfast","40","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Berkshire","60","60","30580","27680"
"In post","2021","AA/AO","Undeclared","Bexley and Greenwich","120","110","29360","28720"
"In post","2021","AA/AO","Undeclared","Birmingham","180","160","21300","20140"
"In post","2021","AA/AO","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Blackpool","80","70","20760","21010"
"In post","2021","AA/AO","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Bradford","70","60","20660","21010"
"In post","2021","AA/AO","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Bristol, City of","70","60","22140","21010"
"In post","2021","AA/AO","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Buckinghamshire CC","70","60","28570","30400"
"In post","2021","AA/AO","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Cambridgeshire CC","210","190","27050","29810"
"In post","2021","AA/AO","Undeclared","Camden and City of London","70","70","23810","23500"
"In post","2021","AA/AO","Undeclared","Cardiff and Vale of Glamorgan","160","140","22250","21430"
"In post","2021","AA/AO","Undeclared","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Central Hampshire","80","80","24420","21710"
"In post","2021","AA/AO","Undeclared","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Cheshire East","40","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Chorley and West Lancashire","110","100","28350","31650"
"In post","2021","AA/AO","Undeclared","City of Edinburgh","60","60","21410","20920"
"In post","2021","AA/AO","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Cornwall and Isles of Scilly","40","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Croydon","70","60","24480","25630"
"In post","2021","AA/AO","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Devon CC","150","130","23930","21130"
"In post","2021","AA/AO","Undeclared","Dorset CC","100","90","25980","25400"
"In post","2021","AA/AO","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Durham CC","350","300","26820","26980"
"In post","2021","AA/AO","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50","50","26850","22340"
"In post","2021","AA/AO","Undeclared","East Kent","60","50","22990","24180"
"In post","2021","AA/AO","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","East Riding of Yorkshire","100","90","27850","31650"
"In post","2021","AA/AO","Undeclared","East Surrey","90","80","29820","30720"
"In post","2021","AA/AO","Undeclared","East Sussex CC","70","60","23100","21010"
"In post","2021","AA/AO","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Falkirk","50","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Flintshire and Wrexham","60","60","22230","21010"
"In post","2021","AA/AO","Undeclared","Glasgow City","160","150","20810","21010"
"In post","2021","AA/AO","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Greater Manchester North East","60","60","25890","23240"
"In post","2021","AA/AO","Undeclared","Greater Manchester North West","100","90","23960","21010"
"In post","2021","AA/AO","Undeclared","Greater Manchester South East","60","50","21080","21010"
"In post","2021","AA/AO","Undeclared","Greater Manchester South West","90","80","20620","20650"
"In post","2021","AA/AO","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Haringey and Islington","100","100","31100","34940"
"In post","2021","AA/AO","Undeclared","Harrow and Hillingdon","30","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Hartlepool and Stockton-on-Tees","90","80","26570","27520"
"In post","2021","AA/AO","Undeclared","Heart of Essex","40","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Hertfordshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Hounslow and Richmond upon Thames","90","90","28320","25760"
"In post","2021","AA/AO","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Isle of Wight","150","140","27740","31650"
"In post","2021","AA/AO","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","50","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Kent Thames Gateway","130","120","27230","30400"
"In post","2021","AA/AO","Undeclared","Kingston upon Hull, City of","80","70","27260","31650"
"In post","2021","AA/AO","Undeclared","Lambeth","60","50","29740","27490"
"In post","2021","AA/AO","Undeclared","Lancaster and Wyre","70","60","25510","23240"
"In post","2021","AA/AO","Undeclared","Leeds","160","150","23850","21440"
"In post","2021","AA/AO","Undeclared","Leicester","60","50","22380","21010"
"In post","2021","AA/AO","Undeclared","Leicestershire CC and Rutland","100","90","25570","23240"
"In post","2021","AA/AO","Undeclared","Lewisham and Southwark","80","70","31150","32740"
"In post","2021","AA/AO","Undeclared","Lincolnshire","130","120","23860","21550"
"In post","2021","AA/AO","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Liverpool","210","190","23430","21430"
"In post","2021","AA/AO","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Manchester","180","160","24680","21550"
"In post","2021","AA/AO","Undeclared","Medway","70","60","24810","21710"
"In post","2021","AA/AO","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Mid Kent","30","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Mid Lancashire","220","200","22600","21010"
"In post","2021","AA/AO","Undeclared","Milton Keynes","50","50","26630","24750"
"In post","2021","AA/AO","Undeclared","Monmouthshire and Newport","40","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North and West Norfolk","40","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North Lanarkshire","50","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","North Nottinghamshire","50","40","26280","25990"
"In post","2021","AA/AO","Undeclared","North Yorkshire CC","70","60","24260","20920"
"In post","2021","AA/AO","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Norwich and East Norfolk","40","30","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Nottingham","100","80","21400","20140"
"In post","2021","AA/AO","Undeclared","Oxfordshire","120","110","27250","25840"
"In post","2021","AA/AO","Undeclared","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Peterborough","40","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Plymouth","50","40","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Portsmouth","80","70","22490","21130"
"In post","2021","AA/AO","Undeclared","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
