"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Education","50","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Department for Work and Pensions","420","390","27820","27570"
"In post","2021","North East (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","HM Land Registry","30","30","[c]","[c]"
"In post","2021","North East (England)","Undeclared","HM Revenue and Customs","480","430","28820","25560"
"In post","2021","North East (England)","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Home Office","50","40","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Ministry of Justice","620","560","29840","31650"
"In post","2021","North East (England)","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Attorney General's Departments","70","60","33730","28430"
"In post","2021","North East (England)","Unknown","Cabinet Office","70","70","34790","28630"
"In post","2021","North East (England)","Unknown","Department for Business, Energy and Industrial Strategy","100","100","30390","30950"
"In post","2021","North East (England)","Unknown","Department for Education","90","90","35200","30320"
"In post","2021","North East (England)","Unknown","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for Transport","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","Department for Work and Pensions","350","340","28480","27570"
"In post","2021","North East (England)","Unknown","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","North East (England)","Unknown","HM Land Registry","220","210","25150","22350"
"In post","2021","North East (England)","Unknown","HM Revenue and Customs","3660","3240","25410","21440"
"In post","2021","North East (England)","Unknown","Home Office","50","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Ministry of Justice","300","290","23800","22920"
"In post","2021","North East (England)","Unknown","National Crime Agency","70","70","34430","34140"
"In post","2021","North West (England)","Declared disabled","Attorney General's Departments","110","100","39930","32680"
"In post","2021","North West (England)","Declared disabled","Cabinet Office","30","30","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Department for Education","110","110","37750","35000"
"In post","2021","North West (England)","Declared disabled","Department for Environment, Food and Rural Affairs","160","140","29940","25190"
"In post","2021","North West (England)","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Department for Transport","40","40","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Department for Work and Pensions","3070","2700","26470","27570"
"In post","2021","North West (England)","Declared disabled","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","HM Land Registry","80","70","28510","27130"
"In post","2021","North West (England)","Declared disabled","HM Revenue and Customs","1200","1080","29880","25560"
"In post","2021","North West (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Home Office","640","580","26710","24890"
"In post","2021","North West (England)","Declared disabled","Ministry of Defence","210","190","28410","26350"
"In post","2021","North West (England)","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Ministry of Justice","1110","1020","28120","25300"
"In post","2021","North West (England)","Declared disabled","National Crime Agency","40","40","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Attorney General's Departments","670","620","40090","33310"
"In post","2021","North West (England)","Declared non-disabled","Cabinet Office","150","150","44990","37300"
"In post","2021","North West (England)","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Charity Commission","160","150","32980","29160"
"In post","2021","North West (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy","230","220","34550","34560"
"In post","2021","North West (England)","Declared non-disabled","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Department for Education","760","740","42010","37100"
"In post","2021","North West (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs","1170","1070","27910","24920"
"In post","2021","North West (England)","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Department for Transport","310","290","29520","26780"
"In post","2021","North West (England)","Declared non-disabled","Department for Work and Pensions","14000","12620","27800","27570"
"In post","2021","North West (England)","Declared non-disabled","Department of Health and Social Care","380","350","36520","29480"
"In post","2021","North West (England)","Declared non-disabled","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","HM Land Registry","480","410","31570","27130"
"In post","2021","North West (England)","Declared non-disabled","HM Revenue and Customs","7190","6660","31820","28130"
"In post","2021","North West (England)","Declared non-disabled","HM Treasury","40","40","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Home Office","5950","5520","26970","24890"
"In post","2021","North West (England)","Declared non-disabled","Ministry of Defence","1250","1180","29910","26670"
"In post","2021","North West (England)","Declared non-disabled","Ministry of Housing, Communities and Local Government","100","100","37350","34690"
"In post","2021","North West (England)","Declared non-disabled","Ministry of Justice","6400","5940","28670","25830"
"In post","2021","North West (England)","Declared non-disabled","National Crime Agency","390","380","39180","36740"
"In post","2021","North West (England)","Declared non-disabled","Office for Standards in Education","420","410","40530","32010"
"In post","2021","North West (England)","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Declared non-disabled","Other Cabinet Office Agencies","120","120","40760","35420"
"In post","2021","North West (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Department for Education","50","40","[c]","[c]"
