"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","HM Land Registry","50-59","1440","1300","33370","33840"
"In post","2021","Heterosexual / straight","HM Land Registry","60-64","270","190","33090","30600"
"In post","2021","Heterosexual / straight","HM Land Registry","65+","70","40","34320","31740"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","16-19","60","50","22330","22850"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","20-29","6990","6900","26220","25400"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","30-39","9280","8850","29660","28220"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","40-49","8140","7780","32600","31650"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","50-59","9740","9290","32710","31650"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","60-64","2590","2140","29980","28200"
"In post","2021","Heterosexual / straight","HM Prison and Probation Service","65+","690","520","28730","26350"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","16-19","70","70","20590","20140"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","20-29","4510","4410","28180","25560"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","30-39","7560","7200","32330","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","40-49","7970","7470","34110","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","50-59","10850","10030","34520","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","60-64","2920","2220","31300","28130"
"In post","2021","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","65+","730","520","30850","28130"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","20-29","730","730","38740","32960"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","30-39","480","460","57100","59160"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","40-49","160","150","61050","63680"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","50-59","110","100","51150","42250"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","16-19","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","20-29","3950","3840","27970","24890"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","30-39","7120","6680","31800","26820"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","40-49","7330","6860","33780","28850"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","50-59","7390","6840","32790","28650"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","60-64","1760","1420","30130","26120"
"In post","2021","Heterosexual / straight","Home Office (incl. agencies)","65+","600","450","27830","25630"
"In post","2021","Heterosexual / straight","Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Insolvency Service","20-29","70","70","25070","20880"
"In post","2021","Heterosexual / straight","Insolvency Service","30-39","200","190","31720","29360"
"In post","2021","Heterosexual / straight","Insolvency Service","40-49","280","270","35330","35070"
"In post","2021","Heterosexual / straight","Insolvency Service","50-59","280","270","38100","35760"
"In post","2021","Heterosexual / straight","Insolvency Service","60-64","60","50","36230","36060"
"In post","2021","Heterosexual / straight","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","30-39","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","40-49","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","50-59","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Institute for Apprenticeships and Technical Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal Aid Agency","20-29","70","60","21170","19930"
"In post","2021","Heterosexual / straight","Legal Aid Agency","30-39","280","260","25650","22570"
"In post","2021","Heterosexual / straight","Legal Aid Agency","40-49","260","240","30940","26900"
"In post","2021","Heterosexual / straight","Legal Aid Agency","50-59","240","230","32140","27540"
"In post","2021","Heterosexual / straight","Legal Aid Agency","60-64","70","70","30190","25120"
"In post","2021","Heterosexual / straight","Legal Aid Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","20-29","120","120","29500","28670"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","30-39","230","220","35260","31780"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","40-49","240","230","39990","36180"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","50-59","220","220","40520","36180"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","60-64","60","60","42860","39470"
"In post","2021","Heterosexual / straight","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","20-29","180","180","32620","29750"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","30-39","210","210","43390","40850"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","40-49","180","170","54000","53620"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","50-59","180","170","52230","50800"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","60-64","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Met Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","16-19","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","20-29","2610","2580","29270","26670"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","30-39","4560","4390","33500","33000"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","40-49","5950","5760","33750","31370"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","50-59","10910","10670","31880","26930"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","60-64","3400","3180","29840","26670"
"In post","2021","Heterosexual / straight","Ministry of Defence (excl. agencies)","65+","1170","1050","28950","23130"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","470","460","37160","33210"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","550","530","47900","53130"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","450","430","51180","48810"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","400","390","48080","43080"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","80","70","47310","45920"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","20-29","550","550","34000","31000"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","30-39","950","920","41040","36800"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","40-49","1020","980","45860","42370"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","50-59","890","870","43940","40930"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","60-64","200","190","41110","37340"
"In post","2021","Heterosexual / straight","Ministry of Justice (excl. agencies)","65+","50","50","39240","37710"
"In post","2021","Heterosexual / straight","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Crime Agency","20-29","710","700","31850","32260"
"In post","2021","Heterosexual / straight","National Crime Agency","30-39","990","970","37970","36740"
"In post","2021","Heterosexual / straight","National Crime Agency","40-49","1020","990","42640","40210"
"In post","2021","Heterosexual / straight","National Crime Agency","50-59","1130","1110","44360","41350"
"In post","2021","Heterosexual / straight","National Crime Agency","60-64","220","200","41900","40060"
"In post","2021","Heterosexual / straight","National Crime Agency","65+","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Infrastructure Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
