"Status","Year","Function_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","HM Revenue and Customs (excl. agencies)","100","100","39610","33370"
"In post","2022","Finance","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Finance","East of England","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","HM Revenue and Customs (excl. agencies)","50","50","30040","28920"
"In post","2022","Finance","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Ministry of Defence (excl. agencies)","150","140","36600","33000"
"In post","2022","Finance","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Cabinet Office (excl. agencies)","90","90","47730","42760"
"In post","2022","Finance","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","54130","53380"
"In post","2022","Finance","London","Department for Digital, Culture, Media and Sport","60","60","52100","55860"
"In post","2022","Finance","London","Department for Education (excl. agencies)","100","100","49520","53420"
"In post","2022","Finance","London","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","47450","41110"
"In post","2022","Finance","London","Department for International Trade","90","90","47800","44720"
"In post","2022","Finance","London","Department for Levelling Up, Housing and Communities (excl. agencies)","80","70","53640","53130"
"In post","2022","Finance","London","Department for Transport (excl. agencies)","150","150","52640","54110"
"In post","2022","Finance","London","Department for Work and Pensions (excl. agencies)","280","270","44720","39960"
"In post","2022","Finance","London","Department of Health and Social Care (excl. agencies)","250","250","44560","40650"
"In post","2022","Finance","London","Education and Skills Funding Agency","60","60","48220","43190"
"In post","2022","Finance","London","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","51270","49400"
"In post","2022","Finance","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Government Legal Department","40","40","[c]","[c]"
"In post","2022","Finance","London","HM Courts and Tribunals Service","80","70","45070","41750"
"In post","2022","Finance","London","HM Land Registry","40","30","[c]","[c]"
"In post","2022","Finance","London","HM Revenue and Customs (excl. agencies)","490","470","48850","43810"
"In post","2022","Finance","London","HM Treasury (excl. agencies)","90","80","52890","56980"
"In post","2022","Finance","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2022","Finance","London","Ministry of Defence (excl. agencies)","200","200","48950","44500"
"In post","2022","Finance","London","Ministry of Justice (excl. agencies)","250","250","48220","42930"
"In post","2022","Finance","London","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","UK Export Finance","60","60","47310","39960"
"In post","2022","Finance","London","UK Health Security Agency","40","40","[c]","[c]"
"In post","2022","Finance","London","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for Education (excl. agencies)","50","50","41220","36870"
"In post","2022","Finance","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Department for Work and Pensions (excl. agencies)","270","260","38680","34290"
"In post","2022","Finance","North East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Education and Skills Funding Agency","120","120","36270","36500"
"In post","2022","Finance","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","HM Revenue and Customs (excl. agencies)","340","320","38720","33680"
"In post","2022","Finance","North East (England)","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Crown Commercial Service","30","30","[c]","[c]"
"In post","2022","Finance","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Department for Education (excl. agencies)","100","100","43400","42850"
"In post","2022","Finance","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Finance","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Department for Work and Pensions (excl. agencies)","630","580","34550","31990"
"In post","2022","Finance","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Education and Skills Funding Agency","100","90","37740","36500"
"In post","2022","Finance","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
