"Status","Year","Sex","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","20-29","North Yorkshire","100","100","24010","23300"
"New entrant CS","2021","Female","20-29","Northern Ireland","70","60","21990","20140"
"New entrant CS","2021","Female","20-29","Northumberland and Tyne and Wear","550","540","23580","21010"
"New entrant CS","2021","Female","20-29","Outer London - East and North East","290","280","28540","31060"
"New entrant CS","2021","Female","20-29","Outer London - South","230","230","28720","28650"
"New entrant CS","2021","Female","20-29","Outer London - West and North West","400","390","28880","31060"
"New entrant CS","2021","Female","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","20-29","Shropshire and Staffordshire","230","230","23280","22850"
"New entrant CS","2021","Female","20-29","South Yorkshire","260","260","24410","22850"
"New entrant CS","2021","Female","20-29","Southern Scotland","80","80","23400","20450"
"New entrant CS","2021","Female","20-29","Surrey, East and West Sussex","290","290","25330","24440"
"New entrant CS","2021","Female","20-29","Tees Valley and Durham","170","170","22480","22350"
"New entrant CS","2021","Female","20-29","Unknown","200","200","27820","28000"
"New entrant CS","2021","Female","20-29","West Central Scotland","330","320","23910","21430"
"New entrant CS","2021","Female","20-29","West Midlands","480","470","24400","22920"
"New entrant CS","2021","Female","20-29","West Wales and The Valleys","230","220","22180","21430"
"New entrant CS","2021","Female","20-29","West Yorkshire","610","600","25080","24000"
"New entrant CS","2021","Female","30-39","Bedfordshire and Hertfordshire","130","120","27060","27570"
"New entrant CS","2021","Female","30-39","Berkshire, Buckinghamshire and Oxfordshire","160","150","28600","27570"
"New entrant CS","2021","Female","30-39","Cheshire","80","80","28640","27570"
"New entrant CS","2021","Female","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","30-39","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","30-39","Derbyshire and Nottinghamshire","190","180","28540","27570"
"New entrant CS","2021","Female","30-39","Devon","160","140","25640","22850"
"New entrant CS","2021","Female","30-39","Dorset and Somerset","60","60","27270","27570"
"New entrant CS","2021","Female","30-39","East Anglia","170","160","26810","25850"
"New entrant CS","2021","Female","30-39","East Wales","270","250","27820","24910"
"New entrant CS","2021","Female","30-39","East Yorkshire and Northern Lincolnshire","50","50","24850","24750"
"New entrant CS","2021","Female","30-39","Eastern Scotland","290","280","30680","27570"
"New entrant CS","2021","Female","30-39","Essex","110","100","29040","29290"
"New entrant CS","2021","Female","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","420","390","31320","27570"
"New entrant CS","2021","Female","30-39","Greater Manchester","330","320","28630","27570"
"New entrant CS","2021","Female","30-39","Hampshire and Isle of Wight","260","240","30160","27570"
"New entrant CS","2021","Female","30-39","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"New entrant CS","2021","Female","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","30-39","Inner London - East","520","490","36830","31060"
"New entrant CS","2021","Female","30-39","Inner London - West","940","920","42330","38970"
"New entrant CS","2021","Female","30-39","Kent","140","130","28110","29290"
"New entrant CS","2021","Female","30-39","Lancashire","140","130","24440","21010"
"New entrant CS","2021","Female","30-39","Leicestershire, Rutland and Northamptonshire","120","110","25450","22920"
"New entrant CS","2021","Female","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","30-39","Merseyside","180","170","25970","24620"
"New entrant CS","2021","Female","30-39","North Eastern Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Female","30-39","North Yorkshire","60","60","30600","27570"
"New entrant CS","2021","Female","30-39","Northern Ireland","50","50","[c]","[c]"
"New entrant CS","2021","Female","30-39","Northumberland and Tyne and Wear","320","310","25260","24240"
"New entrant CS","2021","Female","30-39","Outer London - East and North East","130","130","29570","31060"
"New entrant CS","2021","Female","30-39","Outer London - South","150","150","33790","31060"
"New entrant CS","2021","Female","30-39","Outer London - West and North West","230","220","31150","31060"
"New entrant CS","2021","Female","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","30-39","Shropshire and Staffordshire","140","130","25680","24910"
"New entrant CS","2021","Female","30-39","South Yorkshire","140","130","28730","27570"
"New entrant CS","2021","Female","30-39","Southern Scotland","70","70","24240","21010"
"New entrant CS","2021","Female","30-39","Surrey, East and West Sussex","170","150","27470","27570"
"New entrant CS","2021","Female","30-39","Tees Valley and Durham","100","90","23700","21010"
"New entrant CS","2021","Female","30-39","Unknown","110","110","34240","27570"
"New entrant CS","2021","Female","30-39","West Central Scotland","200","190","29460","26160"
"New entrant CS","2021","Female","30-39","West Midlands","300","280","29550","27570"
"New entrant CS","2021","Female","30-39","West Wales and The Valleys","150","130","23790","22350"
"New entrant CS","2021","Female","30-39","West Yorkshire","280","270","29250","27570"
"New entrant CS","2021","Female","40-49","Bedfordshire and Hertfordshire","80","80","26800","27570"
"New entrant CS","2021","Female","40-49","Berkshire, Buckinghamshire and Oxfordshire","120","110","30900","27570"
"New entrant CS","2021","Female","40-49","Cheshire","70","70","30340","27570"
"New entrant CS","2021","Female","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","Derbyshire and Nottinghamshire","140","130","29510","27570"
"New entrant CS","2021","Female","40-49","Devon","100","100","29530","26350"
"New entrant CS","2021","Female","40-49","Dorset and Somerset","50","40","[c]","[c]"
"New entrant CS","2021","Female","40-49","East Anglia","150","140","27440","27570"
"New entrant CS","2021","Female","40-49","East Wales","160","150","29910","27570"
"New entrant CS","2021","Female","40-49","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"New entrant CS","2021","Female","40-49","Eastern Scotland","220","200","33580","27570"
"New entrant CS","2021","Female","40-49","Essex","100","90","27220","29290"
"New entrant CS","2021","Female","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","320","290","32900","27570"
"New entrant CS","2021","Female","40-49","Greater Manchester","240","230","30860","27570"
"New entrant CS","2021","Female","40-49","Hampshire and Isle of Wight","190","180","30510","27570"
"New entrant CS","2021","Female","40-49","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"New entrant CS","2021","Female","40-49","Highlands and Islands","30","30","[c]","[c]"
"New entrant CS","2021","Female","40-49","Inner London - East","310","290","38870","32260"
"New entrant CS","2021","Female","40-49","Inner London - West","510","490","46540","40650"
"New entrant CS","2021","Female","40-49","Kent","100","100","28090","29290"
"New entrant CS","2021","Female","40-49","Lancashire","100","90","24540","21010"
"New entrant CS","2021","Female","40-49","Leicestershire, Rutland and Northamptonshire","90","80","24850","27570"
"New entrant CS","2021","Female","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","Merseyside","130","120","28620","27570"
"New entrant CS","2021","Female","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","North Yorkshire","60","60","33650","27570"
"New entrant CS","2021","Female","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","Northumberland and Tyne and Wear","230","210","26650","23140"
"New entrant CS","2021","Female","40-49","Outer London - East and North East","90","90","29830","31060"
"New entrant CS","2021","Female","40-49","Outer London - South","110","100","35180","31060"
"New entrant CS","2021","Female","40-49","Outer London - West and North West","140","140","31310","31060"
"New entrant CS","2021","Female","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","40-49","Shropshire and Staffordshire","110","100","28630","27570"
"New entrant CS","2021","Female","40-49","South Yorkshire","80","70","29570","27570"
"New entrant CS","2021","Female","40-49","Southern Scotland","50","50","24310","25270"
"New entrant CS","2021","Female","40-49","Surrey, East and West Sussex","140","130","27970","27570"
"New entrant CS","2021","Female","40-49","Tees Valley and Durham","60","60","26190","22350"
"New entrant CS","2021","Female","40-49","Unknown","90","90","[c]","[c]"
"New entrant CS","2021","Female","40-49","West Central Scotland","140","140","28800","26160"
"New entrant CS","2021","Female","40-49","West Midlands","240","220","32820","27570"
"New entrant CS","2021","Female","40-49","West Wales and The Valleys","80","70","25240","21590"
"New entrant CS","2021","Female","40-49","West Yorkshire","240","230","32050","27570"
"New entrant CS","2021","Female","50-59","Bedfordshire and Hertfordshire","90","80","27810","27570"
"New entrant CS","2021","Female","50-59","Berkshire, Buckinghamshire and Oxfordshire","120","110","29070","27570"
"New entrant CS","2021","Female","50-59","Cheshire","50","50","27630","27570"
"New entrant CS","2021","Female","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","Derbyshire and Nottinghamshire","110","110","27100","27570"
"New entrant CS","2021","Female","50-59","Devon","80","70","25750","22350"
"New entrant CS","2021","Female","50-59","Dorset and Somerset","60","50","26860","27570"
"New entrant CS","2021","Female","50-59","East Anglia","140","130","26680","27570"
"New entrant CS","2021","Female","50-59","East Wales","80","70","28960","26580"
"New entrant CS","2021","Female","50-59","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","Female","50-59","Eastern Scotland","140","140","30990","26650"
"New entrant CS","2021","Female","50-59","Essex","70","70","28290","29290"
"New entrant CS","2021","Female","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","240","230","30460","27570"
"New entrant CS","2021","Female","50-59","Greater Manchester","160","150","27930","27570"
"New entrant CS","2021","Female","50-59","Hampshire and Isle of Wight","170","160","27950","27570"
"New entrant CS","2021","Female","50-59","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"New entrant CS","2021","Female","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","Inner London - East","190","170","39110","31060"
"New entrant CS","2021","Female","50-59","Inner London - West","290","290","45660","40050"
"New entrant CS","2021","Female","50-59","Kent","110","110","28090","29290"
"New entrant CS","2021","Female","50-59","Lancashire","120","120","24290","21010"
"New entrant CS","2021","Female","50-59","Leicestershire, Rutland and Northamptonshire","80","80","25610","27570"
"New entrant CS","2021","Female","50-59","Lincolnshire","40","30","[c]","[c]"
"New entrant CS","2021","Female","50-59","Merseyside","100","90","26070","22290"
"New entrant CS","2021","Female","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","North Yorkshire","60","60","33190","27570"
"New entrant CS","2021","Female","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","Northumberland and Tyne and Wear","170","170","24340","21010"
"New entrant CS","2021","Female","50-59","Outer London - East and North East","60","50","29100","31060"
"New entrant CS","2021","Female","50-59","Outer London - South","90","90","33790","31060"
"New entrant CS","2021","Female","50-59","Outer London - West and North West","90","80","29940","31060"
"New entrant CS","2021","Female","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","50-59","Shropshire and Staffordshire","90","80","25830","24770"
"New entrant CS","2021","Female","50-59","South Yorkshire","80","70","25080","21430"
"New entrant CS","2021","Female","50-59","Southern Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Female","50-59","Surrey, East and West Sussex","150","140","26930","27570"
"New entrant CS","2021","Female","50-59","Tees Valley and Durham","50","50","23410","21010"
"New entrant CS","2021","Female","50-59","Unknown","90","90","[c]","[c]"
"New entrant CS","2021","Female","50-59","West Central Scotland","120","120","27820","26160"
"New entrant CS","2021","Female","50-59","West Midlands","120","120","29740","27570"
"New entrant CS","2021","Female","50-59","West Wales and The Valleys","80","70","25580","22350"
"New entrant CS","2021","Female","50-59","West Yorkshire","170","160","31400","27570"
"New entrant CS","2021","Female","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Inner London - East","40","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Inner London - West","30","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Lancashire","40","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Surrey, East and West Sussex","30","30","[c]","[c]"
"New entrant CS","2021","Female","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2021","Male","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2021","Male","16-19","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"New entrant CS","2021","Male","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","16-19","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","20-29","Bedfordshire and Hertfordshire","110","110","27060","27570"
"New entrant CS","2021","Male","20-29","Berkshire, Buckinghamshire and Oxfordshire","190","180","25900","25540"
"New entrant CS","2021","Male","20-29","Cheshire","100","100","26030","24240"
"New entrant CS","2021","Male","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Derbyshire and Nottinghamshire","190","190","25470","25560"
"New entrant CS","2021","Male","20-29","Devon","170","170","24310","22850"
"New entrant CS","2021","Male","20-29","Dorset and Somerset","90","90","23340","21050"
"New entrant CS","2021","Male","20-29","East Anglia","210","210","24990","25540"
"New entrant CS","2021","Male","20-29","East Wales","390","390","24140","22850"
"New entrant CS","2021","Male","20-29","East Yorkshire and Northern Lincolnshire","90","90","23280","22350"
"New entrant CS","2021","Male","20-29","Eastern Scotland","280","280","24180","21010"
"New entrant CS","2021","Male","20-29","Essex","100","100","26240","25850"
"New entrant CS","2021","Male","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","550","540","25800","26050"
"New entrant CS","2021","Male","20-29","Greater Manchester","510","500","25270","24890"
"New entrant CS","2021","Male","20-29","Hampshire and Isle of Wight","240","240","25540","25480"
"New entrant CS","2021","Male","20-29","Herefordshire, Worcestershire and Warwickshire","60","60","23390","22850"
"New entrant CS","2021","Male","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Inner London - East","540","530","30650","31060"
"New entrant CS","2021","Male","20-29","Inner London - West","2080","2080","32480","32120"
"New entrant CS","2021","Male","20-29","Kent","170","170","24950","24210"
"New entrant CS","2021","Male","20-29","Lancashire","230","230","22720","21010"
"New entrant CS","2021","Male","20-29","Leicestershire, Rutland and Northamptonshire","160","150","23220","22850"
"New entrant CS","2021","Male","20-29","Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","20-29","Merseyside","240","230","23540","21430"
"New entrant CS","2021","Male","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","North Yorkshire","90","90","24970","24920"
"New entrant CS","2021","Male","20-29","Northern Ireland","60","60","22200","20140"
"New entrant CS","2021","Male","20-29","Northumberland and Tyne and Wear","510","510","23310","21010"
"New entrant CS","2021","Male","20-29","Outer London - East and North East","170","170","29080","31060"
"New entrant CS","2021","Male","20-29","Outer London - South","220","220","30130","28650"
"New entrant CS","2021","Male","20-29","Outer London - West and North West","220","220","29030","31060"
"New entrant CS","2021","Male","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","20-29","Shropshire and Staffordshire","150","150","23680","22850"
"New entrant CS","2021","Male","20-29","South Yorkshire","170","170","24590","21430"
"New entrant CS","2021","Male","20-29","Southern Scotland","70","70","22090","20140"
"New entrant CS","2021","Male","20-29","Surrey, East and West Sussex","180","180","25820","25850"
"New entrant CS","2021","Male","20-29","Tees Valley and Durham","120","120","22110","21010"
"New entrant CS","2021","Male","20-29","Unknown","150","150","28270","27570"
"New entrant CS","2021","Male","20-29","West Central Scotland","230","230","24110","21010"
"New entrant CS","2021","Male","20-29","West Midlands","320","310","24550","22850"
"New entrant CS","2021","Male","20-29","West Wales and The Valleys","180","170","22230","21590"
"New entrant CS","2021","Male","20-29","West Yorkshire","510","510","24730","23440"
"New entrant CS","2021","Male","30-39","Bedfordshire and Hertfordshire","80","80","27690","27850"
"New entrant CS","2021","Male","30-39","Berkshire, Buckinghamshire and Oxfordshire","130","120","30490","27850"
"New entrant CS","2021","Male","30-39","Cheshire","80","80","28220","27570"
"New entrant CS","2021","Male","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","30-39","Derbyshire and Nottinghamshire","140","140","27790","25560"
"New entrant CS","2021","Male","30-39","Devon","130","120","27480","25140"
"New entrant CS","2021","Male","30-39","Dorset and Somerset","60","50","26310","26580"
"New entrant CS","2021","Male","30-39","East Anglia","140","140","26770","25950"
"New entrant CS","2021","Male","30-39","East Wales","260","260","29300","25560"
"New entrant CS","2021","Male","30-39","East Yorkshire and Northern Lincolnshire","50","50","26420","24880"
"New entrant CS","2021","Male","30-39","Eastern Scotland","250","240","29680","26160"
"New entrant CS","2021","Male","30-39","Essex","60","60","28640","29290"
"New entrant CS","2021","Male","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","340","340","33350","30000"
"New entrant CS","2021","Male","30-39","Greater Manchester","340","330","30390","27570"
"New entrant CS","2021","Male","30-39","Hampshire and Isle of Wight","190","180","30630","27570"
"New entrant CS","2021","Male","30-39","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"New entrant CS","2021","Male","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
