"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Department for Work and Pensions (excl. agencies)","150","130","27220","27570"
"In post","2021","Department for Work and Pensions","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mixed","Department for Work and Pensions (excl. agencies)","1610","1500","27980","27570"
"In post","2021","Department for Work and Pensions","Mixed","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","Other ethnicity","Department for Work and Pensions (excl. agencies)","460","420","29040","27570"
"In post","2021","Department for Work and Pensions","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Undeclared","Department for Work and Pensions (excl. agencies)","4340","3830","27530","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Health and Safety Executive","190","180","45140","44960"
"In post","2021","Department for Work and Pensions","Unknown","Department for Work and Pensions (excl. agencies)","5980","5500","27900","27570"
"In post","2021","Department for Work and Pensions","Unknown","Health and Safety Executive","310","280","42920","39920"
"In post","2021","Department for Work and Pensions","White","Department for Work and Pensions (excl. agencies)","67210","59760","27520","27570"
"In post","2021","Department for Work and Pensions","White","Health and Safety Executive","1930","1810","42720","40230"
"In post","2021","Department of Health and Social Care","Asian","Department of Health and Social Care (excl. agencies)","170","160","42090","36820"
"In post","2021","Department of Health and Social Care","Asian","Medicines and Healthcare Products Regulatory Agency","270","260","41320","33320"
"In post","2021","Department of Health and Social Care","Asian","Public Health England","720","670","42570","33100"
"In post","2021","Department of Health and Social Care","Black","Department of Health and Social Care (excl. agencies)","100","90","36890","32790"
"In post","2021","Department of Health and Social Care","Black","Medicines and Healthcare Products Regulatory Agency","100","100","37830","32970"
"In post","2021","Department of Health and Social Care","Black","Public Health England","490","450","40500","33180"
"In post","2021","Department of Health and Social Care","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Public Health England","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Department of Health and Social Care (excl. agencies)","60","60","46400","47760"
"In post","2021","Department of Health and Social Care","Mixed","Medicines and Healthcare Products Regulatory Agency","110","110","39890","40450"
"In post","2021","Department of Health and Social Care","Mixed","Public Health England","160","140","40070","36680"
"In post","2021","Department of Health and Social Care","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Public Health England","70","60","49650","41990"
"In post","2021","Department of Health and Social Care","Undeclared","Medicines and Healthcare Products Regulatory Agency","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Public Health England","540","480","45910","40810"
"In post","2021","Department of Health and Social Care","Unknown","Department of Health and Social Care (excl. agencies)","1830","1800","45500","40650"
"In post","2021","Department of Health and Social Care","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Public Health England","160","140","48380","41350"
"In post","2021","Department of Health and Social Care","White","Department of Health and Social Care (excl. agencies)","1330","1290","49700","49530"
"In post","2021","Department of Health and Social Care","White","Medicines and Healthcare Products Regulatory Agency","740","710","52560","53100"
"In post","2021","Department of Health and Social Care","White","Public Health England","4740","4330","44080","38890"
"In post","2021","ESTYN","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","ESTYN","110","100","57700","74730"
"In post","2021","Food Standards Agency","Asian","Food Standards Agency","50","50","38640","32830"
"In post","2021","Food Standards Agency","Black","Food Standards Agency","50","50","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Food Standards Agency","70","60","39540","35630"
"In post","2021","Food Standards Agency","White","Food Standards Agency","1070","1040","37080","32350"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","FCDO Services","60","60","34010","29260"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","420","410","43910","38230"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Foreign, Commonwealth and Development Office (excl. agencies)","230","230","38520","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","250","250","46070","39110"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Other ethnicity","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","90","80","45010","38600"
"In post","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Undeclared","FCDO Services","50","50","43080","41820"
"In post","2021","Foreign, Commonwealth and Development Office","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","290","280","48690","43540"
"In post","2021","Foreign, Commonwealth and Development Office","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","FCDO Services","40","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","1160","1150","47380","48500"
"In post","2021","Foreign, Commonwealth and Development Office","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","White","FCDO Services","870","840","40790","37870"
"In post","2021","Foreign, Commonwealth and Development Office","White","Foreign, Commonwealth and Development Office (excl. agencies)","5000","4900","49970","48500"
"In post","2021","Foreign, Commonwealth and Development Office","White","Wilton Park","80","70","33860","28680"
"In post","2021","HM Land Registry","Asian","HM Land Registry","210","190","30840","27130"
"In post","2021","HM Land Registry","Black","HM Land Registry","60","60","32480","30600"
"In post","2021","HM Land Registry","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Mixed","HM Land Registry","70","70","28620","27130"
"In post","2021","HM Land Registry","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Undeclared","HM Land Registry","250","220","33480","33840"
"In post","2021","HM Land Registry","Unknown","HM Land Registry","1040","990","28010","22350"
"In post","2021","HM Land Registry","White","HM Land Registry","4700","4210","31660","27130"
"In post","2021","HM Revenue and Customs","Asian","HM Revenue and Customs (excl. agencies)","4200","3930","30870","29570"
"In post","2021","HM Revenue and Customs","Asian","Valuation Office Agency","190","180","32600","30000"
"In post","2021","HM Revenue and Customs","Black","HM Revenue and Customs (excl. agencies)","1400","1350","31980","29570"
