"Status","Year","Disability","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Male","Medway","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Mid Kent","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Mid Lancashire","100","100","26770","22870"
"New entrant CS","2022","Declared non-disabled","Male","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Milton Keynes","60","60","27510","28140"
"New entrant CS","2022","Declared non-disabled","Male","Monmouthshire and Newport","240","230","31310","30210"
"New entrant CS","2022","Declared non-disabled","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North and West Norfolk","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North Lanarkshire","70","70","24830","26590"
"New entrant CS","2022","Declared non-disabled","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","North Yorkshire CC","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Norwich and East Norfolk","140","130","24700","23140"
"New entrant CS","2022","Declared non-disabled","Male","Nottingham","320","320","27630","26590"
"New entrant CS","2022","Declared non-disabled","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Oxfordshire CC","80","80","31290","27850"
"New entrant CS","2022","Declared non-disabled","Male","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Plymouth","70","70","27260","24910"
"New entrant CS","2022","Declared non-disabled","Male","Portsmouth","50","50","32920","27570"
"New entrant CS","2022","Declared non-disabled","Male","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Redbridge and Waltham Forest","60","60","30610","30130"
"New entrant CS","2022","Declared non-disabled","Male","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Sefton","130","130","28920","26370"
"New entrant CS","2022","Declared non-disabled","Male","Sheffield","140","140","31060","27570"
"New entrant CS","2022","Declared non-disabled","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Somerset CC","80","80","29220","24950"
"New entrant CS","2022","Declared non-disabled","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","South Hampshire","120","110","29000","26580"
"New entrant CS","2022","Declared non-disabled","Male","South Lanarkshire","80","80","23490","21250"
"New entrant CS","2022","Declared non-disabled","Male","South Nottinghamshire","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","South West Wales","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Southampton","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Staffordshire CC","130","120","25640","23140"
"New entrant CS","2022","Declared non-disabled","Male","Stoke-on-Trent","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Suffolk CC","160","160","26710","24970"
"New entrant CS","2022","Declared non-disabled","Male","Sunderland","90","90","23530","21260"
"New entrant CS","2022","Declared non-disabled","Male","Swansea","200","200","24240","21840"
"New entrant CS","2022","Declared non-disabled","Male","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Telford and Wrekin","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Tower Hamlets","290","290","43180","34550"
"New entrant CS","2022","Declared non-disabled","Male","Tyneside","680","670","27750","26310"
"New entrant CS","2022","Declared non-disabled","Male","Unknown","100","100","33310","29290"
"New entrant CS","2022","Declared non-disabled","Male","Wakefield","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Wandsworth","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Warrington","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Warwickshire CC","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Cumbria","60","60","27850","22240"
"New entrant CS","2022","Declared non-disabled","Male","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Northamptonshire","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Surrey","100","100","30910","28140"
"New entrant CS","2022","Declared non-disabled","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","West Sussex (South West)","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Male","Westminster","1420","1410","39940","34550"
"New entrant CS","2022","Declared non-disabled","Male","Wiltshire","400","400","30230","27010"
"New entrant CS","2022","Declared non-disabled","Male","Wirral","60","60","25090","21260"
"New entrant CS","2022","Declared non-disabled","Male","Wolverhampton","60","60","30770","29410"
"New entrant CS","2022","Declared non-disabled","Male","Worcestershire CC","90","90","24520","23140"
"New entrant CS","2022","Declared non-disabled","Male","York","140","140","32040","29180"
"New entrant CS","2022","Declared non-disabled","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Birmingham","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Heart of Essex","[c]","[c]","[c]","[c]"
