"Status","Year","Disability","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","40-49","West Wales and The Valleys","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","40-49","West Yorkshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Bedfordshire and Hertfordshire","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Berkshire, Buckinghamshire and Oxfordshire","80","70","34820","29930"
"Leaver CS","2021","Declared non-disabled","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Derbyshire and Nottinghamshire","70","60","31460","26750"
"Leaver CS","2021","Declared non-disabled","50-59","Devon","90","80","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Dorset and Somerset","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","East Anglia","140","120","35150","27570"
"Leaver CS","2021","Declared non-disabled","50-59","East Wales","190","160","34860","27570"
"Leaver CS","2021","Declared non-disabled","50-59","East Yorkshire and Northern Lincolnshire","130","110","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Eastern Scotland","120","100","37360","27570"
"Leaver CS","2021","Declared non-disabled","50-59","Essex","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","39700","36810"
"Leaver CS","2021","Declared non-disabled","50-59","Greater Manchester","120","110","34990","26890"
"Leaver CS","2021","Declared non-disabled","50-59","Hampshire and Isle of Wight","80","80","32560","32020"
"Leaver CS","2021","Declared non-disabled","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Inner London - East","110","100","51420","44580"
"Leaver CS","2021","Declared non-disabled","50-59","Inner London - West","310","280","58160","54340"
"Leaver CS","2021","Declared non-disabled","50-59","Kent","80","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Lancashire","120","100","27050","26890"
"Leaver CS","2021","Declared non-disabled","50-59","Leicestershire, Rutland and Northamptonshire","100","90","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Lincolnshire","80","80","29430","28960"
"Leaver CS","2021","Declared non-disabled","50-59","Merseyside","110","100","32600","27240"
"Leaver CS","2021","Declared non-disabled","50-59","North Eastern Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","North Yorkshire","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Northumberland and Tyne and Wear","120","100","28080","24290"
"Leaver CS","2021","Declared non-disabled","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Outer London - South","60","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Outer London - West and North West","70","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Shropshire and Staffordshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","South Yorkshire","120","100","31720","27240"
"Leaver CS","2021","Declared non-disabled","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Surrey, East and West Sussex","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Tees Valley and Durham","100","90","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","50-59","West Central Scotland","70","70","34590","27570"
"Leaver CS","2021","Declared non-disabled","50-59","West Midlands","170","150","32140","27570"
"Leaver CS","2021","Declared non-disabled","50-59","West Wales and The Valleys","110","90","28960","26380"
"Leaver CS","2021","Declared non-disabled","50-59","West Yorkshire","150","120","33800","27570"
"Leaver CS","2021","Declared non-disabled","60-64","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Berkshire, Buckinghamshire and Oxfordshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Derbyshire and Nottinghamshire","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Devon","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Dorset and Somerset","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","East Anglia","100","80","34230","27030"
"Leaver CS","2021","Declared non-disabled","60-64","East Wales","120","100","41390","32150"
"Leaver CS","2021","Declared non-disabled","60-64","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Eastern Scotland","120","100","37680","29190"
"Leaver CS","2021","Declared non-disabled","60-64","Essex","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","150","130","43750","38770"
"Leaver CS","2021","Declared non-disabled","60-64","Greater Manchester","120","100","34680","27570"
"Leaver CS","2021","Declared non-disabled","60-64","Hampshire and Isle of Wight","100","90","33480","29370"
"Leaver CS","2021","Declared non-disabled","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Inner London - East","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Inner London - West","220","190","55230","49280"
"Leaver CS","2021","Declared non-disabled","60-64","Kent","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Lancashire","110","90","27930","26890"
"Leaver CS","2021","Declared non-disabled","60-64","Leicestershire, Rutland and Northamptonshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Lincolnshire","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Merseyside","100","70","30440","27130"
"Leaver CS","2021","Declared non-disabled","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","North Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Northumberland and Tyne and Wear","170","130","28840","26120"
"Leaver CS","2021","Declared non-disabled","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Outer London - South","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Outer London - West and North West","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Shropshire and Staffordshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","South Yorkshire","100","70","29730","26120"
"Leaver CS","2021","Declared non-disabled","60-64","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Tees Valley and Durham","80","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","60-64","West Central Scotland","100","80","34390","30310"
"Leaver CS","2021","Declared non-disabled","60-64","West Midlands","130","100","34750","27570"
"Leaver CS","2021","Declared non-disabled","60-64","West Wales and The Valleys","100","80","31070","26780"
"Leaver CS","2021","Declared non-disabled","60-64","West Yorkshire","110","90","30410","26380"
"Leaver CS","2021","Declared non-disabled","65+","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Berkshire, Buckinghamshire and Oxfordshire","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Derbyshire and Nottinghamshire","60","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Devon","60","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Dorset and Somerset","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","East Anglia","90","60","27510","22530"
"Leaver CS","2021","Declared non-disabled","65+","East Wales","90","70","32860","24580"
"Leaver CS","2021","Declared non-disabled","65+","East Yorkshire and Northern Lincolnshire","30","20","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Eastern Scotland","60","50","32010","27570"
"Leaver CS","2021","Declared non-disabled","65+","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Gloucestershire, Wiltshire and Bath/Bristol area","120","100","34270","31370"
"Leaver CS","2021","Declared non-disabled","65+","Greater Manchester","90","60","26230","21160"
"Leaver CS","2021","Declared non-disabled","65+","Hampshire and Isle of Wight","110","90","29410","24600"
"Leaver CS","2021","Declared non-disabled","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Inner London - East","60","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Inner London - West","130","100","42700","33880"
"Leaver CS","2021","Declared non-disabled","65+","Kent","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Lancashire","90","60","25880","21010"
"Leaver CS","2021","Declared non-disabled","65+","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Merseyside","110","70","24950","21430"
"Leaver CS","2021","Declared non-disabled","65+","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Northumberland and Tyne and Wear","120","80","23310","21010"
"Leaver CS","2021","Declared non-disabled","65+","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Outer London - South","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Outer London - West and North West","60","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Shropshire and Staffordshire","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","South Yorkshire","60","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Southern Scotland","30","20","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Tees Valley and Durham","50","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","65+","West Central Scotland","80","50","27630","22220"
"Leaver CS","2021","Declared non-disabled","65+","West Midlands","90","60","29190","21950"
"Leaver CS","2021","Declared non-disabled","65+","West Wales and The Valleys","90","60","26710","21590"
"Leaver CS","2021","Declared non-disabled","65+","West Yorkshire","70","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Inner London - West","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
