"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Inner London - West","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","West Yorkshire","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Inner London - West","60","60","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Bedfordshire and Hertfordshire","180","160","27230","24880"
"New entrant CS","2022","Unknown","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","260","250","26040","25630"
"New entrant CS","2022","Unknown","Operational Delivery","Cheshire","140","130","23520","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Cumbria","140","130","22960","21300"
"New entrant CS","2022","Unknown","Operational Delivery","Derbyshire and Nottinghamshire","450","420","25090","23170"
"New entrant CS","2022","Unknown","Operational Delivery","Devon","200","190","23900","22010"
"New entrant CS","2022","Unknown","Operational Delivery","Dorset and Somerset","120","110","24670","23140"
"New entrant CS","2022","Unknown","Operational Delivery","East Anglia","310","280","25700","24800"
"New entrant CS","2022","Unknown","Operational Delivery","East Wales","370","360","24230","21810"
"New entrant CS","2022","Unknown","Operational Delivery","East Yorkshire and Northern Lincolnshire","160","150","24040","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Eastern Scotland","340","330","22840","21640"
"New entrant CS","2022","Unknown","Operational Delivery","Essex","240","220","25630","24800"
"New entrant CS","2022","Unknown","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","350","340","25040","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Greater Manchester","620","590","25170","23170"
"New entrant CS","2022","Unknown","Operational Delivery","Hampshire and Isle of Wight","270","230","24920","23990"
"New entrant CS","2022","Unknown","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","170","160","23640","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Inner London - East","360","340","32630","30520"
"New entrant CS","2022","Unknown","Operational Delivery","Inner London - West","630","630","37500","30520"
"New entrant CS","2022","Unknown","Operational Delivery","Kent","410","390","25910","24880"
"New entrant CS","2022","Unknown","Operational Delivery","Lancashire","340","320","25060","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Leicestershire, Rutland and Northamptonshire","260","240","24440","23140"
"New entrant CS","2022","Unknown","Operational Delivery","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Merseyside","720","690","24130","22510"
"New entrant CS","2022","Unknown","Operational Delivery","North Eastern Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","North Yorkshire","90","80","25400","21300"
"New entrant CS","2022","Unknown","Operational Delivery","Northern Ireland","130","130","23660","21250"
"New entrant CS","2022","Unknown","Operational Delivery","Northumberland, and Tyne and Wear","490","470","24170","21300"
"New entrant CS","2022","Unknown","Operational Delivery","Outer London - East and North East","180","170","28880","29020"
"New entrant CS","2022","Unknown","Operational Delivery","Outer London - South","220","210","29460","28650"
"New entrant CS","2022","Unknown","Operational Delivery","Outer London - West and North West","310","300","29660","28650"
"New entrant CS","2022","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Shropshire and Staffordshire","210","200","24760","23140"
"New entrant CS","2022","Unknown","Operational Delivery","South Yorkshire","280","260","25260","23170"
"New entrant CS","2022","Unknown","Operational Delivery","Southern Scotland","100","100","21710","21250"
"New entrant CS","2022","Unknown","Operational Delivery","Surrey, East and West Sussex","310","280","27390","25770"
"New entrant CS","2022","Unknown","Operational Delivery","Tees Valley and Durham","290","290","24330","22790"
"New entrant CS","2022","Unknown","Operational Delivery","Unknown","140","120","26080","24800"
"New entrant CS","2022","Unknown","Operational Delivery","West Central Scotland","330","320","23470","21640"
"New entrant CS","2022","Unknown","Operational Delivery","West Midlands","750","690","24460","21840"
"New entrant CS","2022","Unknown","Operational Delivery","West Wales and The Valleys","400","370","22210","21840"
"New entrant CS","2022","Unknown","Operational Delivery","West Yorkshire","740","700","25910","23140"
"New entrant CS","2022","Unknown","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Eastern Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Gloucestershire, Wiltshire and Bath/Bristol area","120","120","28090","24750"
"New entrant CS","2022","Unknown","Other","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Hampshire and Isle of Wight","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Inner London - West","80","80","34110","28650"
"New entrant CS","2022","Unknown","Other","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Unknown","160","160","20720","16190"
"New entrant CS","2022","Unknown","Other","West Central Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Other","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Greater Manchester","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Inner London - West","470","460","38690","34550"
"New entrant CS","2022","Unknown","Policy","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","West Midlands","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
