"Status","Year","Function_of_post","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Human Resources","Blackpool","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Blackpool","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bridgend and Neath Port Talbot","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bridgend and Neath Port Talbot","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bristol, City of","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Bromley","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Buckinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Buckinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Calderdale and Kirklees","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Central Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","City of Edinburgh","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Dorset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Dudley","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Ealing","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Sussex CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Falkirk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Falkirk","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Falkirk","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Glasgow City","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Glasgow City","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Gloucestershire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Greater Manchester North East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Greater Manchester North East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Greater Manchester South East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Greater Manchester South West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Hertfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Inverclyde, East Renfrewshire, and Renfrewshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Lambeth","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Leicestershire CC and Rutland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Lincolnshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Lincolnshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Lisburn and Castlereagh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Medway","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Milton Keynes","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North Lanarkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Plymouth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Plymouth","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Portsmouth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sefton","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sheffield","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Somerset CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","South and West Derbyshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","South Lanarkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Southampton","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Staffordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Stoke-on-Trent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Suffolk CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Sunderland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Swindon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Swindon","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Telford and Wrekin","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Telford and Wrekin","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Tower Hamlets","Human Resources","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Tyneside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Warwickshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","West Lothian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","West Surrey","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Westminster","Human Resources","110","90","43690","37640"
"Leaver CS","2022","Human Resources","Westminster","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Westminster","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Westminster","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Westminster","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Wirral","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","York","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Berkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Blackpool","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Bristol, City of","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Croydon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Devon CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Durham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Lancaster and Wyre","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Leicester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Monmouthshire and Newport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Portsmouth","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Sheffield","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Somerset CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","South Lanarkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Southampton","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Swansea","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Aberdeen City and Aberdeenshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Berkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Berkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Birmingham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Brighton and Hove","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Bristol, City of","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cambridgeshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cardiff and Vale of Glamorgan","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cardiff and Vale of Glamorgan","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Coventry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Croydon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Croydon","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Darlington","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Devon CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Devon CC","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","East Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","East Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","East Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Flintshire and Wrexham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Flintshire and Wrexham","Operational Delivery","[c]","[c]","[c]","[c]"
