"Status","Year","Profession_of_post","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East of England","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Declared non-disabled","160","140","36190","35260"
"New entrant CS","2021","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North West (England)","Declared non-disabled","100","90","30080","26370"
"New entrant CS","2021","Science and Engineering","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South East (England)","Declared non-disabled","100","100","30330","27960"
"New entrant CS","2021","Science and Engineering","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South West (England)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South West (England)","Declared non-disabled","370","360","31170","28650"
"New entrant CS","2021","Science and Engineering","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","South West (England)","Unknown","100","100","24840","17710"
"New entrant CS","2021","Science and Engineering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Yorkshire and The Humber","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East of England","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Security","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Unknown","50","50","32880","29370"
"New entrant CS","2021","Security","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Security","Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","South East (England)","Declared non-disabled","100","90","27020","25540"
"New entrant CS","2021","Security","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","South East (England)","Unknown","80","80","30200","25540"
"New entrant CS","2021","Security","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","South West (England)","Declared non-disabled","60","60","26170","19560"
"New entrant CS","2021","Security","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","South West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Security","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
