"Status","Year","Ethnicity","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Black","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","AA/AO","60","50","21380","21010"
"In post","2021","Chinese","Department for Work and Pensions","EO","70","70","28890","27570"
"In post","2021","Chinese","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","G6/G7","30","30","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Chinese","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","AA/AO","40","40","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","EO","50","50","26380","25560"
"In post","2021","Chinese","HM Revenue and Customs","G6/G7","30","30","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","SEO/HEO","50","50","35150","36160"
"In post","2021","Chinese","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","AA/AO","40","30","[c]","[c]"
"In post","2021","Chinese","Home Office","EO","60","60","27430","27140"
"In post","2021","Chinese","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Chinese","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
