"Status","Year","Profession_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Communications","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Department for Education","60","50","35990","31570"
"In post","2021","Communications","Unknown","Department for Environment, Food and Rural Affairs","60","60","44160","40860"
"In post","2021","Communications","Unknown","Department for International Trade","60","60","43990","38410"
"In post","2021","Communications","Unknown","Department for Transport","70","70","41520","38100"
