"Status","Year","Function_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Devon","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","East Wales","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Inner London - East","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Inner London - West","110","100","47290","43360"
"In post","2021","Digital, Data & Technology","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Undeclared","West Wales and The Valleys","90","80","42290","41180"
"In post","2021","Digital, Data & Technology","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Cheshire","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Derbyshire and Nottinghamshire","60","50","36830","32010"
"In post","2021","Digital, Data & Technology","Unknown","Devon","180","170","33360","31740"
"In post","2021","Digital, Data & Technology","Unknown","Dorset and Somerset","60","60","38550","35340"
"In post","2021","Digital, Data & Technology","Unknown","East Anglia","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","East Wales","400","390","38320","36030"
"In post","2021","Digital, Data & Technology","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Eastern Scotland","130","130","37280","34190"
"In post","2021","Digital, Data & Technology","Unknown","Essex","90","80","36510","31870"
"In post","2021","Digital, Data & Technology","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","37400","34530"
"In post","2021","Digital, Data & Technology","Unknown","Greater Manchester","90","90","41380","38630"
"In post","2021","Digital, Data & Technology","Unknown","Hampshire and Isle of Wight","110","110","36440","33930"
"In post","2021","Digital, Data & Technology","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Inner London - East","320","320","47030","42360"
"In post","2021","Digital, Data & Technology","Unknown","Inner London - West","460","450","49340","45860"
"In post","2021","Digital, Data & Technology","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Merseyside","90","90","37410","36820"
"In post","2021","Digital, Data & Technology","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Northumberland and Tyne and Wear","190","190","37430","31810"
"In post","2021","Digital, Data & Technology","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Shropshire and Staffordshire","100","90","42190","38630"
"In post","2021","Digital, Data & Technology","Unknown","South Yorkshire","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Southern Scotland","100","100","39170","38500"
"In post","2021","Digital, Data & Technology","Unknown","Surrey, East and West Sussex","90","90","37510","33210"
"In post","2021","Digital, Data & Technology","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","West Midlands","120","120","39540","36500"
"In post","2021","Digital, Data & Technology","Unknown","West Wales and The Valleys","110","110","38230","31360"
"In post","2021","Digital, Data & Technology","Unknown","West Yorkshire","130","130","36900","31810"
"In post","2021","Finance","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","36240","33000"
"In post","2021","Finance","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Finance","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Inner London - East","30","30","[c]","[c]"
"In post","2021","Finance","Declared disabled","Inner London - West","140","130","49970","44590"
"In post","2021","Finance","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","West Central Scotland","60","40","24090","21440"
"In post","2021","Finance","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","West Yorkshire","60","50","29460","21440"
"In post","2021","Finance","Declared non-disabled","Bedfordshire and Hertfordshire","80","80","43340","37640"
"In post","2021","Finance","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","220","220","38110","33300"
"In post","2021","Finance","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Derbyshire and Nottinghamshire","120","120","38570","33520"
"In post","2021","Finance","Declared non-disabled","Devon","70","70","42530","39650"
"In post","2021","Finance","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","East Anglia","120","110","35120","30460"
"In post","2021","Finance","Declared non-disabled","East Wales","120","110","34840","29540"
"In post","2021","Finance","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Eastern Scotland","90","80","35650","34440"
"In post","2021","Finance","Declared non-disabled","Essex","130","120","32860","31810"
"In post","2021","Finance","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","800","770","40160","35830"
"In post","2021","Finance","Declared non-disabled","Greater Manchester","220","210","41300","38020"
"In post","2021","Finance","Declared non-disabled","Hampshire and Isle of Wight","290","280","37050","33300"
"In post","2021","Finance","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Inner London - East","280","270","47960","42000"
"In post","2021","Finance","Declared non-disabled","Inner London - West","1330","1290","50430","47520"
"In post","2021","Finance","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Lancashire","60","60","38420","33460"
"In post","2021","Finance","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Merseyside","130","130","34690","30960"
"In post","2021","Finance","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","North Yorkshire","120","110","39520","36970"
"In post","2021","Finance","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Northumberland and Tyne and Wear","230","220","37200","38370"
"In post","2021","Finance","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","Outer London - South","70","70","45130","37970"
"In post","2021","Finance","Declared non-disabled","Outer London - West and North West","50","50","[c]","[c]"
