"Status","Year","Region_ITL2","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","SEO/HEO","530","490","34350","34530"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","AA/AO","80","70","20400","19880"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","EO","140","140","25030","26060"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","G6/G7","180","180","58190","55620"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","SEO/HEO","340","330","35630","36330"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Female","AA/AO","140","130","20600","20400"
"Leaver Dept.","2022","Greater Manchester","Female","EO","190","180","26000","27300"
"Leaver Dept.","2022","Greater Manchester","Female","G6/G7","60","60","53840","50420"
"Leaver Dept.","2022","Greater Manchester","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Female","SEO/HEO","170","150","34770","34290"
"Leaver Dept.","2022","Greater Manchester","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Male","AA/AO","90","80","20690","20480"
"Leaver Dept.","2022","Greater Manchester","Male","EO","130","130","26350","27570"
"Leaver Dept.","2022","Greater Manchester","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Male","SEO/HEO","130","130","34450","35310"
"Leaver Dept.","2022","Greater Manchester","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","SEO/HEO","60","60","35270","36330"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Female","AA/AO","70","60","22490","22350"
"Leaver Dept.","2022","Inner London - East","Female","EO","270","250","28300","27710"
"Leaver Dept.","2022","Inner London - East","Female","G6/G7","450","420","58520","54700"
"Leaver Dept.","2022","Inner London - East","Female","SCS","80","70","104400","101430"
"Leaver Dept.","2022","Inner London - East","Female","SEO/HEO","690","650","36520","36330"
"Leaver Dept.","2022","Inner London - East","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Male","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Male","EO","130","120","28510","28060"
"Leaver Dept.","2022","Inner London - East","Male","G6/G7","300","290","60440","57600"
"Leaver Dept.","2022","Inner London - East","Male","SCS","60","50","96980","91750"
"Leaver Dept.","2022","Inner London - East","Male","SEO/HEO","320","310","36770","36330"
"Leaver Dept.","2022","Inner London - East","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Female","AA/AO","100","90","23800","23720"
"Leaver Dept.","2022","Inner London - West","Female","EO","450","360","28530","28330"
"Leaver Dept.","2022","Inner London - West","Female","G6/G7","990","790","58360","55040"
"Leaver Dept.","2022","Inner London - West","Female","SCS","180","140","86630","79040"
"Leaver Dept.","2022","Inner London - West","Female","SEO/HEO","1610","1370","36250","34970"
"Leaver Dept.","2022","Inner London - West","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Male","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Male","EO","280","240","28620","28310"
"Leaver Dept.","2022","Inner London - West","Male","G6/G7","850","660","58180","55360"
"Leaver Dept.","2022","Inner London - West","Male","SCS","190","140","88500","79100"
"Leaver Dept.","2022","Inner London - West","Male","SEO/HEO","1280","1100","36580","35070"
"Leaver Dept.","2022","Inner London - West","Male","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Female","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Female","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Female","SEO/HEO","60","50","35230","35310"
"Leaver Dept.","2022","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Female","AA/AO","100","90","21110","21260"
"Leaver Dept.","2022","Merseyside","Female","EO","150","150","25930","25100"
"Leaver Dept.","2022","Merseyside","Female","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Female","SEO/HEO","100","100","34250","33180"
"Leaver Dept.","2022","Merseyside","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Male","AA/AO","70","60","21310","21570"
"Leaver Dept.","2022","Merseyside","Male","EO","110","110","26170","25440"
"Leaver Dept.","2022","Merseyside","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Male","SEO/HEO","80","70","34330","31990"
"Leaver Dept.","2022","Merseyside","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Female","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Male","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","AA/AO","170","150","21070","21260"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","EO","140","130","26930","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","SEO/HEO","120","110","34070","32000"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","AA/AO","100","100","21060","21260"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","EO","80","80","26780","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","SEO/HEO","80","80","34740","34190"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Female","EO","70","70","30050","31060"
"Leaver Dept.","2022","Outer London - South","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Female","SEO/HEO","80","80","37590","36590"
"Leaver Dept.","2022","Outer London - South","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","SEO/HEO","70","70","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Female","AA/AO","140","110","23380","23780"
"Leaver Dept.","2022","Outer London - West and North West","Female","EO","210","190","28020","27710"
"Leaver Dept.","2022","Outer London - West and North West","Female","G6/G7","160","150","59150","55130"
"Leaver Dept.","2022","Outer London - West and North West","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Female","SEO/HEO","320","300","37240","36470"
"Leaver Dept.","2022","Outer London - West and North West","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Male","AA/AO","60","50","23240","23780"
"Leaver Dept.","2022","Outer London - West and North West","Male","EO","100","90","28260","27740"
"Leaver Dept.","2022","Outer London - West and North West","Male","G6/G7","120","110","60750","56480"
"Leaver Dept.","2022","Outer London - West and North West","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Male","SEO/HEO","160","150","38230","40070"
"Leaver Dept.","2022","Outer London - West and North West","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Male","SCS","[c]","[c]","[c]","[c]"
