"Status","Year","Ethnicity","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Cabinet Office (excl. agencies)","Security","40","30","[c]","[c]"
"Leaver CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Analysis","30","30","[c]","[c]"
"Leaver CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Office and Procurator Fiscal Service","No function","80","70","26010","23230"
"Leaver CS","2022","White","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Legal","270","240","41950","39510"
"Leaver CS","2022","White","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","No function","210","190","37940","33130"
"Leaver CS","2022","White","Defence Equipment and Support","Project Delivery","390","370","32830","30210"
"Leaver CS","2022","White","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","No function","140","130","36590","33490"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","160","160","49420","52300"
"Leaver CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","No function","70","70","42130","34200"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","No function","90","90","45530","38720"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","130","120","[c]","[c]"
"Leaver CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","No function","60","60","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","60","60","45360","39600"
"Leaver CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Transport (excl. agencies)","No function","110","110","50020","50410"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Counter Fraud","180","140","26480","27570"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Debt","160","130","22520","21260"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","140","130","45440","40670"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Finance","60","50","38090","35310"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Human Resources","70","60","34260","27570"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","No function","4710","4050","25910","27570"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Project Delivery","50","40","35530","34290"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department for Work and Pensions (excl. agencies)","Unknown","530","480","26800","24250"
"Leaver CS","2022","White","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
