"Status","Year","Function_of_post","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Project Delivery","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Project Delivery","120","110","45560","41200"
"Leaver Dept.","2022","Project Delivery","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Project Delivery","70","60","43250","39250"
"Leaver Dept.","2022","Project Delivery","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","50-59","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Property","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Operational Delivery","200","190","25350","24890"
"Leaver Dept.","2022","Unknown","20-29","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Other","100","100","28960","26930"
"Leaver Dept.","2022","Unknown","20-29","Policy","130","130","37950","35070"
"Leaver Dept.","2022","Unknown","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Unknown","650","520","30720","27570"
"Leaver Dept.","2022","Unknown","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Operational Delivery","290","280","28260","25040"
"Leaver Dept.","2022","Unknown","30-39","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Other","60","60","30070","26350"
"Leaver Dept.","2022","Unknown","30-39","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Policy","140","140","49100","45200"
"Leaver Dept.","2022","Unknown","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Unknown","630","470","33460","31060"
"Leaver Dept.","2022","Unknown","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Operational Delivery","140","140","31360","26160"
"Leaver Dept.","2022","Unknown","40-49","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Other","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Policy","60","60","55180","56750"
"Leaver Dept.","2022","Unknown","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Unknown","420","330","39680","32120"
"Leaver Dept.","2022","Unknown","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Operational Delivery","90","90","28340","26080"
"Leaver Dept.","2022","Unknown","50-59","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Policy","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Unknown","260","210","39740","32490"
"Leaver Dept.","2022","Unknown","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Economics","260","260","30900","31800"
"New entrant CS","2021","Analysis","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Social Research","130","130","31550","31920"
"New entrant CS","2021","Analysis","20-29","Statistics","220","220","30020","29970"
"New entrant CS","2021","Analysis","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Social Research","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","30-39","Statistics","70","70","36340","34710"
"New entrant CS","2021","Analysis","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Commercial","150","150","29310","26670"
"New entrant CS","2021","Commercial","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Commercial","100","90","38720","37420"
"New entrant CS","2021","Commercial","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","30-39","Unknown","60","60","67580","67000"
"New entrant CS","2021","Commercial","40-49","Commercial","70","70","42000","38000"
"New entrant CS","2021","Commercial","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","40-49","Unknown","80","80","78050","72500"
"New entrant CS","2021","Commercial","50-59","Commercial","50","50","38270","35800"
"New entrant CS","2021","Commercial","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","50-59","Unknown","70","60","90580","83500"
"New entrant CS","2021","Commercial","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","20-29","Communications","200","200","29880","28500"
"New entrant CS","2021","Communications","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","20-29","Tax","340","340","26080","25560"
"New entrant CS","2021","Communications","20-29","Unknown","60","60","28560","26530"
"New entrant CS","2021","Communications","30-39","Communications","100","100","41830","40050"
"New entrant CS","2021","Communications","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","30-39","Tax","190","190","26570","25560"
"New entrant CS","2021","Communications","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Communications","40-49","Communications","70","70","44580","40000"
"New entrant CS","2021","Communications","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","40-49","Tax","90","90","26760","25560"
"New entrant CS","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","50-59","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Communications","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","50-59","Tax","50","50","[c]","[c]"
"New entrant CS","2021","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
